Product_Name,Grade,Generic_Polymer_Type,Generic_Polymer_Symbol,Density_g/cm^3,Polymer_Code,Tensile_Strength_at_Yield_MPa,Melting_Temperature_°C,Flexural_Modulus_MPa,Flexural_Strength_MPa,Tensile_Modulus_MPa,Tensile_Strength_at_Break_MPa,Tensile_Elongation_at_Yield_%_strain,Tensile_Elongation_at_Break_%_strain,Izod_Notched_Impact_23°C_kJ/m^2,Hardness_Rockwell_R,Hardness_Shore_D
TRIBOFORCE®,PEEK C2300,Polyetheretherketone,PEEK,1.59,PEEK-CF-L,,340.0,,,13000.0,,,2.2,,,
SUSTAPEEK,FG natural,Polyetheretherketone,PEEK,1.31,PEEK,110.0,343.0,,,4000.0,,,20.0,,,88.0
SUSTAPEEK,MG natural,Polyetheretherketone,PEEK,1.31,PEEK,110.0,343.0,,,4000.0,,,20.0,,,88.0
SUSTAPEEK,MOD black,Polyetheretherketone,PEEK,1.46,PEEK,75.0,343.0,,,4900.0,,,4.0,,,85.0
RTP,2200 HF TFE 20,Polyetheretherketone,PEEK,1.4,PEEK-L,,,3450.0,121.0,3100.0,,5.0,,6.764705882352942,,
RTP,2200 LF,Polyetheretherketone,PEEK,1.3,PEEK,,,3790.0,145.0,3790.0,,10.0,,5.196078431372549,,
RTP,2202 HF Z,Polyetheretherketone,PEEK,1.4,PEEK-GF15,,,6210.0,207.0,6890.0,,2.6,,5.784313725490197,,
RTP,2205 HF TFE 15,Polyetheretherketone,PEEK,1.63,PEEK-GF30-L,,,11400.0,241.0,12800.0,,1.5,,10.784313725490197,,
RTP,2205 HF Z,Polyetheretherketone,PEEK,1.53,PEEK-GF30,,,11000.0,248.0,11700.0,,2.0,,7.352941176470589,,
RTP,2205 LF TFE 15,Polyetheretherketone,PEEK,1.64,PEEK-GF30-L,,,11000.0,234.0,12800.0,,2.5,,12.745098039215687,,
RTP,2207 HF,Polyetheretherketone,PEEK,1.61,PEEK-GF40,,,14500.0,314.0,15200.0,,2.5,,12.745098039215687,,
RTP,2211 HF,Polyetheretherketone,PEEK,1.84,PEEK-GF60,,,24100.0,310.0,25500.0,,1.0,,12.745098039215687,,
RTP,2281 LF,Polyetheretherketone,PEEK,1.33,PEEK-CF10,,,10300.0,262.0,11700.0,,2.6,,7.352941176470589,,
RTP,2287 HF,Polyetheretherketone,PEEK,1.45,PEEK-CF40,,,31000.0,400.0,35200.0,,1.3,,7.843137254901961,,
RTP,2299 X 108578 B,Polyetheretherketone,PEEK,1.61,PEEK-LGF40,,,15200.0,310.0,13800.0,,1.5,,20.58823529411765,,
RTP,2299 X 115088 D,Polyetheretherketone,PEEK,1.49,PEEK-(GF+Nano),,,9650.0,283.0,10700.0,,3.0,,6.274509803921569,,
RTP,2299 X 115088 F,Polyetheretherketone,PEEK,1.58,PEEK-(GF+Nano),,,12800.0,296.0,12800.0,,2.5,,7.843137254901961,,
RTP,2299 X 115090 L,Polyetheretherketone,PEEK,1.33,PEEK-Nano,,,4140.0,165.0,3450.0,,2.5,,4.705882352941177,,
RTP,2299 X 115090 M,Polyetheretherketone,PEEK,1.34,PEEK-Nano,,,4140.0,172.0,4140.0,,2.5,,4.215686274509804,,
InStruc®,PEEKGF15,Polyetheretherketone,PEEK,1.4,PEEK-GF15,,,6890.0,214.0,7580.0,,2.0,,5.784313725490197,,
VESTAKEEP®,iC 4800 3DF,Polyetheretherketone,PEEK,1.46,PEEK-MD,90.0,340.0,,,4350.0,,4.0,10.0,,,
SUSTAPEEK,CM natural,Polyetheretherketone,PEEK,1.31,PEEK,70.0,343.0,,,4100.0,,,2.0,,,88.0
Plaslube®,PEEK CF15 TL15 A HF,Polyetheretherketone,PEEK,1.43,PEEK-CF-L,,,12400.0,262.0,,179.0,,1.5,6.274509803921569,118.0,
Plaslube®,PEEK TL10 A,Polyetheretherketone,PEEK,1.34,PEEK-L,82.7,,3450.0,124.0,,,5.0,,5.196078431372549,105.0,
HiFill®,PEEK 0162 T1 L MB,Polyetheretherketone,PEEK,1.6,PEEK,79.3,,4480.0,152.0,,,6.5,,12.745098039215687,105.0,
HiFill®,PEEK 4500 BK,Polyetheretherketone,PEEK,1.3,PEEK,96.5,,4100.0,172.0,,,50.0,,8.333333333333334,105.0,
HiFill®,PEEK CF30 A NAT,Polyetheretherketone,PEEK,1.4,PEEK-CF,,,22800.0,379.0,,262.0,,1.7,,118.0,
HiFill®,PEEK GF15,Polyetheretherketone,PEEK,1.41,PEEK-GF,,,6340.0,201.0,,131.0,,4.5,8.333333333333334,118.0,
HiFill®,PEEK GF20 A,Polyetheretherketone,PEEK,1.43,PEEK-GF,,,7240.0,207.0,,159.0,,2.0,8.92156862745098,115.0,
HiFill®,PEEK GF30 A 2020,Polyetheretherketone,PEEK,1.15,PEEK-GF30,,355.0,9100.0,228.0,,169.0,,3.1,11.764705882352942,115.0,
HiFill®,PEEK GF30 A HR 102,Polyetheretherketone,PEEK,1.51,PEEK-GF,,355.0,9100.0,228.0,,169.0,,3.1,9.803921568627452,115.0,
HiFill®,PEEK LCF40 2000,Polyetheretherketone,PEEK,1.45,PEEK-LCF40,,,30300.0,414.0,40700.0,276.0,,0.8,10.784313725490197,118.0,
SUMIPLOY®,CK4600,Polyetheretherketone,PEEK,1.44,PEEK-CF30,,,18200.0,339.0,21800.0,,,1.9,9.607843137254903,129.0,
Arlon®,1160,Polyetheretherketone,PEEK,1.55,PEEK-GF,,,7580.0,197.0,8270.0,121.0,,3.5,,,91.0
TECAPEEK®,CF30 black,Polyetheretherketone,PEEK,1.41,PEEK-CF30,121.0,334.0,7170.0,193.0,6340.0,,,7.0,6.07843137254902,,
TECAPEEK®,CM XP96 natural,Polyetheretherketone,PEEK,1.34,PEEK,,343.0,4550.0,172.0,5310.0,,6.7,10.0,3.03921568627451,,88.0
TECAPEEK®,CMF white,Polyetheretherketone,PEEK,1.63,PEEK-MD,97.4,339.0,5400.0,163.0,8460.0,105.0,3.0,4.9,3.431372549019608,,
TECAPEEK®,ID blue,Polyetheretherketone,PEEK,1.44,PEEK-X,100.0,343.0,4400.0,166.0,4300.0,111.0,4.0,4.0,,,
TECAPEEK®,IM GF30 natural,Polyetheretherketone,PEEK,1.53,PEEK-GF30,157.0,334.0,10300.0,233.0,9700.0,,,2.2,9.411764705882353,,
TECAPEEK®,MT natural,Polyetheretherketone,PEEK,1.31,PEEK,110.0,334.0,4140.0,179.0,4480.0,61.4,4.9,30.0,5.0,,
TECAPEEK®,SD black,Polyetheretherketone,PEEK,1.72,PEEK,,337.0,6600.0,137.0,8270.0,,,2.3,5.686274509803922,,94.0
TECAPEEK®,SE natural,Polyetheretherketone,PEEK,1.31,PEEK,116.0,341.0,4200.0,175.0,4200.0,,5.0,15.0,,,
VESTAKEEP® Care,M40 3DF,Polyetheretherketone,PEEK,1.3,PEEK,94.0,335.0,,,3500.0,,5.0,,,,
VESTAKEEP®,2000G,Polyetheretherketone,PEEK,1.3,PEEK,100.0,340.0,3600.0,117.0,3700.0,70.0,5.0,,,,
VESTAKEEP®,4000 GF30,Polyetheretherketone,PEEK,1.5,PEEK-GW30,,340.0,,,11000.0,160.0,,2.0,,,
VESTAKEEP®,4000 GF30 BK,Polyetheretherketone,PEEK,1.5,PEEK-GW30,,340.0,,,11000.0,160.0,,2.0,,,
