Product_Name,Grade,Generic_Polymer_Type,Generic_Polymer_Symbol,Density_g/cm^3,Polymer_Code,Tensile_Strength_at_Yield_MPa,Melting_Temperature_°C,Flexural_Modulus_MPa,Flexural_Strength_MPa,Tensile_Modulus_MPa,Tensile_Strength_at_Break_MPa,Tensile_Elongation_at_Yield_%_strain,Tensile_Elongation_at_Break_%_strain,Izod_Notched_Impact_23°C_kJ/m^2,Hardness_Rockwell_R,Hardness_Shore_D
ULTEM™ Resin,1010M,Polyether Imide,PEI,1.27,PEI,110.0,,3300.0,,3200.0,,6.0,50.0,3.1372549019607847,,
ULTEM™ Resin,1010UCL,Polyether Imide,PEI,1.27,PEI,105.0,,3300.0,,3200.0,85.0,6.0,60.0,3.1372549019607847,,
ULTEM™ Resin,1040P - Americas,Polyether Imide,PEI,1.27,PEI,90.0,,3000.0,,3000.0,90.0,5.0,10.0,2.058823529411765,,
ULTEM™ Resin,1100 - Asia,Polyether Imide,PEI,1.36,PEI,110.0,,3720.0,,3720.0,,,70.0,3.6274509803921573,,
ULTEM™ Resin,1100 - Europe,Polyether Imide,PEI,1.37,PEI,110.0,,3300.0,,3500.0,85.0,6.0,10.0,4.0,,
ULTEM™ Resin,1100F - Europe,Polyether Imide,PEI,1.37,PEI,110.0,,3300.0,,3500.0,85.0,6.0,10.0,4.0,,
ULTEM™ Resin,1110 - Americas,Polyether Imide,PEI,1.36,PEI,110.0,,3720.0,,3720.0,,,70.0,,,
ULTEM™ Resin,1110 - Asia,Polyether Imide,PEI,1.36,PEI,110.0,,3720.0,,3720.0,,,70.0,,,
ULTEM™ Resin,1285 - Americas,Polyether Imide,PEI,1.29,PEI,110.0,,3370.0,,3370.0,82.0,3.406846680395348,60.0,2.5490196078431375,,
ULTEM™ Resin,1285 - Europe,Polyether Imide,PEI,1.3,PEI,115.0,,3250.0,,3300.0,75.0,6.5,36.0,4.0,,
ULTEM™ Resin,2100 - Americas,Polyether Imide,PEI,1.34,PEI-GF10,114.0,,5170.0,,4680.0,115.0,2.5688932341250803,6.0,5.196078431372549,,
ULTEM™ Resin,2100 - Asia,Polyether Imide,PEI,1.34,PEI-GF10,114.0,,5170.0,,4680.0,115.0,,6.0,5.196078431372549,,
ULTEM™ Resin,2100R - Americas,Polyether Imide,PEI,1.34,PEI-GF10,114.0,,5170.0,,4680.0,115.0,,6.0,8.333333333333334,,
ULTEM™ Resin,2100R - Europe,Polyether Imide,PEI,1.34,PEI-GF10,,,4500.0,,4500.0,115.0,,4.0,,,
ULTEM™ Resin,2110EPR - Americas,Polyether Imide,PEI,1.35,PEI-GF10,119.0,,4800.0,,5240.0,119.0,3.0,3.0,6.764705882352942,,
ULTEM™ Resin,2200F - Americas,Polyether Imide,PEI,1.42,PEI-GF20,131.0,,6500.0,,6890.0,131.0,2.0,2.0,6.274509803921569,,
ULTEM™ Resin,2200R - Asia,Polyether Imide,PEI,1.42,PEI-GF20,,,6890.0,,6890.0,131.0,,4.0,8.823529411764707,,
ULTEM™ Resin,2210EPR - Americas,Polyether Imide,PEI,1.39,PEI-GF20,137.0,,6890.0,,6890.0,137.0,3.0,3.0,7.843137254901961,,
ULTEM™ Resin,2210F - Americas,Polyether Imide,PEI,1.42,PEI-GF20,140.0,,6500.0,,6800.0,140.0,2.0,2.0,5.0,,
ULTEM™ Resin,2210F - Europe,Polyether Imide,PEI,1.42,PEI-GF20,,,6500.0,,6800.0,140.0,,2.0,,,
ULTEM™ Resin,2212R - Americas,Polyether Imide,PEI,1.43,PEI-GD20,,,5100.0,,4270.0,92.0,,6.0,4.705882352941177,,
ULTEM™ Resin,2212R - Asia,Polyether Imide,PEI,1.43,PEI-GD20,,,5100.0,,4270.0,92.0,,6.0,4.705882352941177,,
ULTEM™ Resin,2312 - Americas,Polyether Imide,PEI,1.51,PEI-GD30,76.14973910051177,,6550.0,,5990.0,103.0,1.4941233980464208,3.5,3.1372549019607847,,
ULTEM™ Resin,2312EPR - Americas,Polyether Imide,PEI,1.48,PEI-GD30,80.0,,5500.0,,5300.0,80.0,2.0,2.0,3.823529411764706,,
ULTEM™ Resin,2400F - Europe,Polyether Imide,PEI,1.61,PEI-GF40,,,10000.0,,11500.0,180.0,,2.0,,,
