Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
TAROLOX,111 G4 DX03,Polyethylene Terephthalate,PET,1.58,PET-GF20,,256.0,7000.0,190.0,7500.0,,
TAROLOX,111 G6,Polyethylene Terephthalate,PET,1.55,PET-GF30,,256.0,9000.0,220.0,10000.0,,
TAROLOX,111 G6 DX03,Polyethylene Terephthalate,PET,1.64,PET-GF30,,256.0,9800.0,210.0,10800.0,,
TAROLOX,111 G8,Polyethylene Terephthalate,PET,1.64,PET-GF40,,256.0,12500.0,265.0,14500.0,,
Sunny®,PET EN130,Polyethylene Terephthalate,PET,1.54,PET-GF30,,,9500.0,210.0,,,
Lighter™,C98,Polyethylene Terephthalate,PET,,PET,55.0,,2100.0,,2300.0,78.0,
EPIMIX,PET GFR 50 BK Q1F001,Polyethylene Terephthalate,PET,1.75,PET-GF50-L,,255.0,14800.0,280.0,16500.0,,22.0
EPIMIX,PET GV0 30 NC Q1D0B501,Polyethylene Terephthalate,PET,1.75,PET-GF30-FR-L,,255.0,10000.0,200.0,11500.0,,
Tecopet®,PT70 GR20 NL100 PR,Polyethylene Terephthalate,PET,1.48,PET-GF20,,255.0,,,8500.0,,
Tecopet®,PT70 GR30 NL100 HT,Polyethylene Terephthalate,PET,1.59,PET-GF30,,255.0,,,11000.0,,
Tecopet®,PT70 GR30 NL100 PR,Polyethylene Terephthalate,PET,1.58,PET-GF30,,255.0,,,10500.0,,
Tecopet®,PT70 GR30 NL100 XA20,Polyethylene Terephthalate,PET,1.71,PET-GF30-FR,,255.0,,,13000.0,,
Tecopet®,PT74 CR20 BK111 PR,Polyethylene Terephthalate,PET,1.41,PET-CF20,,250.0,,,15000.0,,
Tecopet®,PT74 GR20 BK002 XA20,Polyethylene Terephthalate,PET,1.63,PET-GF20-FR,,250.0,,,8500.0,,
Tecopet®,PT74 GR30 BK002 DA,Polyethylene Terephthalate,PET,1.57,PET-GF30,,250.0,,,11000.0,,
TRIPET®,2550GN40,Polyethylene Terephthalate,PET,1.72,PET,142.0,,9810.0,,,,70.0
Shinite®,T102G15BK TH6035,Polyethylene Terephthalate,PET,1.56,PET-GF15-FR,,253.0,6280.0,137.0,,,25.0
Shinite®,T102G15NA TH3015,Polyethylene Terephthalate,PET,1.69,PET-GF15-FR,,253.0,6570.0,162.0,,,33.0
Skyrol®,SH82,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH82L,Polyethylene Terephthalate,PET,,PET,,,,,,,
Skyrol®,SP65,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SP82,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
PRIMALENE,WPP03PET,Polyethylene Terephthalate,PET,,PET,,,,,,,
RENATUS®,BN3030SD,Polyethylene Terephthalate,PET,1.65,PET-GF30-FR,,,9200.0,215.0,,,
RENATUS®,CN9030,Polyethylene Terephthalate,PET,1.66,PET-GF30-FR,130.0,,10100.0,210.0,,,
PEXTIN™,RCPETMIG40L-BK09,Polyethylene Terephthalate,PET,1.64,PET-(GF+MD)40-L,,,9660.0,166.0,,,
Polygrade®,A1 CNZA010 PG309,Polyethylene Terephthalate,PET,1.32,PET,,249.0,2010.0,75.0,,,
neopet,84,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
NEXT REGRIND,PET 530-300RG,Polyethylene Terephthalate,PET,1.55,PET-GF30,,,7580.0,,,,
UNITREX®,HiTemp,Polyethylene Terephthalate,PET,1.31,PET,110.0,,4550.0,193.0,,160.0,
OCTAL PET,SG 04,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
NYLOY®,TG-0035B-1,Polyethylene Terephthalate,PET,1.45,PET-GF35,,,14100.0,167.0,,,
CERTENE™,PET 8080HF,Polyethylene Terephthalate,PET,,PET,,,,,,,
CERTENE™,PET 8470,Polyethylene Terephthalate,PET,,PET,,119.0,,,,,
Nan Ya PET,4210G3,Polyethylene Terephthalate,PET,1.43,PET-GF15,108.0,250.0,5590.0,157.0,,,35.0
Nan Ya PET,4410G4,Polyethylene Terephthalate,PET,1.56,PET-GF20-FR,113.0,250.0,5880.0,167.0,,,27.0
PRECITE®,E GF 40 natural (7304),Polyethylene Terephthalate,PET,1.65,PET-GF40,,260.0,15500.0,300.0,15000.0,,
PRECITE®,E GF 50 black (7395),Polyethylene Terephthalate,PET,1.75,PET-GF50,,260.0,,,18000.0,,
PRECITE®,E ICF 30 ECO black (8277),Polyethylene Terephthalate,PET,1.45,PET-CF30,,250.0,,,23700.0,,
Preformance® PET,1708CC(A),Polyethylene Terephthalate,PET,,PET,,,,,,,
Preformance® PET,ES11(A),Polyethylene Terephthalate,PET,,PET,,,,,,,
Adell PET,WL-38,Polyethylene Terephthalate,PET,1.6,PET-(GF+MD)40,,232.0,8340.0,175.0,,,
AuroraGuard™,012,Polyethylene Terephthalate,PET,1.17,PET,53.0,,1590.0,66.0,1590.0,,
AuroraGuard™,230GF,Polyethylene Terephthalate,PET,1.56,PET-GF30,150.0,,8960.0,210.0,10200.0,,
AuroraGuard™,235GF,Polyethylene Terephthalate,PET,1.58,PET-(GF+MD)35,172.0,,8520.0,114.0,10200.0,,
AuroraGuard™,F0PET15GF,Polyethylene Terephthalate,PET,1.56,PET-GF15-FR,108.0,,6460.0,160.0,6200.0,,
Arnite®,AV2 370 /B,Polyethylene Terephthalate,PET,1.63,PET-GF35,,255.0,,,12600.0,,
Arnite®,AV2 370 XL-T,Polyethylene Terephthalate,PET,1.67,PET-GF35,,255.0,,,14000.0,,
Arnite®,AV2 390 XL,Polyethylene Terephthalate,PET,1.78,PET-GF50,,255.0,,,18100.0,,
DSR,TL-2050,Polyethylene Terephthalate,PET,,PET,,,,,,,
Delta,PETR-1G3M35,Polyethylene Terephthalate,PET,1.58,PET-(GF+MD)35,117.0,250.0,11000.0,,,,
Laser+®,(C91A),Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
Laser+®,7000 (B92A),Polyethylene Terephthalate,PET,,PET,,242.0,,,,,
Laser+®,C (K62A),Polyethylene Terephthalate,PET,,PET,,246.0,,,,,
Laser+®,C 9000 (B64A),Polyethylene Terephthalate,PET,,PET,,243.0,,,,,
Laser+®,W (L40A),Polyethylene Terephthalate,PET,,PET,,242.0,,,,,
Laser+®,W (P41A),Polyethylene Terephthalate,PET,,PET,,241.0,,,,,
Laser+®,W 4000 (K42A),Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
LONGLITE® PET,9130-200,Polyethylene Terephthalate,PET,1.7,PET-GF30,,254.0,9700.0,210.0,12000.0,,25.0
LONGLITE® PET,9230-104X,Polyethylene Terephthalate,PET,1.63,PET-GF30-FR,,252.0,9000.0,195.0,,,
Rynite®,530 BK503,Polyethylene Terephthalate,PET,1.56,PET-GF30,,250.0,8900.0,210.0,10000.0,90.0,
Rynite®,530 NC010,Polyethylene Terephthalate,PET,1.56,PET-GF30,,252.0,9000.0,230.0,11000.0,90.0,
Rynite®,545 BK504,Polyethylene Terephthalate,PET,1.7,PET-GF45,,249.0,14000.0,,16000.0,90.0,
Rynite®,545K BK504,Polyethylene Terephthalate,PET,1.71,PET-GF45,,248.0,14000.0,300.0,15000.0,90.0,
Rynite®,815ER BK503,Polyethylene Terephthalate,PET,1.39,PET-I-GF15,80.13524824839547,250.0,3700.0,140.0,4300.0,,26.0
Rynite®,940 BK505,Polyethylene Terephthalate,PET,1.64,PET-(GF+MD)40,,250.0,13000.0,,12000.0,,
Rynite®,940 NC010,Polyethylene Terephthalate,PET,1.64,PET-(GF+MD)40,,250.0,12000.0,200.0,12000.0,,
Rynite®,FR335 NC010,Polyethylene Terephthalate,PET,1.67,PET-GF35-FR,,248.0,,,12000.0,,
Rynite®,FR530 NC010,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,252.0,10000.0,,12000.0,90.0,
Rynite®,FR533NH BK507,Polyethylene Terephthalate,PET,1.6,PET-GF35-FR,,249.0,13000.0,140.0,13000.0,90.0,
Rynite®,HR540SUV BK544,Polyethylene Terephthalate,PET,1.62,PET-GF40,,247.0,,,13000.0,,20.0
Impet®,2700 GV1/20,Polyethylene Terephthalate,PET,1.52,PET-GF20,,255.0,8100.0,173.0,8200.0,80.0,
Impet®,2700 GV1/45,Polyethylene Terephthalate,PET,1.74,PET-GF45,,250.0,17000.0,240.0,17000.0,,
Impet®,830R,Polyethylene Terephthalate,PET,1.59,PET-(GF+MD)35,,244.0,10900.0,190.0,11000.0,76.0,5.0
Ultrafuse,rPET,Polyethylene Terephthalate,PET,1.27,PET,,,1660.0,66.9,1640.0,83.0,
Petra®,130 FR BK112,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,,9700.0,210.0,,,
Bangkok PET,V082P,Polyethylene Terephthalate,PET,,PET,,249.0,,,,,
Bapolene®,80,Polyethylene Terephthalate,PET,1.39,PET,,247.0,,,,,
4PET®,9L22115 H,Polyethylene Terephthalate,PET,1.44,PET-GF15,,250.0,,,6750.0,,
4PET®,9L22120 HIUV,Polyethylene Terephthalate,PET,1.45,PET-I-GF20,,250.0,,,7000.0,,
4PET®,9L22145 H,Polyethylene Terephthalate,PET,1.69,PET-GF45,,250.0,,,16000.0,,
TEKASTER™,F615G30FR,Polyethylene Terephthalate,PET,1.67,PET-GF30,,,10100.0,226.0,,,
MWR,PET T7200GF30,Polyethylene Terephthalate,PET,1.56,PET-GF30,,,965.0,,,,
Ertalyte®,PET FG,Polyethylene Terephthalate,PET,1.41,PET,,245.0,3380.0,135.0,3500.0,,
Matrixx,80S7351,Polyethylene Terephthalate,PET,1.6,PET-GF35,159.0,,9650.0,,,,
VYLOPET™,EMC-133T,Polyethylene Terephthalate,PET,1.67,PET-FR,,,11500.0,228.0,,,
BESTDUR ECO,PHR,Polyethylene Terephthalate,PET,1.34,PET-L,,,,,,,
Wankai,WK801,Polyethylene Terephthalate,PET,,PET,,241.0,,,,,
Yuyao PET,PETG10 (FR),Polyethylene Terephthalate,PET,1.3,PET-GF10-FR,,,4000.0,110.0,,,
Yuyao PET,PETG30 (FR),Polyethylene Terephthalate,PET,1.55,PET-GF30-FR,,,7500.0,180.0,,,
Tunhe PET,TH102,Polyethylene Terephthalate,PET,1.39,PET,,246.0,,,,,
LUVOCOM®,1800-8449,Polyethylene Terephthalate,PET,1.45,PET-CF,,,22000.0,310.0,25000.0,,
LUVOCOM®,1800-9333/WT,Polyethylene Terephthalate,PET,1.6,PET,,,8500.0,85.0,9500.0,,
Lotte,COOL,Polyethylene Terephthalate,PET,1.39,PET,,,,,,,
VYPET,VNT 630 FR,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,,10000.0,190.0,,,
VYPET,VNT 835B,Polyethylene Terephthalate,PET,1.56,PET-(GF+MD)35,120.0,,9900.0,185.0,,,
RAMAPET®,N1,Polyethylene Terephthalate,PET,1.39,PET,,245.0,,,,76.0,
RAMAPET®,N180,Polyethylene Terephthalate,PET,1.39,PET,,,,,,76.0,
RAMAPET®,N1S,Polyethylene Terephthalate,PET,1.39,PET,,245.0,,,,76.0,
RAMAPET®,R1,Polyethylene Terephthalate,PET,1.39,PET,,245.0,,,,76.0,
Polyclear®,Plus PET 1111,Polyethylene Terephthalate,PET,1.4,PET,,240.0,,,,,
Polyclear®,Refresh PET 1101,Polyethylene Terephthalate,PET,1.4,PET,,240.0,,,,,
FuTuRe-PET®,1125,Polyethylene Terephthalate,PET,1.4,PET,,240.0,,,,,
Jamplast,PET EX-03,Polyethylene Terephthalate,PET,,PET,,,,,,,
RJM,SI302G15,Polyethylene Terephthalate,PET,1.52,PET-GF15-FR,,,5980.0,137.0,,,
RTP,1105 BLK,Polyethylene Terephthalate,PET,1.56,PET-GF30,,,9650.0,221.0,11000.0,,
DuraPET,0624GF20 PCR ST,Polyethylene Terephthalate,PET,1.43,PET-GF20,,,5530.0,,5590.0,,9.0
Pontex,T5030G-1-GY1,Polyethylene Terephthalate,PET,1.54,PET-X30,,,8340.0,167.0,,,20.0
RAMSTER,PE321G6BK10,Polyethylene Terephthalate,PET,1.66,PET-GF30-FR,,,,,11100.0,,
RAMSTER,PE502G3BK10,Polyethylene Terephthalate,PET,1.52,PET-GF15-FR,,,5600.0,165.0,6600.0,,
Rynite®,RE5264E NC010,Polyethylene Terephthalate,PET,1.66,PET-GF35,,247.0,12000.0,280.0,14000.0,,
Eastlon,PET CB-602AB (Bio PET),Polyethylene Terephthalate,PET,1.3,PET,,,,,,,
PoliXL™,PBTBK,Polyethylene Terephthalate,PET,1.31,PET,,,2830.0,86.0,2760.0,,50.0
PoliXL™,PETGF30BK,Polyethylene Terephthalate,PET,1.55,PET-GF30,,,8620.0,231.0,10000.0,,
OCEANWORKS®,OR.201612,Polyethylene Terephthalate,PET,,PET,,,,,,,
SUSTADUR®,PET GLD 120 grey extruded,Polyethylene Terephthalate,PET,1.41,PET,77.0,250.0,,,3100.0,,
SAXAPLAST™,PET-07C BTI K - N001,Polyethylene Terephthalate,PET,1.37,PET,,,,,,,
Meras®,FRX 2500 SG20,Polyethylene Terephthalate,PET,1.45,PET-GF20-FR,,240.0,,,8000.0,,
VERDANT™,PCRPTF,Polyethylene Terephthalate,PET,,PET,,,,,,,
VINPOL™,PT090,Polyethylene Terephthalate,PET,1.39,PET,,240.0,,,,,
TechnoPet,GF 30 2 0 schwarz (32695),Polyethylene Terephthalate,PET,1.55,PET-GF30,145.0,,,,11200.0,,
Preformance® PET,1708,Polyethylene Terephthalate,PET,,PET,,,,,,,
Preformance® PET,AQ01,Polyethylene Terephthalate,PET,,PET,,,,,,,
TAROLOX,111 G6 DX0,Polyethylene Terephthalate,PET,1.66,PET-GF30-FR,,256.0,10000.0,220.0,11000.0,,
TAROLOX,111 G9,Polyethylene Terephthalate,PET,1.68,PET-GF45,,256.0,13500.0,280.0,15500.0,,
STAR,PET IV.84FR (Fast Reheat),Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
SILVER®,PET823G30,Polyethylene Terephthalate,PET,1.55,PET-GF30,,,10000.0,200.0,,,
SILVER®,PET840G30,Polyethylene Terephthalate,PET,1.65,PET-GF30-FR,,,9500.0,190.0,,,
Lighter™,S98,Polyethylene Terephthalate,PET,,PET,55.0,,2100.0,,2300.0,78.0,
SureSpec,PET-80C,Polyethylene Terephthalate,PET,,PET,,119.0,,,,,
Tecopet®,PT70 GR45 NL100 PR,Polyethylene Terephthalate,PET,1.69,PET-GF45,,255.0,,,16000.0,,
Tecopet®,PT74 CR30 BK111 PR,Polyethylene Terephthalate,PET,1.44,PET-CF30,,250.0,,,24000.0,,
ASPIRE®,T84,Polyethylene Terephthalate,PET,,PET,,,,,,,
TRIPET®,2500G40,Polyethylene Terephthalate,PET,1.63,PET,137.0,,9320.0,,,,35.0
TRIPET®,2550G30LW,Polyethylene Terephthalate,PET,1.54,PET,112.0,,8250.0,,,,12.0
TRIPET®,2550GN30,Polyethylene Terephthalate,PET,1.62,PET,137.0,,8830.0,,,,30.0
TRIPET®,NP2559GN45,Polyethylene Terephthalate,PET,1.71,PET,137.0,,1270.0,,,,60.0
VALOX™ FR Resin,365 - Asia,Polyethylene Terephthalate,PET,1.33,PET,41.0,,2240.0,,,,
KumhoSunny PET,HEG3620FG,Polyethylene Terephthalate,PET,1.6,PET-GF20-FR,,,7000.0,180.0,,,
KumhoSunny PET,HEG3630,Polyethylene Terephthalate,PET,1.6,PET-GF30,,,11000.0,250.0,,,30.0
Shinite®,T102G30NA TH3012,Polyethylene Terephthalate,PET,1.7,PET-GF30-FR,,253.0,10300.0,196.0,,,15.0
SITRAPET,GF45-LK / C94150,Polyethylene Terephthalate,PET,1.7,PET-GF45,,,,,15000.0,,
Skyrol®,SG00,Polyethylene Terephthalate,PET,,PET,,,,,,,
Skyrol®,SH22,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH31,Polyethylene Terephthalate,PET,,PET,,,,,,,
Skyrol®,SH64,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH71S,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH72S,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH81,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SL11,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SL70,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SP19H,Polyethylene Terephthalate,PET,1.32,PET,,,,,,,
Skyrol®,SP29N,Polyethylene Terephthalate,PET,1.32,PET,,,,,,,
Skyrol®,SP93,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SP95,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
MECHETEC®,PET,Polyethylene Terephthalate,PET,1.34,PET,,,3380.0,121.0,3240.0,,
RENATUS®,BN9015,Polyethylene Terephthalate,PET,1.58,PET-GF15-FR,105.0,,6400.0,163.0,,,
RENATUS®,CN3030SD,Polyethylene Terephthalate,PET,1.65,PET-GF30-FR,,,9200.0,215.0,,,
PEXTIN™,RCPETG30-BK09,Polyethylene Terephthalate,PET,1.56,PET-GF30-L,,,7590.0,193.0,,,
PEXTIN™,RCPETMIG40-BK09,Polyethylene Terephthalate,PET,1.64,PET-(GF+MD)40-L,,,9660.0,166.0,,,
Polygrade®,A3 LF CRLA010 PG301,Polyethylene Terephthalate,PET,1.33,PET,,235.0,,115.0,,,
neopet,80,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
OCTAL PET,RH 02,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
Exelene® PET,IV 80,Polyethylene Terephthalate,PET,1.4,PET,,241.0,,,,,
Exelene® PET,IV 84,Polyethylene Terephthalate,PET,1.4,PET,,241.0,,,,,
Nan Ya PET,4113,Polyethylene Terephthalate,PET,1.4,PET,53.9,255.0,2450.0,80.4,,,70.0
Polyclear®,Crystal PET 3302,Polyethylene Terephthalate,PET,1.39,PET,,248.0,,,,,
Polyclear®,Refresh PET 1101,Polyethylene Terephthalate,PET,1.39,PET,,252.0,,,,,
PRECITE®,E GF 20 natural (7301),Polyethylene Terephthalate,PET,1.47,PET-GF20,,260.0,8500.0,225.0,7800.0,,
PRECITE®,E GF 30 natural (7303),Polyethylene Terephthalate,PET,1.55,PET-GF30,,260.0,11600.0,269.0,10600.0,,
PRECITE®,E GF 35 natural (7626),Polyethylene Terephthalate,PET,1.63,PET-GF35,,260.0,,,12600.0,,
PRECITE®,E GF 45 natural (7305),Polyethylene Terephthalate,PET,1.73,PET-GF45,,260.0,17900.0,320.0,16500.0,,
PRECITE®,E GF 50 natural (7300),Polyethylene Terephthalate,PET,1.75,PET-GF50,,260.0,21000.0,350.0,19400.0,,
PRECITE®,E ICF 30 black (7429),Polyethylene Terephthalate,PET,1.45,PET-CF30,,260.0,24500.0,325.0,24000.0,,
InStruc®,PETGF30,Polyethylene Terephthalate,PET,1.56,PET-GF30,,,9650.0,221.0,11000.0,,
InElec®,PCT7011AS,Polyethylene Terephthalate,PET,1.21,PET,37.9,,1040.0,,,,30.0
InElec®,PCT7031AS,Polyethylene Terephthalate,PET,1.21,PET,37.9,,1070.0,,,,45.0
Laser+®,E60A,Polyethylene Terephthalate,PET,,PET,,,,,,,
Preformance® PET,N2R(A),Polyethylene Terephthalate,PET,,PET,,,,,,,
TECACOMP®,PET TRM black 9415,Polyethylene Terephthalate,PET,1.5,PET-CF,,255.0,,,14500.0,70.0,85.0
Arnite®,A06 101,Polyethylene Terephthalate,PET,1.39,PET,55.0,255.0,,,2500.0,,
Arnite®,A08 100,Polyethylene Terephthalate,PET,1.39,PET,55.0,255.0,,,2500.0,,
Arnite®,AV2 360 S,Polyethylene Terephthalate,PET,1.73,PET-GF35-FR,,255.0,,,13000.0,,
Comco,PET,Polyethylene Terephthalate,PET,1.38,PET,85.0,255.0,,,3000.0,,
DSR,TL-8080,Polyethylene Terephthalate,PET,,PET,,,,,,,
Laser+®,C (E60A),Polyethylene Terephthalate,PET,,PET,,246.0,,,,,
Laser+®,C 9921 (F65A),Polyethylene Terephthalate,PET,,PET,,238.0,,,,,
Laser+®,HS (AD600A),Polyethylene Terephthalate,PET,,PET,,,,,,,
Laser+®,W Ti844 (P46A),Polyethylene Terephthalate,PET,,PET,,240.0,,,,,
Array™,EBM,Polyethylene Terephthalate,PET,,PET,,235.0,,,,,
LONGLITE® PET,9230-200X,Polyethylene Terephthalate,PET,1.63,PET-GF30-FR,,252.0,10500.0,200.0,,,
Rynite®,415HP BK503,Polyethylene Terephthalate,PET,1.39,PET-I-GF15,,250.0,4000.0,,4500.0,,
Rynite®,415HP NC010,Polyethylene Terephthalate,PET,1.39,PET-I-GF15,80.13524824839547,250.0,3600.0,,4700.0,,
Rynite®,545 NC010,Polyethylene Terephthalate,PET,1.69,PET-GF45,,252.0,14000.0,,16000.0,90.0,
Rynite®,815ER NC010,Polyethylene Terephthalate,PET,1.39,PET-I-GF15,80.13524824839547,250.0,3600.0,,4700.0,,
Rynite®,FR335 BK507,Polyethylene Terephthalate,PET,1.66,PET-GF35-FR,,248.0,11000.0,180.0,12000.0,,
Rynite®,FR945 BK507,Polyethylene Terephthalate,PET,1.85,PET-(GF+MD)45-FR,,250.0,12000.0,140.0,13000.0,,
Rynite®,RE15022 NC010,Polyethylene Terephthalate,PET,1.65,PET-GF35,,247.0,,,14000.0,,
Rynite®,SST35 BK503,Polyethylene Terephthalate,PET,1.52,PET-I-GF35,,,6800.0,,7500.0,,
Impet®,330R,Polyethylene Terephthalate,PET,1.58,PET-GF30-L,,244.0,11000.0,229.0,11000.0,73.0,3.0
Celanex®,5206HG,Polyethylene Terephthalate,PET,1.45,PET-GF15,,250.0,6300.0,135.0,6400.0,,
Petra®,130 FR,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,,9700.0,210.0,11100.0,,
4PET®,9L22115 FR1,Polyethylene Terephthalate,PET,1.58,PET-GF15,,255.0,,,7000.0,,
4PET®,9L22120 H,Polyethylene Terephthalate,PET,1.48,PET-GF20,,250.0,,,8000.0,,45.0
4PET®,9L22120 HL,Polyethylene Terephthalate,PET,1.48,PET-GF20-L,,250.0,,,8000.0,,
4PET®,9L22120 HUV,Polyethylene Terephthalate,PET,1.48,PET-GF20,,250.0,,,8000.0,,
4PET®,9L22130 HIUV,Polyethylene Terephthalate,PET,1.5,PET-I-GF30,,255.0,8000.0,180.0,9000.0,,
MARPOL®,PET IV 80 WB,Polyethylene Terephthalate,PET,,PET,,,,,,,
Ertalyte®,SLP PET-P,Polyethylene Terephthalate,PET,1.39,PET,,245.0,3500.0,135.0,3400.0,,
SCHULADUR®,E GF 30 FR5,Polyethylene Terephthalate,PET,2.0,PET-GF30-FR,,,12400.0,220.0,12300.0,,
Matrixx,80S7150,Polyethylene Terephthalate,PET,1.44,PET-GF15,96.5,,5000.0,,,,
TEREZ PET,3200,Polyethylene Terephthalate,PET,1.32,PET,56.0,,,,2400.0,,
APPEEL™,93D894,Polyethylene Terephthalate,PET,1.33,PET,,,,,,76.0,
BESTDUR,PHG6 /01,Polyethylene Terephthalate,PET,1.58,PET-GF30,,,,,9700.0,,
Wankai,WK811,Polyethylene Terephthalate,PET,,PET,,248.0,,,,,
Yuyao PET,PETG0 (FR),Polyethylene Terephthalate,PET,1.15,PET-GF-FR,,,,,,,
Yuyao PET,PETG10,Polyethylene Terephthalate,PET,1.2,PET-GF10-FR,,,4000.0,110.0,,,
EköPet,76,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
Tunhe PET,TH102B,Polyethylene Terephthalate,PET,1.39,PET,,,,,,,
Tunhe PET,TH103,Polyethylene Terephthalate,PET,1.39,PET,,244.0,,,,,
VINPOL™,GP088,Polyethylene Terephthalate,PET,,PET,,242.0,,,,,
VINPOL™,S-080,Polyethylene Terephthalate,PET,,PET,,240.0,,,,,
TYNEP®,E4308,Polyethylene Terephthalate,PET,1.22,PET-I-GF30,,,8270.0,234.0,,,
LUVOCOM®,3F PET CF 9780 BK,Polyethylene Terephthalate,PET,1.4,PET-CF,,,8000.0,130.0,9000.0,,
Lotte,ACE,Polyethylene Terephthalate,PET,1.39,PET,,,,,,,
Lotte,HIT,Polyethylene Terephthalate,PET,1.39,PET,,250.0,,,,,
VYPET,VNT 645,Polyethylene Terephthalate,PET,1.68,PET-GF45,155.0,,14500.0,245.0,,,
VYPET,VNT 835,Polyethylene Terephthalate,PET,1.56,PET-(GF+MD)35,120.0,,9900.0,185.0,,,
VYPET,VNT 917 MG,Polyethylene Terephthalate,PET,1.43,PET-GF15,,,6000.0,160.0,,,
RAMAPET®,FA,Polyethylene Terephthalate,PET,,PET,,253.0,,,,,
RAMAPET®,H1,Polyethylene Terephthalate,PET,,PET,,251.0,,,,,
RAMAPET®,S2,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
Polyclear®,Splash PET 3301,Polyethylene Terephthalate,PET,1.4,PET,,248.0,,,,,
Indorama PET,1101 B-PET,Polyethylene Terephthalate,PET,1.4,PET,,240.0,,,,,
Indorama PET,3301 B-PET,Polyethylene Terephthalate,PET,1.4,PET,,248.0,,,,,
ARYA,AP0084,Polyethylene Terephthalate,PET,,PET,,246.0,,,,,
SUSTADUR®,PET GLD 120 grey calendered,Polyethylene Terephthalate,PET,1.41,PET,77.0,250.0,,,3100.0,,
SUSTADUR®,PET GLD 130 natural,Polyethylene Terephthalate,PET,1.44,PET,75.0,255.0,,,3300.0,,
RTP,1199 X 117594 A,Polyethylene Terephthalate,PET,1.49,PET-GF20-FR,,,8620.0,120.0,9450.0,,
Relpet®,G5761,Polyethylene Terephthalate,PET,,PET,,,,,,,
DuraPET,0624,Polyethylene Terephthalate,PET,1.29,PET,,,2320.0,,2250.0,,16.0
PQS,CSD,Polyethylene Terephthalate,PET,,PET,,248.0,,,,,
PQS,GL,Polyethylene Terephthalate,PET,,PET,,235.0,,,,,
AuroraGuard™,FFD0071,Polyethylene Terephthalate,PET,,PET,,,,,,,
PoliXL™,PBTGF15N,Polyethylene Terephthalate,PET,1.41,PET-GF15,,,4900.0,145.0,5860.0,,
RENATUS®,RH036,Polyethylene Terephthalate,PET,1.66,PET-GF35,,,12700.0,275.0,,,
SUSTADUR®,PET WP natural extruded,Polyethylene Terephthalate,PET,1.39,PET,85.0,255.0,,,3200.0,,
VERDANT™,PCRPTF072Z,Polyethylene Terephthalate,PET,,PET,,,,,,,
VINPOL™,PTFL,Polyethylene Terephthalate,PET,,PET,,,,,,,
TechnoPet,GF 20 2 0 schwarz,Polyethylene Terephthalate,PET,1.5,PET-GF20,110.0,,,,8000.0,,
HiFill®,PET 0268 B1,Polyethylene Terephthalate,PET,2.67,PET-MD,79.3,,5860.0,117.0,,,
HiFill®,PET 935 GY288,Polyethylene Terephthalate,PET,1.59,PET,,252.0,9650.0,83.4,,,
HiFill®,PET GF20 UV BK,Polyethylene Terephthalate,PET,1.45,PET-GF20,,,6890.0,152.0,,,
TAROLOX,111 G3,Polyethylene Terephthalate,PET,1.4,PET-GF15,,252.0,9000.0,140.0,10500.0,,
TAROLOX,111 G4 Y0,Polyethylene Terephthalate,PET,1.52,PET-GF20-FR,,256.0,8100.0,130.0,8700.0,,
TAROLOX,111 G5 DX03,Polyethylene Terephthalate,PET,1.6,PET-GF25,,256.0,8400.0,200.0,9200.0,,
TAROLOX,111 G6 DX02,Polyethylene Terephthalate,PET,1.68,PET-GF30,,256.0,11000.0,210.0,12000.0,,
STAR,PET 80,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
