Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
SILVER®,PET840G20,Polyethylene Terephthalate,PET,1.56,PET-GF20,,,8000.0,170.0,,,
Eastlon,PET CB-606,Polyethylene Terephthalate,PET,1.38,PET,,240.0,,,,,
Lighter™,C88,Polyethylene Terephthalate,PET,,PET,55.0,,2100.0,,2300.0,78.0,
Lighter™,VIRIDIS 98,Polyethylene Terephthalate,PET,,PET,,,,,,78.0,
TECAPET,black,Polyethylene Terephthalate,PET,1.38,PET,68.9,254.0,3240.0,110.0,3340.0,,
SureSpec,PET-76,Polyethylene Terephthalate,PET,,PET,,75.0,,,,,
Tecopet®,PT70 GR15 NL100 PR,Polyethylene Terephthalate,PET,1.44,PET-GF15,,255.0,,,7000.0,,
Tecopet®,PT70 GR30 NL100 PS20,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,255.0,,,11500.0,,
Tecopet®,PT70 KK45 NL XA20 0B,Polyethylene Terephthalate,PET,1.83,PET-(GF+MD)45-FR,,255.0,,,13000.0,,
Tecopet®,PT74 GR30 NL XA60,Polyethylene Terephthalate,PET,1.56,PET-GF30-FR,,250.0,,,12000.0,,
ASPIRE®,Bio-100,Polyethylene Terephthalate,PET,,PET,,,,,,,
ASPIRE®,T80,Polyethylene Terephthalate,PET,,PET,,,,,,,
TRIPET®,2500,Polyethylene Terephthalate,PET,1.22,PET,44.1,,2260.0,,,,110.0
TRIPET®,2550GN15,Polyethylene Terephthalate,PET,1.51,PET,108.0,,6370.0,,,,42.0
TRIPET®,2550GN20,Polyethylene Terephthalate,PET,1.61,PET,123.0,,7350.0,,,,36.0
TRIPET®,LV2550GN45,Polyethylene Terephthalate,PET,1.75,PET,147.0,,12700.0,,,,50.0
SAXAPLAST™,PET-01 BTI nat,Polyethylene Terephthalate,PET,1.3,PET,,,,,2340.0,,
SABIC® PET,BC210,Polyethylene Terephthalate,PET,,PET,,,,,,,
SABIC® PET,PCG 80,Polyethylene Terephthalate,PET,,PET,,,,,,,
ECO INFINITE™,S82,Polyethylene Terephthalate,PET,,PET,,,,,,,
CALIMA,CA 360,Polyethylene Terephthalate,PET,,PET,,,,,,,
KumhoSunny PET,HEG3630FG,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,,10000.0,210.0,,,
Skyrol®,SH21,Polyethylene Terephthalate,PET,,PET,,,,,,,
Skyrol®,SH32,Polyethylene Terephthalate,PET,,PET,,,,,,,
Skyrol®,SH71E,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH92,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SH96D,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
Skyrol®,SP81,Polyethylene Terephthalate,PET,1.4,PET,,,,,,,
PRIMALENE,WPP05PET,Polyethylene Terephthalate,PET,,PET,,,,,,,
RENATUS®,B3015FA,Polyethylene Terephthalate,PET,1.47,PET-GF15,,,6300.0,168.0,,,
RENATUS®,B3030FA,Polyethylene Terephthalate,PET,1.6,PET-GF30,,,10400.0,241.0,,,
RENATUS®,CN9015,Polyethylene Terephthalate,PET,1.58,PET-GF15-FR,,,6400.0,163.0,,,
PEXTIN™,PETG30-BK09,Polyethylene Terephthalate,PET,1.56,PET-GF30-L,,,7590.0,193.0,,,
neopet,82 FR,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
neopet,84 FR,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
AQUA neopet,76,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
NOVAPET SPRIT,PDA-91 W,Polyethylene Terephthalate,PET,,PET,,,,,,,
NOVAPET SPRIT,T0,Polyethylene Terephthalate,PET,,PET,,,,,,,
OCTAL PET,RH 01,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
OCTAL PET,RH 03,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
Exelene® PET,IV 84 FR,Polyethylene Terephthalate,PET,1.4,PET,,241.0,,,,,
CERTENE™,PET 7676,Polyethylene Terephthalate,PET,,PET,,119.0,,,,,
CERTENE™,PET 8076S,Polyethylene Terephthalate,PET,,PET,,119.0,,,,,
CERTENE™,PET 8080,Polyethylene Terephthalate,PET,,PET,,119.0,,,,,
Nan Ya PET,4410G7,Polyethylene Terephthalate,PET,1.6,PET-GF35-FR,157.0,250.0,9610.0,206.0,,,13.0
Nan Ya PET,4410G8,Polyethylene Terephthalate,PET,1.75,PET-GF40-FR,147.0,250.0,9810.0,177.0,,,10.0
Polyclear®,Splash PET 3301,Polyethylene Terephthalate,PET,1.39,PET,,248.0,,,,,
PRECITE®,E GF 20 8 black (7498),Polyethylene Terephthalate,PET,1.47,PET-GF20,,260.0,,,8000.0,,
PRECITE®,E GF 30 LA black (7825),Polyethylene Terephthalate,PET,1.59,PET-GF30,,260.0,,,10500.0,,
PRECITE®,E ICF 20 black (7428),Polyethylene Terephthalate,PET,1.44,PET-CF20,,225.0,,,17000.0,,
Laser+®,B90A,Polyethylene Terephthalate,PET,,PET,,,,,,,
PRIMATOP®,PET GP68 -HP,Polyethylene Terephthalate,PET,1.37,PET,,245.0,,,,,
AuroraGuard™,016,Polyethylene Terephthalate,PET,1.18,PET,52.0,,1570.0,64.0,1570.0,,
AuroraGuard™,2F030GF,Polyethylene Terephthalate,PET,1.63,PET-GF30-FR,128.0,,10700.0,,11700.0,,
AuroraGuard™,7006,Polyethylene Terephthalate,PET,1.37,PET,,249.0,,,,,
Arnite®,A04 900,Polyethylene Terephthalate,PET,1.17,PET,80.0,255.0,,,2800.0,,
Arnite®,AV2 340,Polyethylene Terephthalate,PET,1.52,PET-GF20,,255.0,,,8500.0,,
Arnite®,AV2 370 XT,Polyethylene Terephthalate,PET,1.66,PET-GF35,,255.0,,,13000.0,,
Arnite®,AV2 372,Polyethylene Terephthalate,PET,1.63,PET-GF35,,255.0,,,13000.0,,
Arnite®,Care A1U,Polyethylene Terephthalate,PET,1.39,PET,58.0,255.0,,,2500.0,,
Laser+®,HS CF746A (D53A),Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
Laser+®,W (L40B),Polyethylene Terephthalate,PET,,PET,,242.0,,,,,
Laser+®,W PJ002 (F43A),Polyethylene Terephthalate,PET,,PET,,240.0,,,,,
LONGLITE® PET,9030-200,Polyethylene Terephthalate,PET,1.54,PET-GF30,,252.0,8000.0,190.0,10000.0,,28.0
Rynite®,530HTE BK503,Polyethylene Terephthalate,PET,1.59,PET-GF30,,252.0,,,11000.0,90.0,
Rynite®,530HTE NC010,Polyethylene Terephthalate,PET,1.56,PET-GF30,,252.0,,,11000.0,90.0,9.0
Rynite®,FR530 BK507,Polyethylene Terephthalate,PET,1.68,PET-GF30-FR,,252.0,10000.0,200.0,11000.0,90.0,
Rynite®,FR531 NC010,Polyethylene Terephthalate,PET,1.83,PET-(GF+MD)40-FR,,247.0,,,13000.0,90.0,
Rynite®,FR543 NC010,Polyethylene Terephthalate,PET,1.79,PET-GF45-FR,,254.0,14000.0,,17000.0,90.0,
Rynite®,RE19051 BK507,Polyethylene Terephthalate,PET,1.73,PET-(GF+MD)40-FR,,247.0,9700.0,170.0,11000.0,,
Rynite®,SST35 NC010,Polyethylene Terephthalate,PET,1.52,PET-I-GF35,,,,,7500.0,,
KEBABLEND® / TC,170.13 PET,Polyethylene Terephthalate,PET,1.68,PET,,250.0,,,9000.0,,
Petra®,330 FR,Polyethylene Terephthalate,PET,1.67,PET-GF30-FR,,,,,,,
Bapolene®,82,Polyethylene Terephthalate,PET,1.39,PET,,248.0,,,,,
4PET®,9L22130 FR1,Polyethylene Terephthalate,PET,1.68,PET-GF30,,250.0,,,10500.0,,
4PET®,9L22130 HHR,Polyethylene Terephthalate,PET,1.59,PET-GF30,,255.0,,,11000.0,,
4PET®,9L22130 HL,Polyethylene Terephthalate,PET,1.57,PET-GF30-L,,250.0,,,11000.0,,
MadeSolid,PET+,Polyethylene Terephthalate,PET,,PET,45.8,,1840.0,68.1,,82.0,
Mfinity™,S7500-PETX-TR,Polyethylene Terephthalate,PET,,PET,,,,,,,30.0
TEKASTER™,F615G30,Polyethylene Terephthalate,PET,1.56,PET-GF30,,,8730.0,230.0,,,
TEKASTER™,F615G45,Polyethylene Terephthalate,PET,1.69,PET-GF45,,,13500.0,294.0,,,
MARPOL®,PET IV 76 WB,Polyethylene Terephthalate,PET,,PET,,,,,,,
MARPOL®,PET IV 78 HF,Polyethylene Terephthalate,PET,,PET,,,,,,,
SCHULADUR®,E GF 35 SCHWARZ,Polyethylene Terephthalate,PET,1.63,PET-GF35,,,11500.0,255.0,14000.0,,
QR Resin,QR-3000,Polyethylene Terephthalate,PET,1.3,PET,48.3,,2070.0,,,,
QR Resin,QR-3000-GF30,Polyethylene Terephthalate,PET,1.5,PET-GF30,,,6830.0,,,,
Matrixx,80M7451,Polyethylene Terephthalate,PET,1.7,PET-(GF+MD)45,145.0,,11700.0,,,,
ICORENE®,N9207,Polyethylene Terephthalate,PET,1.4,PET,,248.0,,,,,
ACCUCOMP™,PET008L,Polyethylene Terephthalate,PET,1.34,PET,63.0,,2770.0,83.0,1830.0,,
BESTDUR,PH/01,Polyethylene Terephthalate,PET,1.34,PET-L,,,,,,,
Yuyao PET,PETG0,Polyethylene Terephthalate,PET,1.05,PET-GF-FR,,,,,,,
Yuyao PET,PETG20 (FR),Polyethylene Terephthalate,PET,1.45,PET-GF20-FR,,,6200.0,155.0,,,
EköPet,80,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
EköPet,84,Polyethylene Terephthalate,PET,,PET,,244.0,,,,,
Tunhe PET,TH106,Polyethylene Terephthalate,PET,1.39,PET,,,,,,,
Kangxi®,FRPET-30GF,Polyethylene Terephthalate,PET,1.65,PET-GF30-FR,,,8000.0,170.0,,,
Petlon R-Prime,PET Clear 100,Polyethylene Terephthalate,PET,1.36,PET,,258.0,,,,,
Petlon R-Prime,PET Clear 100 FR-36,Polyethylene Terephthalate,PET,1.36,PET-FR,,258.0,,,,,
Petlon R-Prime,PET Jazz 100,Polyethylene Terephthalate,PET,1.36,PET,,258.0,,,,,
VINPOL™,GP080,Polyethylene Terephthalate,PET,,PET,,242.0,,,,,
VINPOL™,GP083,Polyethylene Terephthalate,PET,,PET,,235.0,,,,,
VINPOL™,GP084R,Polyethylene Terephthalate,PET,,PET,,,,,,,
VINPOL™,W076-FR,Polyethylene Terephthalate,PET,,PET-FR,,236.0,,,,,
Lotte,BIO,Polyethylene Terephthalate,PET,1.39,PET,,,,,,,
Lotte,HOT,Polyethylene Terephthalate,PET,1.39,PET,,,,,,,
POCAN®,T7245 000000,Polyethylene Terephthalate,PET,1.83,PET-(GF+MD)45,,260.0,11000.0,170.0,12000.0,,
VYPET,VNT 840,Polyethylene Terephthalate,PET,1.64,PET-(GF+MD)40,,,10500.0,177.0,,,
RAMAPET®,N2,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
RAMAPET®,N3,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
RAMAPET®,S4,Polyethylene Terephthalate,PET,,PET,,245.0,,,,,
Polyclear®,Preserve PET 2201,Polyethylene Terephthalate,PET,1.4,PET,,238.0,,,,,
Kingfa,PET-RG305,Polyethylene Terephthalate,PET,1.66,PET-GF30-FR,,,9100.0,198.0,,,
ARYA,AP0072,Polyethylene Terephthalate,PET,,PET,,246.0,,,,,
ARYA,AP0076,Polyethylene Terephthalate,PET,,PET,,246.0,,,,,
ARYA,AP0080,Polyethylene Terephthalate,PET,,PET,,246.0,,,,,
RJM,E1301-MB,Polyethylene Terephthalate,PET,,PET,,,,,,,
RJM,SI301G15,Polyethylene Terephthalate,PET,1.43,PET-GF15,,,6080.0,142.0,,,
RJM,SI301G40,Polyethylene Terephthalate,PET,1.65,PET-GF40,,,9810.0,216.0,,,
RJM,SIL-MB,Polyethylene Terephthalate,PET,,PET,,,,,,,
RTP,1108 BLK,Polyethylene Terephthalate,PET,1.68,PET-GF45,,,13800.0,265.0,16500.0,,
Relpet®,G5841,Polyethylene Terephthalate,PET,,PET,,,,,,,
Relpet®,QH5821,Polyethylene Terephthalate,PET,,PET,,,,,,,
DuraPET,0624 PCR ST,Polyethylene Terephthalate,PET,1.29,PET,,,2240.0,,1920.0,,16.0
DuraPET,0624GF30 PCR ST,Polyethylene Terephthalate,PET,1.51,PET-GF30,,,6650.0,,7030.0,,5.0
Pontex,T6030G-BK1,Polyethylene Terephthalate,PET,1.57,PET-X30,,,9320.0,226.0,,,35.0
PoliXL™,PBTGF15BK,Polyethylene Terephthalate,PET,1.41,PET-GF15,,,4900.0,145.0,5860.0,,
PoliXL™,PBTN,Polyethylene Terephthalate,PET,1.31,PET,,,2830.0,86.0,2760.0,,50.0
SUSTADUR®,PET black calendered,Polyethylene Terephthalate,PET,1.38,PET,85.0,255.0,,,3000.0,,
SUSTADUR®,PET blue,Polyethylene Terephthalate,PET,1.38,PET,85.0,255.0,,,3000.0,,
SUSTADUR®,PET FG natural,Polyethylene Terephthalate,PET,1.39,PET,85.0,255.0,,,3200.0,,
SUSTADUR®,PET WP natural calendered,Polyethylene Terephthalate,PET,1.39,PET,85.0,255.0,,,3200.0,,
Meras®,HRX 2500 S,Polyethylene Terephthalate,PET,1.35,PET,,240.0,,,2600.0,,
Meras®,HRX 2500 SG30,Polyethylene Terephthalate,PET,1.55,PET-GF30,,250.0,,,10500.0,,
VERDANT™,PCRPT078,Polyethylene Terephthalate,PET,,PET,,247.0,,,,,
VINPOL™,PT100,Polyethylene Terephthalate,PET,,PET,,,,,,,
VINPOL™,PT125,Polyethylene Terephthalate,PET,1.39,PET,,228.0,,,,,
SD POLYCA™,CR3241-10G,Polycarbonate + PET,PC+PET,1.28,(PC+PET)-GF10,79.0,,3800.0,100.0,3900.0,,
Hangzhou Jinxin,VMPET Packaging Film,"Film, PET","Film, PET",,PET,,,,,,,
TRILOY®,410,Polycarbonate + PET,PC+PET,1.23,(PC+PET),58.8,,2260.0,,,,9.0
XENOY™ Resin,RCX201 - Asia,Polycarbonate + PET,PC+PET,1.23,(PC+PET),52.0,,2150.0,82.0,,,
XENOY™ Resin,X2300WX - Americas,Polycarbonate + PET,PC+PET,1.21,(PC+PET),58.0,,2200.0,,2410.0,,35.0
XENOY™ Resin,X2500UV - Europe,Polycarbonate + PET,PC+PET,1.21,(PC+PET),53.0,,2100.0,79.0,2200.0,,9.0
XENOY™ Resin,X5230 - Americas,Polycarbonate + PET,PC+PET,1.33,(PC+PET)-MD15,53.0,,3810.0,,3990.0,,28.0
XENOY™ Resin,XL1339 - Americas,Polycarbonate + PET,PC+PET,1.22,(PC+PET),55.0,,2200.0,,2090.0,,
ULTEM™ Resin,DU319,Polyether Imide + PET,PEI+PET,1.29,(PEI+PET),110.0,,,,3300.0,,8.1
KumhoSunny PC/PET,KCA9360,Polycarbonate + PET,PC+PET,1.21,(PC+PET),,,2000.0,68.0,,,35.0
KumhoSunny PC/PET,KCA9363,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-FR,,,2100.0,72.0,,,30.0
PRL,PC/TP-GP1,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,55.2,,2170.0,86.2,,,5.0
PEXLOY™,PXE-3015-BK10,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-L,56.6,,2380.0,86.9,,,30.0
AuroraTec™,2512IM,Polycarbonate + PET,PC+PET,1.24,(PC+PET)-I,55.2,,2210.0,84.8,,,25.0
AuroraTec™,410GFIMU,Polycarbonate + PET,PC+PET,1.3,(PC+PET)-I-GF10,74.0,,3070.0,103.0,,,35.0
AuroraTec™,41958,Polycarbonate + PET,PC+PET,1.3,(PC+PET),52.0,,2070.0,68.9,,,
Makroblend®,DP7645,Polycarbonate + PET,PC+PET,1.2,(PC+PET)-I,50.0,,2100.0,75.0,2100.0,,
Makroblend®,EL703,Polycarbonate + PET,PC+PET,1.3,(PC+PET)-I-FR,56.0,,2250.0,83.0,2300.0,,
Makroblend®,UT235 M RE,Polycarbonate + PET,PC+PET,1.34,(PC+PET)-MD15,68.0,,4650.0,115.0,4500.0,,
Makroblend®,UT250 HR,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,55.0,,2200.0,82.0,2200.0,,
Petlon R-Prime,P3-MF15-00-BK,Polycarbonate + PET,PC+PET,1.34,(PC+PET)-MD15,,,,,,,100.0
Infino,AE-2030,Polycarbonate + PET,PC+PET,1.2,(PC+PET),55.9,,2200.0,80.0,2100.0,,22.0
RAMLLOY,PZE701BK11,Polycarbonate + PET,PC+PET,1.24,(PC+PET),,,,,2200.0,,22.0
XENOY™ Resin,2230 - Americas,Polycarbonate + PET,PC+PET,1.22,(PC+PET),55.0,,2240.0,,2085.275532,,
ORION™,PC/PET7901,Polycarbonate + PET,PC+PET,1.21,(PC+PET),57.2,,2340.0,,2170.0,,35.0
SD POLYCA™,CR3241,Polycarbonate + PET,PC+PET,1.21,(PC+PET),60.0,,2200.0,85.0,2200.0,,
TRILOY®,450N,Polycarbonate + PET,PC+PET,1.28,(PC+PET)-FR,58.8,,2350.0,,,,37.0
TRILOY®,S460G15,Polycarbonate + PET,PC+PET,1.3,(PC+PET)-GF15,88.3,,3530.0,,,,16.0
XENOY™ Resin,T2NX2500UV - Europe,Polycarbonate + PET,PC+PET,1.21,(PC+PET),53.0,,2100.0,79.0,2200.0,,9.0
XENOY™ Resin,T2NX5230 - Europe,Polycarbonate + PET,PC+PET,1.33,(PC+PET)-MD15,58.0,,3750.0,,3850.0,,28.0
InStruc®,PCPETGF20IM,Polycarbonate + PET,PC+PET,1.48,(PC+PET)-GF20,,,10300.0,,,,
ColorFast®,PCT1000,Polycarbonate + PET,PC+PET,1.17,(PC+PET),51.7,,1930.0,75.8,,,18.0
AuroraTec™,41515IM,Polycarbonate + PET,PC+PET,1.21,(PC+PET),55.2,,2210.0,84.8,,,30.0
AuroraTec™,42512IM,Polycarbonate + PET,PC+PET,1.24,(PC+PET)-I,55.2,,2210.0,84.8,,,25.0
Makroblend®,AR205,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-I,54.0,,2200.0,80.0,2200.0,,
Lucky Enpla,LAY2000,Polycarbonate + PET,PC+PET,1.21,(PC+PET),,,2210.0,79.4,,,12.0
TriBLEND,"13E (U,R)",Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,55.2,,2280.0,,,,18.0
RAMLLOY,PZF101BK10,Polycarbonate + PET,PC+PET,1.23,(PC+PET),,,,,2000.0,,25.0
HiFill®,PC / PET 2230 HF UV,Polycarbonate + PET,PC+PET,1.2,(PC+PET)-I,,,2210.0,89.6,,,8.0
TARFLON™,SC-300,Polycarbonate + PET,PC+PET,1.21,(PC+PET),60.0,,2200.0,90.0,,,
TARFLON™,SC-420,Polycarbonate + PET,PC+PET,1.21,(PC+PET),60.0,,2200.0,80.0,,,
Hangzhou Jinxin,VMPET Film for Metallic Yarn/Glitter Powder,"Film, PET","Film, PET",,PET,,,,,,,
Sunny®,PC-PET EN100,Polycarbonate + PET,PC+PET,1.18,(PC+PET),,,1060.0,80.0,,,
XENOY™ Resin,T2RX2500UV - Americas,Polycarbonate + PET,PC+PET,1.21,(PC+PET),57.0,,2150.0,,2200.0,,9.0
KumhoSunny PC/PET,HTC6060,Polycarbonate + PET,PC+PET,1.2,(PC+PET),,,2100.0,70.0,,,30.0
ColorFast®,PCT1010GF,Polycarbonate + PET,PC+PET,1.27,(PC+PET),58.6,,2000.0,8.96,2550.0,,10.0
Loyblend®,TK-1000,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-I,,,2390.0,92.0,2850.0,,15.0
Makroblend®,AR205 RE,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-I,54.0,,2200.0,80.0,2200.0,,
Makroblend®,UT203,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-I,59.0,,,,2350.0,,
Makroblend®,UT235 M,Polycarbonate + PET,PC+PET,1.34,(PC+PET)-MD15,68.0,,4650.0,115.0,4500.0,,
Cheng Yu,E500G10,Polycarbonate + PET,PC+PET,1.27,(PC+PET)-GF10,,,,125.0,,,
QR Resin,QR-1335IM(V),Polycarbonate + PET,PC+PET,1.21,(PC+PET),58.6,,2070.0,79.3,,,35.0
TriBLEND,"22G10E (U,R)",Polycarbonate + PET,PC+PET,1.3,(PC+PET)-GF10,74.5,,3720.0,,,,35.0
XENOY™ Resin,X5630Q - Europe,Polycarbonate + PET,PC+PET,1.35,(PC+PET)-MD15,56.0,,4100.0,,4200.0,,20.0
ORION™,PC/PET7901UV,Polycarbonate + PET,PC+PET,1.21,(PC+PET),57.2,,2340.0,,2170.0,,35.0
Plaslube®,PC / PET IM 1012,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,55.2,,2340.0,91.0,,,12.0
Plaslube®,PC / PET IM 1016 UV,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,53.8,,2140.0,89.6,,,12.0
Hangzhou Jinxin,Colored VMPET Film,"Film, PET","Film, PET",,PET,,,,,,,
TRILOY®,L460G10,Polycarbonate + PET,PC+PET,1.27,(PC+PET)-GF10,73.5,,2750.0,,,,12.0
XENOY™ Resin,T2RX5230 - Americas,Polycarbonate + PET,PC+PET,1.34,(PC+PET)-MD15,56.0,,4120.0,,3430.0,,
XENOY™ Resin,T2RX5630Q - Americas,Polycarbonate + PET,PC+PET,1.35,(PC+PET)-MD20,55.0,,4100.0,,4200.0,,
XENOY™ Resin,X5630P - Europe,Polycarbonate + PET,PC+PET,1.35,(PC+PET)-MD,56.0,,4050.0,,4150.0,,
XENOY™ Resin,X5630Q - Americas,Polycarbonate + PET,PC+PET,1.35,(PC+PET)-MD20,56.0,,4100.0,,4200.0,,20.0
VALOX™ FR Resin,365 - Americas,Polycarbonate + PET,PC+PET,1.33,(PC+PET),41.0,,2240.0,,,,
LNP™ THERMOCOMP™ Compound,9X02540,Polycarbonate + PET,PC+PET,1.47,(PC+PET)-GF20-FR,103.0,,6530.0,149.0,7240.0,,
EcoBlend®,KCA9371NH,Polycarbonate + PET,PC+PET,1.2,(PC+PET),,,2300.0,82.0,,,33.0
InStruc®,PCPETGF10LE,Polycarbonate + PET,PC+PET,1.31,(PC+PET)-GF10,,,4830.0,,,,
ColorFast®,PCT1018,Polycarbonate + PET,PC+PET,1.16,(PC+PET),51.7,,1930.0,75.8,,,25.0
Makroblend®,EL700,Polycarbonate + PET,PC+PET,1.28,(PC+PET)-I-FR,58.0,,2300.0,86.0,2350.0,,
Makroblend®,UT1018,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,49.0,,1900.0,70.0,2000.0,,
Makroblend®,UT215 M,Polycarbonate + PET,PC+PET,1.27,(PC+PET)-MD5,65.0,,3100.0,105.0,3050.0,,
Makroblend®,UT408,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,59.0,,2350.0,88.0,2400.0,,
Cheng Yu,E500,Polycarbonate + PET,PC+PET,1.2,(PC+PET),,,,90.0,,,12.0
Cheng Yu,E500G20,Polycarbonate + PET,PC+PET,1.35,(PC+PET)-GF20,,,,130.0,,,
Badadur®,PET/PC 38 TM-Z1 H UV,Polycarbonate + PET,PC+PET,1.23,(PC+PET),55.0,,,,2200.0,,
BESTPOLUX,PCTHC/02,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-L,,,,,2300.0,,
TYNELOY®,CE1918,Polycarbonate + PET,PC+PET,1.22,(PC+PET),48.3,,2000.0,68.9,,,
TYNELOY®,CE4200,Polycarbonate + PET,PC+PET,1.38,(PC+PET)-GF20,89.6,,5930.0,159.0,,,
Infino,AE-2230,Polycarbonate + PET,PC+PET,1.35,(PC+PET),57.9,,3920.0,90.0,4000.0,,20.0
Romiloy®,2720,Polycarbonate + PET,PC+PET,1.22,(PC+PET),,,2200.0,80.0,2300.0,,30.0
TAROLOY,110,Polycarbonate + PET,PC+PET,1.21,(PC+PET),,,2150.0,90.0,2400.0,,12.0
AuroraTec™,ENV36-NC890,Polycarbonate + PET,PC+PET,1.18,(PC+PET)-I,58.6,,2320.0,86.9,,,40.0
Tecotek®,PC30 NL VB03,Polycarbonate + PET,PC+PET,1.21,(PC+PET),55.0,,,,2250.0,,
XENOY™ Resin,X4870HH - Americas,Polycarbonate + PET,PC+PET,1.34,(PC+PET),67.0,,4000.0,,4300.0,,8.0
XENOY™ Resin,X5230 - Europe,Polycarbonate + PET,PC+PET,1.33,(PC+PET)-MD15,58.0,,3750.0,,3850.0,,28.0
KumhoSunny PC/PET,KCA9361,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-FR,,,2000.0,70.0,,,30.0
KumhoSunny PC/PET,KCA9362,Polycarbonate + PET,PC+PET,1.21,(PC+PET)-FR,,,2100.0,72.0,,,30.0
AUROblend®,PC+PET HI black 9005,Polycarbonate + PET,PC+PET,1.2,(PC+PET)-I,45.0,250.0,,,2050.0,,
AuroraTec™,4010UR,Polycarbonate + PET,PC+PET,1.27,(PC+PET),48.3,,2210.0,82.7,,,40.0
Makroblend®,UT250,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,55.0,,2300.0,88.0,2250.0,,
Makroblend®,UT305,Polycarbonate + PET,PC+PET,1.24,(PC+PET),69.0,,2600.0,100.0,2600.0,,
Makroblend®,UT403,Polycarbonate + PET,PC+PET,1.23,(PC+PET)-I,58.0,,2300.0,86.0,2400.0,,
XANTAR™,EM 605,Polycarbonate + PET,PC+PET,1.21,(PC+PET),55.0,,2200.0,80.0,2200.0,,7.0
Lucent PC,PC/PET-1515,Polycarbonate + PET,PC+PET,1.21,(PC+PET),55.2,,2210.0,84.8,,,15.0
TriBLEND,"23E (U,R)",Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,55.2,,2280.0,,,,25.0
POCAN®,C1206 000000,Polycarbonate + PET,PC+PET,1.22,(PC+PET)-I,50.0,250.0,2200.0,75.0,2200.0,,
TAROLOX,2050 W G3,Polybutylene Terephthalate + PET,PBT+PET,1.44,(PBT+PET)-GF15,,,5400.0,115.0,,,
TAROLOX,2050 W G9,Polybutylene Terephthalate + PET,PBT+PET,1.64,(PBT+PET)-GF45,,235.0,12000.0,220.0,14000.0,,
EPIMIX,PBT/PET GFM 40 BK Q1D0B001,Polybutylene Terephthalate + PET,PBT+PET,1.68,(PBT+PET)-(GF+MD)40-L,,260.0,11400.0,180.0,12500.0,,
EPIMIX,PBT/PET GFR 20 NC Q1C001,Polybutylene Terephthalate + PET,PBT+PET,1.46,(PBT+PET)-GF20-L,,225.0,7000.0,200.0,7800.0,,30.0
EPIMIX,PBT/PET GFR 30 BK Q1D001,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30-L,,225.0,9500.0,210.0,10500.0,,25.0
EPIMIX,PBT/PET GFR 30 BK Q1D002,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30-L,,225.0,9000.0,190.0,9600.0,,25.0
EPIMIX,PBT/PET GFR 50 NC Q1F001,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50-L,,225.0,17600.0,270.0,18000.0,,21.0
Tecodur®,PB70 GR35 NL100 HS01,Polybutylene Terephthalate + PET,PBT+PET,1.58,(PBT+PET)-GF35,,225.0,,,12000.0,,
VALOX™ Resin,T3N8032U - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.58,(PBT+PET)-GF30,145.0,,8500.0,,9500.0,,15.0
VALOX™ FR Resin,ENH8530 - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.46,(PBT+PET)-GF15-FR,75.0,,6300.0,,7400.0,,20.0
