Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Braskem PE,SPB608,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,150.0,,,,30.0
Braskem PE,SPB681,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.8
Ipethene®,100,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
Ipethene®,213,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,1.0
Ipethene®,323,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,2.0
Ipethene®,670,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,7.5
Asrene®,UF 1820S1,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
CERTENE™,LDF-219A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
CP PRYME® Polyethylene,PE100LD-2M,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Cheng Yu,BK1020,"Polyethylene, Low Density",LDPE,PE-LD,,,,40.0,,,
Marlex®,1412,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,330.0,,,,35.0
Marlex®,5428,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.2
Marlex®,5429,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.2
Marlex®,5619,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.4
Marlex®,7109DL,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
AT®,193,"Polyethylene, Low Density",LDPE,PE-LD,,,125.0,,,,400.0
AT®,220,"Polyethylene, Low Density",LDPE,PE-LD,9.148312702964857,,215.0,,156.049005,,2.0
AT®,280,"Polyethylene, Low Density",LDPE,PE-LD,,,190.0,,,,20.0
AT®,412,"Polyethylene, Low Density",LDPE,PE-LD,,,202.0,,,,13.0
AT®,520,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
AT®,7110,"Polyethylene, Low Density",LDPE,PE-LD,,,269.0,,,,0.8
Stamylex™,2H 568,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,124.0,,,,,19.0
Borealis PE,FA7229,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,4.0
Borealis,LE6006,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
BioBlend®,XP 22250,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,930.0,,770.0,,0.9
BioBlend®,XP 24250,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,690.0,,430.0,,0.65
AgriPlast,NFLDPE 5050/40000 HM,"Polyethylene, Low Density",LDPE,PE-LD-NX50-FR,15.1,,1000.0,22.3,1050.0,,
BFI,LLDPE Film,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
Braskem PE,LDF0034,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.34
Braskem PE,LDF0085,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
Braskem PE,LDF2526,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.5
Braskem PE,RPL 5C1 NL,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.9
Maxxam™ FR,PE CONC 1 NAT,"Polyethylene, Low Density",LDPE,PE-LD-FR,,,,,,,3.0
Bapolene®,1052,"Polyethylene, Low Density",LDPE,PE-LD,8.27,,207.0,,,,8.0
Bapolene®,1057EC,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,7.0
Bapolene®,1072,"Polyethylene, Low Density",LDPE,PE-LD,8.27,,224.0,,,,20.0
Bapolene®,122B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Bapolene®,124F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Bapolene®,138F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Bapolene®,152FP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Bapolene®,222F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Bapolene®,2272G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.1,,421.0,,,,20.0
Bapolene®,615FP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.5
Bapolene®,615P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.5
Titanvene™,LL0209AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Titanvene™,LL0209SR,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Titanvene™,LL0220AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
TITANLENE®,LDF 260GG,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,5.0
ROPOTEN® T,FV-20-205,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.8
ROPOTEN®,KB-02-208,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.2
ROPOTEN®,OB-2-102-3,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.7
ROPOTEN®,OV-03-110,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.2
MTEGRITY™ LLDPE,LL104HH,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MTEGRITY™ LLDPE,LL106MM,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MTEGRITY™ LLDPE,LL240,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.9,,758.0,,,,3.5
MTEGRITY™ LLDPE,LL500G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.8,,,,,,20.0
MTEGRITY™ LLDPE,LR370U / UG,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.2,,,,,,7.0
MTEGRITY™ LDPE,LD220MM,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
MTEGRITY™ LDPE,LD400,"Polyethylene, Low Density",LDPE,PE-LD,9.83,,190.0,,,,14.0
MTEGRITY™ LDPE,LD500,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,283.0,,,,25.0
REVOLVE®,N-132,"Polyethylene, Low Density",LDPE,PE-LD,8.25,,250.0,,,,6.0
MARPOL®,LDF 724-SBV,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.5
MARPOL®,LDM 725,"Polyethylene, Low Density",LDPE,PE-LD,11.7,,331.0,,,,25.0
MARPOL®,LDM 760,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,6.5
MARPOL®,LDM 765,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,,,,,65.0
MARPOL®,LL4F 802-G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
MARPOL®,LL4F 803,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.6
MARPOL®,LL4M 820-G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.5,,430.0,,,,20.0
MARPOL®,LL6F 801-B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MARPOL®,LL6F 808-H,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
MARPOL®,LL6F 809-HSB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
MARPOL®,LL8F 805,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,220.0,,,,,0.5
MODIC™,M804E,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,,,,,,4.0
POLYAXIS®,CP 735,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.0,,690.0,,,,6.7
Plexar®,PX3216,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.2
Plexar®,PX3243,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,4.5
Plexar®,PX5125,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,6.0
Petrothene®,GA501,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA501020,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA501022,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA502022,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Petrothene®,GA502119,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Petrothene®,GA578189,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,560.0,,,,85.0
Petrothene®,GA616050,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,345.0,,,,6.2
Petrothene®,GA625662,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,5.0
Petrothene®,GA635962,"Polyethylene, Low Density",LDPE,PE-LD,18.6,,738.0,,,,6.7
Petrothene®,GA694189,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,650.0,,,,160.0
Petrothene®,GA818073,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,276.0,,,,0.75
Petrothene®,M2512,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.2
Petrothene®,NA143063,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Petrothene®,NA206000 (Extrusion Coating),"Polyethylene, Low Density",LDPE,PE-LD,10.0,,207.0,,,,14.0
Petrothene®,NA209009,"Polyethylene, Low Density",LDPE,PE-LD,13.1,,310.0,,221.0,,23.0
Petrothene®,NA214000,"Polyethylene, Low Density",LDPE,PE-LD,8.62,,145.0,,,,10.0
Petrothene®,NA217000,"Polyethylene, Low Density",LDPE,PE-LD,13.0,,276.0,,,,5.6
Petrothene®,NA217000X01,"Polyethylene, Low Density",LDPE,PE-LD,13.0,329.0,276.0,,,,5.6
Petrothene®,NA270001,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,186.0,,,,70.0
Petrothene®,NA334000,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,6.0
Petrothene®,NA340163,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,1.0
Petrothene®,NA340185,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,166.0,,,,,1.0
Petrothene®,NA345,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.8
Petrothene®,NA345013,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.8
Petrothene®,NA345196,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.8
Petrothene®,NA420,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.5
Petrothene®,NA420000,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,2.5
Petrothene®,NA420234,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,2.5
Petrothene®,NA443 (Blown),"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.2
Petrothene®,NA860,"Polyethylene, Low Density",LDPE,PE-LD,12.2,,221.0,,,,24.0
Petrothene®,NA860241,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,24.0
Petrothene®,NA940000,"Polyethylene, Low Density",LDPE,PE-LD,,,234.0,,,,0.25
Petrothene®,NA942094,"Polyethylene, Low Density",LDPE,PE-LD,9.65,,,,,,0.18
Petrothene®,NA957,"Polyethylene, Low Density",LDPE,PE-LD,9.65,,,,,,2.3
Petrothene®,NA960000,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
Petrothene®,NA960070,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
Petrothene®,NA983085,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
Petrothene®,NA985,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
Microthene® G,MN72700,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,342.0,,,,24.0
Microthene®,MP564189,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.0,,440.0,,,,20.0
Microthene®,MP574189,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.2,,483.0,,,,50.0
Microthene®,MP635662,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.2,,601.0,,,,6.7
Microthene®,MP635962,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.6,,738.0,,,,6.7
Malen,E FGNX 23-D022,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.6
Lupolen,1800S,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,,,160.0,,20.0
Lupolen,2421 F,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,0.75
Lupolen,2421 K,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,4.0
Lupolen,2426F,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,0.75
Lupolen,2427 F,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,0.75
Lupolen,3010D,"Polyethylene, Low Density",LDPE,PE-LD,13.0,,,,300.0,,0.25
Lupolen,3026K,"Polyethylene, Low Density",LDPE,PE-LD,13.0,,,,300.0,,4.0
Lupolen,3220F,"Polyethylene, Low Density",LDPE,PE-LD,14.0,,,,430.0,,0.9
Lupolen,GX 4087,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,1.9
Lucalen,A2700H,"Polyethylene, Low Density",LDPE,PE-LD,,97.0,50.0,,,,1.4
Lucalen,A2700M,"Polyethylene, Low Density",LDPE,PE-LD,,95.0,42.0,,,,7.2
ICORENE®,1210,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.0,125.0,500.0,,,,3.3
ICORENE®,3550,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.9,,702.0,,,,4.5
ICORENE®,3560 AMB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,650.0,,,,5.0
ICORENE®,3560 MP3,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,550.0,,,,5.0
ICORENE®,3568,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.9,,724.0,,,,6.0
ICORENE®,3590 AS,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,126.0,550.0,,,,9.0
ICORENE®,3950S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,,779.0,,,,5.0
ICORENE®,6005,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
ICORENE®,N2105,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,,,21.0
ICORENE®,N2308,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,19.0,,620.0,,,,0.15
ICORENE®,N2315,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
ASI POLYETHYLENE,CP 795-31 Black,"Polyethylene, Low Density",LDPE,PE-LD,11.4,,117.0,,,,2.0
Yparex®,8102,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,124.0,,,,,2.3
Yparex®,8403 S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,124.0,,,,,2.8
Yparex®,RENEW 0H142,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,121.0,,,,,2.7
Yparex®,RENEW 0H17,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,6.0
Nipolon® -L,Nipolon®-L,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
COSMOTHENE®,F210,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,2.0
COSMOTHENE®,F410-1,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,5.0
COSMOTHENE®,F410-7,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,5.0
COSMOTHENE®,G215,"Polyethylene, Low Density",LDPE,PE-LD,,108.0,,,,,1.5
TUFLIN™,HS-7001 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.2
TUFLIN™,HS-7066 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
TUFLIN™,HS-7098E,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOW™ Wire & Cable,DFNK-0012 NT,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.7
DOW™ LLDPE,1050B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
DOW™ LLDPE,1613.11,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
DOW™ LLDPE,1646,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOW™ LLDPE,6500,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,392.0,,,,47.0
DOW™ LLDPE,DFDA-7059 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.51,,221.0,,,,2.0
DOW™ LLDPE,DFDD-7080 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOW™ LLDPE,GRSN-2070 NT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
DOW™ LLDPE,GRSN-9820 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.7,,386.0,,,,20.0
DOW™ LLDPE,MP 1888.11 Copolymer,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.6
DOW™ LLDPE,MP 1888.11P Copolymer,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.6
DOW™ LDPE,132I,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
DOW™ LDPE,206M,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.7
DOW™ LDPE,310E REN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
DOW™ LDPE,320E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
DOW™ LDPE,501I,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.9
DOW™ LDPE,525E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.2
DOW™ LDPE,608A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.6
DOW™ LDPE,91003 HEALTH+™,"Polyethylene, Low Density",LDPE,PE-LD,,114.0,,,,,0.3
DOW™ LDPE,959S,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,331.0,,,,55.0
DOW™ LDPE,SC 7642,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
DOW™ LDPE,SC 7642 REN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
DOW™ Butene,1221P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
DOWLEX™,2028B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,4.0
DOWLEX™,2032,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
DOWLEX™,2042EC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,340.0,,1.0
DOWLEX™,2042G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2045.11GY,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2064G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
DOWLEX™,2106GC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.3
DOWLEX™,2601,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
DOWLEX™,2631UE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.8,124.0,628.0,,,,7.0
DOWLEX™,2645.11S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
DOWLEX™,2645G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
DOWLEX™,2740G (Blown Film),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2740G (Tape),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,GM 8480F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
DOWLEX™,HMS 8017,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,121.0,,,,,0.75
DOWLEX™,NG 2038.11B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,SC 2106G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.3
Dow ENDURANCE™,DHDA-7708 BK,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,345.0,,
CEFOR™,1211P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
CEFOR™,1220P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
BYNEL™,4140,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.8
BYNEL™,41E1352,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
BYNEL™,41E1451B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.8
BYNEL™,41E687,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.7
ASPUN™,6835A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,17.0
AGILITY™,1002 Performance LDPE,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.65
AGILITY™,2000 Performance LDPE,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.35
TotalEnergies Polyethylene,LDPE 1200 MN 18 C,"Polyethylene, Low Density",LDPE,PE-LD,8.0,106.0,,,160.0,,22.0
TotalEnergies Polyethylene,LDPE CD0230 DPI,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,2.0
TotalEnergies Polyethylene,rPE  2206,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.5
Aceso®,PEM 2408,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,0.8
Aceso®,PEM 2420,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,2.3
Polene LDPE,SSS 1018,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,,,,,45.0
Trademark PE,LDVA1925.4F,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,1.0
Trademark PE,LLD2025G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.1,,259.0,,,,20.0
Trademark PE,LLH1918F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Trademark PE,LLH2942,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Westlake LDPE,EF601,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
Westlake LDPE,EF606,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.2
Westlake LDPE,EF796,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.5
Westlake,Trucoat EM812,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,200.0
TYMAX®,GT4525,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.75
TRUCOAT®,EC1390,"Polyethylene, Low Density",LDPE,PE-LD,,,193.0,,,,15.0
TRUCOAT®,EC1550,"Polyethylene, Low Density",LDPE,PE-LD,,,193.0,,,,3.5
TRUCOAT®,EC4042,"Polyethylene, Low Density",LDPE,PE-LD,,,193.0,,,,10.0
HIFOR®,LF1020,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.1
HIFOR®,LF1025AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
HIFOR®,LF1026DC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.1
HIFOR®,LF2020AC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
HIFOR®,LF2041,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
HIFOR®,LT74104,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
HIFOR®,LT74147,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
EPOLENE®,C-15,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4200.0
EPOLENE®,C-17P,"Polyethylene, Low Density",LDPE,PE-LD,,,159.0,,,,19.0
ROTOUN®,LLD080P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,118.0,500.0,,,,
ROTOUN®,LLD1000P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,435.0,,,,4.7
ROTOUN®,LLD119UP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,19.0,121.0,750.0,,,,3.0
ROTOUN®,LLD430P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,117.0,700.0,,,,7.0
ROTOUN®,LLD484P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,6.0,119.0,210.0,,,,3.2
ROTOUN®,LLD488P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,5.0,119.0,170.0,,,,3.2
ROTOUN®,LLD607UP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,116.0,500.0,,,,7.0
ROTOUN®,LLD910P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,119.0,650.0,,,,4.0
ROTOUN®,LLD920P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.0,121.0,750.0,,,,3.0
ROTOUN®,LLD939P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,113.0,450.0,,,,6.5
ROTOUN®,LLD980P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,121.0,650.0,,,,5.0
ROTOUN®,LLD985P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,28.0,127.0,750.0,,,,3.2
Riblene®,FC 20,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,0.25
Riblene®,FF 34 I,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,0.8
Riblene®,FF 39 F,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,0.8
Riblene®,FH 20,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,1.1
Riblene®,FL 30 I,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,2.2
Riblene®,FM 34 I,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,3.5
Riblene®,MV 10 R,"Polyethylene, Low Density",LDPE,PE-LD,9.0,104.0,110.0,,,,65.0
REVIVE®,COM75LF1 H,"Polyethylene, Low Density + LLDPE",LDPE+LLDPE,PE-LLD,,95.0,,,,,1.0
Pharmalene®,MP 31 PH,"Polyethylene, Low Density",LDPE,PE-LD,12.0,112.0,180.0,,,,8.0
Pharmalene®,MR 10 PH,"Polyethylene, Low Density",LDPE,PE-LD,10.0,107.0,120.0,,,,20.0
Pharmalene®,MT 10 PH,"Polyethylene, Low Density",LDPE,PE-LD,9.0,106.0,110.0,,,,40.0
Flexirene®,FF 25 U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,120.0,,,,,0.65
VINPOL™,LB01018 - A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
VINPOL™,LB01018 - C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
VINPOL™,LB03525 - B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.5
VINPOL™,LB50026 Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.8,,,,,,50.0
VINPOL™,LD02023 - BM,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
