Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Tensile Strength at Yield,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
RheTech Polypropylene,HP521-228UV,Polypropylene Copolymer,PP Copolymer,0.998,,1380.0,,,,16.0
RheTech Polypropylene,HP521-372,Polypropylene Copolymer,PP Copolymer,0.998,,1380.0,,,,16.0
RheTech Polypropylene,HP531-01UV,Polypropylene Copolymer,PP Copolymer,1.07,,2140.0,,,,23.0
RheTech Polypropylene,HP534-00,Polypropylene Copolymer,PP Copolymer,1.05,,1690.0,,,,17.0
RheTech Polypropylene,M12P256-01,Polypropylene Copolymer,PP Copolymer,0.988,,1520.0,,,,10.0
RheTech Polypropylene,M20P100-01,"Polypropylene, Unspecified","PP, Unspecified",1.05,,2900.0,,,,17.0
RheTech Polypropylene,M40P200-01,Polypropylene Copolymer,PP Copolymer,1.25,,3240.0,,,,11.0
RheTech Polypropylene,P249-01UV,Polypropylene Copolymer,PP Copolymer,0.918,,1070.0,,,,20.0
RheTech Polypropylene,P254-01,Polypropylene Copolymer,PP Copolymer,0.908,,1070.0,,,,20.0
RheTech Polypropylene,P261-01,Polypropylene Impact Copolymer,PP Impact Copolymer,0.908,,979.0,,,,20.0
RheTech Polypropylene,RCT120-01,"Polypropylene, Unspecified","PP, Unspecified",1.07,,2240.0,,,,18.0
RheTech Polypropylene,T10P100-01,"Polypropylene, Unspecified","PP, Unspecified",0.978,,1930.0,,,,22.0
RheTech Polypropylene,T20P100-01,"Polypropylene, Unspecified","PP, Unspecified",1.05,,2410.0,,,,17.0
RheTech Polypropylene,T20P100-837UV,"Polypropylene, Unspecified","PP, Unspecified",1.05,,2410.0,,,,20.0
RheTech Polypropylene,T20P105-00FA,"Polypropylene, Unspecified","PP, Unspecified",1.05,,2410.0,,,,17.0
RheTech Polypropylene,T20P250-731UV,Polypropylene Copolymer,PP Copolymer,1.06,,2210.0,,,,20.0
RheTech Polypropylene,T20P252-01,Polypropylene Copolymer,PP Copolymer,1.06,,1930.0,,,,14.0
RheTech Polypropylene,T40P100-00A,"Polypropylene, Unspecified","PP, Unspecified",1.25,,3620.0,,,,15.0
RheTech Polypropylene,T40P100-01A,"Polypropylene, Unspecified","PP, Unspecified",1.26,,3620.0,,,,15.0
RheTech Polypropylene,T40P105-04,"Polypropylene, Unspecified","PP, Unspecified",1.31,,3620.0,,,,20.0
RIALGLASS,H 07 H 20 G,Polypropylene Homopolymer,PP Homopolymer,1.05,,4300.0,110.0,,,7.0
RIALGLASS,H 07 HN1 30 G1,Polypropylene Homopolymer,PP Homopolymer,1.15,,7400.0,150.0,7800.0,,5.0
RIALFLAME,H V0HF 07 S 30 G,Polypropylene Homopolymer,PP Homopolymer,1.27,,8000.0,110.0,,,3.0
RIALFLAME,H V0HF 07 S 30 G1,Polypropylene Homopolymer,PP Homopolymer,1.27,,8100.0,125.0,8200.0,,2.0
RIALFILL,C 15 S 20 TY,Polypropylene Copolymer,PP Copolymer,1.04,22.0,2500.0,40.0,2300.0,,8.0
RIALFILL,C 15 S 40 C,Polypropylene Copolymer,PP Copolymer,1.24,,2300.0,30.0,,,12.0
RIALFILL,H 15 SA 30 C3,Polypropylene Homopolymer,PP Homopolymer,1.12,25.0,2700.0,45.0,2500.0,,12.0
RIALFILL,H 20 S 30 T3,Polypropylene Homopolymer,PP Homopolymer,1.13,30.0,3900.0,50.0,3800.0,,20.0
E-RIALGLASS,H 07 H 30 G,Polypropylene Homopolymer,PP Homopolymer,1.13,,6200.0,115.0,6400.0,,7.0
E-RIALGLASS,H 07 HH 40 G,Polypropylene Homopolymer,PP Homopolymer,1.23,,8500.0,135.0,8400.0,,10.0
E-RIALGLASS,H 07 S 30 G,Polypropylene Homopolymer,PP Homopolymer,1.13,,6000.0,115.0,6000.0,,7.0
E-RIALGLASS,H 15 20 GR,Polypropylene Homopolymer,PP Homopolymer,1.06,,4000.0,85.0,4200.0,,9.0
E-RIALGLASS,H 15 H 30 GF,Polypropylene Homopolymer,PP Homopolymer,1.14,,4400.0,75.0,4500.0,,13.0
E-RIALGLASS,H 15 S 20 G,Polypropylene Homopolymer,PP Homopolymer,1.04,,4500.0,100.0,,,18.0
E-RIALGLASS,H 15 S 30 G,Polypropylene Homopolymer,PP Homopolymer,1.13,80.0,6200.0,115.0,6200.0,,12.0
E-RIALFILL,B 15 40 C,"Polypropylene, Unspecified","PP, Unspecified",1.25,,1900.0,30.0,,,13.0
E-RIALFILL,B 20 40 C,"Polypropylene, Unspecified","PP, Unspecified",1.24,17.0,2100.0,30.0,2100.0,,16.0
E-RIALFILL,B 40 10 C3,"Polypropylene, Unspecified","PP, Unspecified",0.96,20.0,1300.0,30.0,1200.0,,35.0
E-RIALFILL,C 02 H 30 T3 NERO,Polypropylene Impact Copolymer,PP Impact Copolymer,1.12,22.0,2200.0,30.0,2100.0,,2.0
E-RIALFILL,C 07 D 30 T,Polypropylene Copolymer,PP Copolymer,1.12,,1500.0,28.0,,,7.0
E-RIALFILL,C 15 SD 10 T,Polypropylene Copolymer,PP Copolymer,0.98,22.0,1400.0,30.0,1300.0,,10.0
E-RIALFILL,CE 07 SD 20 C4,Polypropylene Impact Copolymer,PP Impact Copolymer,1.05,18.0,1300.0,28.0,1400.0,,8.0
E-RIALFILL,H 02 SD4 20 T,Polypropylene Homopolymer,PP Homopolymer,1.05,,2600.0,45.0,,,3.5
E-RIALFILL,H 07 10 T,Polypropylene Homopolymer,PP Homopolymer,0.98,28.0,1700.0,38.0,1700.0,,11.0
E-RIALFILL,H 07 D 50 TC,Polypropylene Homopolymer,PP Homopolymer,1.38,,4400.0,38.0,,,6.0
E-RIALFILL,H 07 HH 40 TD,Polypropylene Homopolymer,PP Homopolymer,1.25,28.0,4400.0,48.0,3600.0,,10.0
E-RIALFILL,H 15 20 T,Polypropylene Homopolymer,PP Homopolymer,1.05,29.0,2600.0,47.0,2500.0,,15.0
E-RIALFILL,H 15 30 T,Polypropylene Homopolymer,PP Homopolymer,1.15,28.0,3200.0,48.0,3000.0,,14.0
E-RIALFILL,H 15 H 40 TD,Polypropylene Homopolymer,PP Homopolymer,1.25,29.0,4800.0,48.0,4500.0,,11.0
E-RIALFILL,H 15 H1 20 TD,Polypropylene Homopolymer,PP Homopolymer,1.05,30.0,2800.0,48.0,2700.0,,15.0
E-RIALFILL,H 20 20 C,Polypropylene Homopolymer,PP Homopolymer,1.05,,1850.0,47.0,,,17.0
E-RIALFILL,H 20 45 C,Polypropylene Homopolymer,PP Homopolymer,1.28,,3000.0,35.0,,,15.0
E-RIALENE,C 07 H,Polypropylene Copolymer,PP Copolymer,0.93,25.0,1200.0,32.0,1200.0,,10.0
MIDILENA III,PPB200,Polypropylene Homopolymer,PP Homopolymer,0.91,,,,,,0.55
MIDILENA III,PPS1001,Polypropylene Homopolymer,PP Homopolymer,0.91,,,,,,24.0
RJM,SL701G20,"Polypropylene, Unspecified","PP, Unspecified",1.04,,3530.0,98.1,,,
SUSTATRON®,PPS MOD blue,Polyphenylene Sulfide,PPS,1.38,50.0,,,3000.0,,
REPRO,TPE R251S,"Polypropylene, Unspecified","PP, Unspecified",0.95,,900.0,,,,10.0
Ronalen,M30,"Polypropylene, Unspecified","PP, Unspecified",1.13,30.0,3100.0,,3200.0,,11.0
Ronalen,M40,"Polypropylene, Unspecified","PP, Unspecified",1.26,,4200.0,,4000.0,,10.0
Ronalen,SV30,"Polypropylene, Unspecified","PP, Unspecified",1.1,,5400.0,,5500.0,,3.5
VLF,80107 CC,"Polypropylene, Unspecified","PP, Unspecified",1.21,,7930.0,190.0,8410.0,,
RTP,100 AR 15 TFE 15,"Polypropylene, Unspecified","PP, Unspecified",1.05,,2410.0,55.2,3310.0,,
RTP,100 GB 20,"Polypropylene, Unspecified","PP, Unspecified",1.03,,1520.0,38.6,1520.0,,
RTP,100 HI SI 2,"Polypropylene, Unspecified","PP, Unspecified",0.9,,965.0,25.9,827.0,,
RTP,100 PPH 155 FR Z2568,"Polypropylene, Unspecified","PP, Unspecified",1.0,,1600.0,40.0,1500.0,,
RTP,100 TFE 20,"Polypropylene, Unspecified","PP, Unspecified",1.02,,1520.0,40.0,1520.0,,
RTP,101,"Polypropylene, Unspecified","PP, Unspecified",0.97,,2070.0,55.8,2960.0,,4.0
RTP,101 CC FR A,"Polypropylene, Unspecified","PP, Unspecified",1.38,,3450.0,75.8,3650.0,,
RTP,101 CC HI FR A,"Polypropylene, Unspecified","PP, Unspecified",1.35,,2620.0,62.1,3100.0,,
RTP,101 CC TFE 10,"Polypropylene, Unspecified","PP, Unspecified",1.03,,2760.0,68.9,3790.0,,
RTP,101 HI Z,"Polypropylene, Unspecified","PP, Unspecified",0.96,,1720.0,41.4,1720.0,,
RTP,102,"Polypropylene, Unspecified","PP, Unspecified",1.0,,2760.0,68.9,3450.0,,3.5
RTP,102 CC,"Polypropylene, Unspecified","PP, Unspecified",1.0,,2760.0,75.8,3450.0,,3.5
RTP,103 CC FR UV,"Polypropylene, Unspecified","PP, Unspecified",1.43,,5520.0,103.0,6210.0,,
RTP,103 FR A,"Polypropylene, Unspecified","PP, Unspecified",1.43,,4830.0,82.7,4830.0,,2.0
RTP,105 CC HB,"Polypropylene, Unspecified","PP, Unspecified",1.12,,5170.0,114.0,6210.0,,
RTP,105 HB,"Polypropylene, Unspecified","PP, Unspecified",1.12,,5170.0,82.7,6550.0,,
RTP,107 CC UV,"Polypropylene, Unspecified","PP, Unspecified",1.21,,6480.0,130.0,6960.0,,1.5
RTP,127 HF,"Polypropylene, Unspecified","PP, Unspecified",1.27,,3450.0,54.5,3450.0,,
RTP,128,"Polypropylene, Unspecified","PP, Unspecified",1.05,,2550.0,55.2,2760.0,,3.0
RTP,1300 C TFE 15,Polyphenylene Sulfide,PPS,1.44,,3100.0,117.0,3240.0,,
RTP,1300 C TFE 20,Polyphenylene Sulfide,PPS,1.46,,3100.0,117.0,3240.0,,
RTP,1300 TFE 40,Polyphenylene Sulfide,PPS,1.59,,3100.0,79.3,2410.0,,
RTP,1301,Polyphenylene Sulfide,PPS,1.42,,6890.0,89.6,6890.0,,
RTP,1301 P-1,Polyphenylene Sulfide,PPS,1.42,,6210.0,93.1,6210.0,,
RTP,1302,Polyphenylene Sulfide,PPS,1.46,,7930.0,117.0,8270.0,,
RTP,1305 P-1,Polyphenylene Sulfide,PPS,1.58,,11700.0,214.0,12400.0,,
RTP,1305 TFE 10,Polyphenylene Sulfide,PPS,1.65,,11000.0,200.0,11700.0,,
RTP,1307 D,Polyphenylene Sulfide,PPS,1.68,,15200.0,234.0,15900.0,,
RTP,132 HI,"Polypropylene, Unspecified","PP, Unspecified",1.12,,1790.0,34.5,1790.0,,
RTP,1378 C,Polyphenylene Sulfide,PPS,1.68,,11000.0,193.0,11700.0,,
RTP,1381 C TFE 15,Polyphenylene Sulfide,PPS,1.45,,10300.0,172.0,12400.0,,
RTP,1381 TFE 15,Polyphenylene Sulfide,PPS,1.47,,10300.0,179.0,12800.0,,
RTP,1383 D,Polyphenylene Sulfide,PPS,1.4,,16500.0,262.0,20000.0,,
RTP,1383 D TFE 20,Polyphenylene Sulfide,PPS,1.53,,15900.0,214.0,17200.0,,
RTP,1383 P-1,Polyphenylene Sulfide,PPS,1.4,,15900.0,255.0,19300.0,,
RTP,1385 C SI 2,Polyphenylene Sulfide,PPS,1.44,,22800.0,262.0,26200.0,,
RTP,1385 C TFE 15 SI 2,Polyphenylene Sulfide,PPS,1.53,,22400.0,234.0,24100.0,,
RTP,1385 TFE 15,Polyphenylene Sulfide,PPS,1.54,,22800.0,241.0,24100.0,,
RTP,1387 L,Polyphenylene Sulfide,PPS,1.48,,28300.0,269.0,32400.0,,
RTP,1387 SI 2,Polyphenylene Sulfide,PPS,1.49,,27600.0,283.0,34500.0,,
RTP,1399 X 106863 A,Polyphenylene Sulfide,PPS,1.64,,20000.0,230.0,18600.0,,
RTP,1399 X 127548 A,Polyphenylene Sulfide,PPS,1.61,,18300.0,221.0,19000.0,,
RTP,1399 X 130032 A,Polyphenylene Sulfide,PPS,1.47,,17900.0,269.0,19300.0,,
RTP,1399 X 91176,Polyphenylene Sulfide,PPS,1.73,,15900.0,200.0,17200.0,,
RTP,142 HI,"Polypropylene, Unspecified","PP, Unspecified",0.97,,1240.0,33.1,1520.0,,
RTP,143,"Polypropylene, Unspecified","PP, Unspecified",1.12,,2070.0,42.1,2070.0,,
RTP,148 HI,"Polypropylene, Unspecified","PP, Unspecified",1.23,,2760.0,34.5,2760.0,,
RTP,152,"Polypropylene, Unspecified","PP, Unspecified",0.93,,1310.0,37.2,1520.0,,
RTP,152 HI,Polypropylene Copolymer,PP Copolymer,0.93,,827.0,22.8,965.0,,3.0
RTP,152 LF,"Polypropylene, Unspecified","PP, Unspecified",0.93,,1240.0,37.2,1380.0,,
RTP,154 HI UV,Polypropylene Copolymer,PP Copolymer,1.03,,827.0,23.4,965.0,,5.0
RTP,199 X 110246 D,"Polypropylene, Unspecified","PP, Unspecified",0.92,,1380.0,41.4,1240.0,,
RTP,199 X 116346,"Polypropylene, Unspecified","PP, Unspecified",1.0,,1520.0,40.0,1170.0,,
RTP,199 X 134518,"Polypropylene, Unspecified","PP, Unspecified",1.3,,6480.0,93.1,5930.0,,
RTP,199 X 138253 B,"Polypropylene, Unspecified","PP, Unspecified",1.04,,965.0,25.5,1100.0,,12.0
RTP,199 X 138789 EG,"Polypropylene, Unspecified","PP, Unspecified",0.92,,1170.0,34.5,1030.0,,4.0
RTP,199 X 141363 B,"Polypropylene, Unspecified","PP, Unspecified",1.08,,1720.0,24.1,1380.0,,
RTP,199 X 144487 A,"Polypropylene, Unspecified","PP, Unspecified",1.49,,7170.0,117.0,7450.0,,6.0
RTP,199 X 144656,"Polypropylene, Unspecified","PP, Unspecified",0.92,,1170.0,37.9,1030.0,,35.0
RTP,199 X 144685,"Polypropylene, Unspecified","PP, Unspecified",1.15,,5170.0,68.9,4480.0,,
RTP,199 X 146801 B,Polypropylene Homopolymer,PP Homopolymer,0.7,,1720.0,27.6,1590.0,,
RTP,199 X 147352 A,"Polypropylene, Unspecified","PP, Unspecified",1.05,,3450.0,81.4,3450.0,,
RTP,199 X 147359,"Polypropylene, Unspecified","PP, Unspecified",1.45,,1720.0,27.6,2070.0,,
RTP,199 X 150112 A,"Polypropylene, Unspecified","PP, Unspecified",1.2,,3450.0,68.9,3450.0,,
RTP,199 X 154322 B,"Polypropylene, Unspecified","PP, Unspecified",1.16,,4140.0,82.7,4830.0,,
RTP,199 X 154322 C,"Polypropylene, Unspecified","PP, Unspecified",1.22,,5520.0,89.6,6210.0,,
RTP,199 X 155735 A,"Polypropylene, Unspecified","PP, Unspecified",1.05,,1380.0,31.0,1380.0,,
RTP,199 X 50504,"Polypropylene, Unspecified","PP, Unspecified",1.11,,2070.0,34.5,2410.0,,
RTP,199 X 50506,Polypropylene Copolymer,PP Copolymer,1.11,,827.0,17.9,689.0,,5.0
RTP,199 X 86144,"Polypropylene, Unspecified","PP, Unspecified",2.0,,2070.0,27.6,2070.0,,2.0
RTP,199 X 98590 SSC-63791,"Polypropylene, Unspecified","PP, Unspecified",0.97,,1380.0,37.9,1380.0,,
RTP,PP 20 GF NAT,"Polypropylene, Unspecified","PP, Unspecified",1.04,,3790.0,95.1,4830.0,,2.5
RTP,PP FR2 NAT,"Polypropylene, Unspecified","PP, Unspecified",0.93,,1240.0,37.2,1030.0,,
ESD,1383 C,Polyphenylene Sulfide,PPS,1.41,,17200.0,248.0,19300.0,,
ESD,1384,Polyphenylene Sulfide,PPS,1.43,,20000.0,241.0,24800.0,,
ESD,187,"Polypropylene, Unspecified","PP, Unspecified",1.13,,11000.0,27.6,14500.0,,
ESD,A 100 FR,"Polypropylene, Unspecified","PP, Unspecified",1.3,,1240.0,29.6,1520.0,,
ESD,C 100,"Polypropylene, Unspecified","PP, Unspecified",1.0,,1100.0,27.6,1170.0,,0.5
ESD,C 101,"Polypropylene, Unspecified","PP, Unspecified",1.06,,2280.0,55.2,2480.0,,
ESD,C 180,"Polypropylene, Unspecified","PP, Unspecified",0.96,,3450.0,37.9,5520.0,,
EMI,1362,Polyphenylene Sulfide,PPS,1.54,,4830.0,124.0,4830.0,,
EMI,160.7,"Polypropylene, Unspecified","PP, Unspecified",0.96,,1520.0,24.1,1520.0,,
EMI,162,"Polypropylene, Unspecified","PP, Unspecified",1.04,,1380.0,29.0,1520.0,,
Petro Rabigh PP,FS2011E,Polypropylene Homopolymer,PP Homopolymer,0.9,32.0,1280.0,34.0,,,2.2
Rainmaker Polypropylene,MCCPMI20,Polypropylene Copolymer,PP Copolymer,1.05,22.8,1720.0,,,,
Rainmaker Polypropylene,MCHPTL40,Polypropylene Homopolymer,PP Homopolymer,1.25,31.0,3340.0,,,,
RR Advantage,PPB 20 NO BREAK,Polypropylene Impact Copolymer,PP Impact Copolymer,,19.7,1000.0,,,,20.0
Razalen®,P121 GR35,Polypropylene Copolymer,PP Copolymer,1.15,75.0,5200.0,120.0,,,4.0
Razalen®,P121 TR20,Polypropylene Impact Copolymer,PP Impact Copolymer,1.05,28.0,2400.0,45.0,,,10.0
Razalen®,P121M GR30-50,Polypropylene Copolymer,PP Copolymer,1.15,68.0,5100.0,108.0,,,4.0
Razalen®,Q121 GR30-50,Polypropylene Homopolymer,PP Homopolymer,1.13,75.0,5100.0,110.0,,,5.0
Razalen®,R121,Polypropylene + EPDM Rubber,PP+EPDM,0.94,18.0,800.0,,,,9.0
Razalen®,R123,Polypropylene + EPDM Rubber,PP+EPDM,0.94,18.0,1100.0,23.0,,,10.0
Mafill®,CR C 9001,Polypropylene Copolymer,PP Copolymer,0.9,28.3,1240.0,,,,35.0
Mafill®,CR CC 5344,"Polypropylene, Unspecified","PP, Unspecified",1.04,24.1,1240.0,,,,22.0
Mafill®,CR CC 6541,"Polypropylene, Unspecified","PP, Unspecified",1.14,20.7,1720.0,,,,14.0
Mafill®,CR CCE 5246 A10001,"Polypropylene, Unspecified","PP, Unspecified",0.998,17.9,1000.0,,,,12.0
Mafill®,CR H 5044,"Polypropylene, Unspecified","PP, Unspecified",0.908,31.0,1450.0,,,,9.0
Mafill®,CR HT 5541,"Polypropylene, Unspecified","PP, Unspecified",1.13,31.0,2480.0,,,,13.0
Mafill®,CR HT 6341H,"Polypropylene, Unspecified","PP, Unspecified",1.04,29.0,2400.0,,,,14.0
Verplen®,50 A,Polypropylene Homopolymer,PP Homopolymer,0.9,25.0,1800.0,,,,50.0
Verplen®,58 B,Polypropylene Copolymer,PP Copolymer,0.91,20.0,1100.0,,,,8.0
Verplen®,60 A HI,Polypropylene Copolymer,PP Copolymer,0.9,18.0,900.0,,,,10.0
Verplen®,70 A HI,Polypropylene Copolymer,PP Copolymer,0.9,20.0,1000.0,,,,18.0
Scolefin®,31 G 23,Polypropylene Copolymer,PP Copolymer,0.99,60.0,2800.0,,3000.0,,7.0
Scolefin®,33 G 12-0,Polypropylene Homopolymer,PP Homopolymer,1.12,85.0,5500.0,,7200.0,,2.0
Scolefin®,53 G 10-0,Polypropylene Homopolymer,PP Homopolymer,1.12,90.0,5900.0,,7500.0,,13.0
Scolefin®,53 G 13-0,Polypropylene Homopolymer,PP Homopolymer,,,6500.0,,6300.0,,10.0
Scolefin®,CT 4210,Polypropylene Copolymer,PP Copolymer,1.33,24.0,2300.0,,,,10.0
Ravaplen®,62 T 40,"Polypropylene, Unspecified","PP, Unspecified",1.02,24.0,1800.0,,1700.0,,13.0
Ravaplen®,62 T 42,"Polypropylene, Unspecified","PP, Unspecified",1.02,20.0,1450.0,,1400.0,,13.0
Mafill®,CR C 5044,Polypropylene Copolymer,PP Copolymer,0.92,20.0,1100.0,,1100.0,,10.0
Mafill®,CR CT 1544,Polypropylene Copolymer,PP Copolymer,,,1900.0,,1900.0,,2.5
Mafill®,CR CT 5344,Polypropylene Copolymer,PP Copolymer,,22.0,2000.0,,2200.0,,10.0
Mafill®,CR XG 3344,"Polypropylene, Unspecified","PP, Unspecified",1.05,50.0,3300.0,,3500.0,,5.0
Mafill®,CR XG 6344 H,"Polypropylene, Unspecified","PP, Unspecified",1.04,65.0,4100.0,,4200.0,,14.0
Regal Petrochemical,RG 1001 M,Polypropylene Homopolymer,PP Homopolymer,,39.0,,,2000.0,,8.0
Regal Petrochemical,RG 1002 H,Polypropylene Homopolymer,PP Homopolymer,0.91,38.0,,,2000.0,,2.0
Regal Petrochemical,RG 1040 K,Polypropylene Homopolymer,PP Homopolymer,0.91,38.0,,,1900.0,,3.4
Regal Petrochemical,RG 1100 VC,Polypropylene Homopolymer,PP Homopolymer,0.91,35.0,,,1550.0,,120.0
Regal Petrochemical,RG 1101 XN,Polypropylene Homopolymer,PP Homopolymer,0.91,35.0,,,1550.0,,14.0
Regal Petrochemical,RG 1101 XXS,Polypropylene Homopolymer,PP Homopolymer,0.91,35.0,,,1500.0,,35.0
Regal Petrochemical,RG 1102 G,Polypropylene Homopolymer,PP Homopolymer,0.91,34.0,,,1400.0,,1.0
Regal Petrochemical,RG 1102 H,Polypropylene Homopolymer,PP Homopolymer,0.91,34.0,,,1450.0,,2.0
Regal Petrochemical,RG 1102 L,Polypropylene Homopolymer,PP Homopolymer,0.91,34.0,,,1500.0,,4.5
Regal Petrochemical,RG 1125 MC,Polypropylene Homopolymer,PP Homopolymer,0.91,,650.0,,,,8.5
Regal Petrochemical,RG 1128 N,Polypropylene Homopolymer,PP Homopolymer,0.91,35.0,700.0,,1500.0,,11.0
Regal Petrochemical,RG 1150 RC,Polypropylene Homopolymer,PP Homopolymer,0.91,34.0,,,1500.0,,22.0
Regal Petrochemical,RG 1191 XN,Polypropylene Homopolymer,PP Homopolymer,0.91,35.0,,,1550.0,,13.0
Biorene®,HA-25,Polypropylene Alloy,PP Alloy,1.2,,,,2480.0,,2.5
REPOL®,AS4000N,Polypropylene Homopolymer,PP Homopolymer,0.9,,,,,,400.0
REPOL®,B300MN,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,32.0,1600.0,,,,30.0
REPOL®,D120MA,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,19.0,900.0,,,,12.0
REPOL®,H034SG,Polypropylene Homopolymer,PP Homopolymer,0.9,36.0,1350.0,,,,3.4
REPOL®,H110MA,Polypropylene Homopolymer,PP Homopolymer,0.9,36.0,1650.0,,,,11.0
REPOL®,H200MA,Polypropylene Homopolymer,PP Homopolymer,0.9,32.0,1650.0,,,,25.0
REPOL®,H350FG,Polypropylene Homopolymer,PP Homopolymer,0.9,34.0,1500.0,,,,38.0
REPOL®,R120MK,Polypropylene Random Copolymer,PP Random Copolymer,0.9,28.0,1200.0,,,,12.0
REPOL®,SRM100NC,Polypropylene Random Copolymer,PP Random Copolymer,0.9,30.0,1100.0,,,,12.0
REPOL®,SRX100,Polypropylene Random Copolymer,PP Random Copolymer,0.9,30.0,1100.0,,,,12.0
DINAPLEN®,PPC1S02 V2-7388,Polypropylene Copolymer,PP Copolymer,0.94,25.0,,32.0,1400.0,,2.5
DINAPLEN®,PPC1S04 B40-0018,Polypropylene Copolymer,PP Copolymer,1.21,15.0,1750.0,27.0,1650.0,,5.0
DINAPLEN®,PPC1S15 XV2-4216,Polypropylene Copolymer,PP Copolymer,0.92,25.0,1200.0,34.0,1200.0,,15.0
DINAPLEN®,PPC1S30 UV-7414,Polypropylene Copolymer,PP Copolymer,0.92,24.0,1250.0,35.0,1300.0,,25.0
DINAPLEN®,PPC2S20 G30-4185,Polypropylene Copolymer,PP Copolymer,1.14,,3450.0,80.0,3600.0,,25.0
DINAPLEN®,PPH1S01 G30 H-4137,Polypropylene Homopolymer,PP Homopolymer,1.13,,6800.0,125.0,6500.0,,1.0
ISPLEN®,PB 150 G1F,Polypropylene Impact Copolymer,PP Impact Copolymer,0.905,,1150.0,,,,7.0
ISPLEN®,PB 170 G1F,Polypropylene Impact Copolymer,PP Impact Copolymer,0.905,,1200.0,,,,12.0
ISPLEN®,PB 170 G2M,Polypropylene Impact Copolymer,PP Impact Copolymer,0.905,,1200.0,,,,12.0
ISPLEN®,PB 180 A4M,Polypropylene Impact Copolymer,PP Impact Copolymer,0.905,,1250.0,,,,20.0
ISPLEN®,PB 190 K2M,Polypropylene Impact Copolymer,PP Impact Copolymer,0.905,,1350.0,,,,40.0
ISPLEN®,PC 262 AV,Polypropylene Copolymer,PP Copolymer,1.03,,1750.0,,,,6.5
ISPLEN®,PC 272 AV,Polypropylene Copolymer,PP Copolymer,1.04,22.5,1650.0,,,,14.0
ISPLEN®,PM 270 AT,Polypropylene Homopolymer,PP Homopolymer,1.05,32.0,2600.0,,2400.0,,12.0
ISPLEN®,PM 270 AV,Polypropylene Homopolymer,PP Homopolymer,1.05,32.0,2600.0,,2400.0,,12.0
ISPLEN®,PM 270 BV,Polypropylene Homopolymer,PP Homopolymer,1.04,32.0,2600.0,,2400.0,,12.0
ISPLEN®,PM 274 AS,Polypropylene Copolymer,PP Copolymer,1.06,21.0,2300.0,,2200.0,,14.0
ISPLEN®,PM 474 AT,Polypropylene Copolymer,PP Copolymer,1.26,22.0,3500.0,,3900.0,,16.0
ISPLEN®,PM276EV,Polypropylene Copolymer,PP Copolymer,0.99,17.0,1700.0,,2100.0,,15.0
ISPLEN®,PP 010 X6E,Polypropylene Homopolymer,PP Homopolymer,0.903,34.0,1200.0,,,,0.28
ISPLEN®,PP 040 N1E,Polypropylene Homopolymer,PP Homopolymer,0.905,35.0,1600.0,,,,3.0
ISPLEN®,PP 044 W3F,Polypropylene Homopolymer,PP Homopolymer,0.905,35.0,1300.0,,,,3.0
ISPLEN®,PP 050 Y1E,Polypropylene Homopolymer,PP Homopolymer,0.905,35.0,1500.0,,,,5.6
ISPLEN®,PP 060 G1M,Polypropylene Homopolymer,PP Homopolymer,0.905,,1500.0,,,,8.0
ISPLEN®,PP 064 W1F,Polypropylene Homopolymer,PP Homopolymer,0.905,,1500.0,,,,9.0
ISPLEN®,PP 099 K2M,Polypropylene Homopolymer,PP Homopolymer,0.905,,1800.0,,,,55.0
ISPLEN®,PR 299 C1M,Polypropylene Random Copolymer,PP Random Copolymer,0.905,,950.0,,,,70.0
ResMart Ultra,CoPP 20-2,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,,1310.0,,,,20.0
ResMart Ultra,CoPP 4-NB,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,,965.0,,,,4.0
Integra™,M2433,Polypropylene Copolymer,PP Copolymer,,29.0,1070.0,,1310.0,,9.0
Ultilene®,80GL9-BK397,"Polypropylene, Unspecified","PP, Unspecified",1.31,,11000.0,200.0,,,
POYAD,AS101,Polypropylene Homopolymer,PP Homopolymer,0.92,,,,,,9.0
PPR,PPCO02,Polypropylene Copolymer,PP Copolymer,1.03,62.1,3100.0,,,,12.0
PPR,PPCO03,Polypropylene Copolymer,PP Copolymer,1.05,44.8,280.0,,,,12.0
PPR,PPCO07,Polypropylene Copolymer,PP Copolymer,0.91,24.1,1030.0,,,,20.0
PPR,PPHO04,Polypropylene Homopolymer,PP Homopolymer,1.05,29.0,1900.0,,,,10.0
Pontex,PP / P6210T-2-NAD,"Polypropylene, Unspecified","PP, Unspecified",0.95,,1570.0,35.3,,,25.0
Pontex,PP / P6210T-NA,"Polypropylene, Unspecified","PP, Unspecified",0.95,,853.0,19.6,,,7.0
Pontex,PP / P6210TR-NA,"Polypropylene, Unspecified","PP, Unspecified",0.95,,490.0,14.7,,,5.0
Pontex,PP / P6215T-NAD,"Polypropylene, Unspecified","PP, Unspecified",1.0,,1270.0,34.3,,,15.0
Pontex,PP / P6220TR-NA,"Polypropylene, Unspecified","PP, Unspecified",1.04,,1370.0,29.4,,,15.0
