Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Tensile Strength at Yield,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
TechnoGreen,PP LGF 30-10-04 N H (83835),"Polypropylene, Unspecified","PP, Unspecified",1.12,85.0,6800.0,115.0,6300.0,,
TechnoGreen,PP LGF 50-10-04 M (84155),"Polypropylene, Unspecified","PP, Unspecified",1.33,115.0,10900.0,128.0,10300.0,,
TechnoFin,PP 1 G 9 grau (53602),"Polypropylene, Unspecified","PP, Unspecified",0.9,30.0,,,1500.0,,
TechnoFin,PP EPDM M 3 E 35 (51414),Polypropylene + EPDM Rubber,PP+EPDM,0.96,22.0,,,1200.0,,
TechnoFin,PP EPDM T 10 2 UV HI K 10 (66737),Polypropylene + EPDM Rubber,PP+EPDM,0.96,14.0,,,1050.0,,
TechnoFin,PP EPDM T 20 2 G 15 (55165),Polypropylene + EPDM Rubber,PP+EPDM,1.05,17.0,,,1600.0,,
TechnoFin,PP EPDM T 20 2 G 7 (51428),Polypropylene + EPDM Rubber,PP+EPDM,1.05,19.0,,,1900.0,,
TechnoFin,PP GF 20 1 E L 25 schwarz (81251),"Polypropylene, Unspecified","PP, Unspecified",1.04,78.0,,,4500.0,,
TechnoFin,PP GF 20 2 G 14 (50794),"Polypropylene, Unspecified","PP, Unspecified",1.05,50.0,,,3500.0,,
TechnoFin,PP GF 30 2 N 18 (85743),"Polypropylene, Unspecified","PP, Unspecified",1.12,58.0,,,5100.0,,
TechnoFin,PP GF 40 1 E L 10 (73071),"Polypropylene, Unspecified","PP, Unspecified",1.24,85.0,,,8400.0,,
TechnoFin,PP GF 40 2 G 4 (50935),"Polypropylene, Unspecified","PP, Unspecified",1.23,70.0,,,7000.0,,
TechnoFin,PP LR03 2 D 10 (59799),"Polypropylene, Unspecified","PP, Unspecified",1.03,21.0,,,1250.0,,
TechnoFin,PP LR05 2 D 10 (87252),"Polypropylene, Unspecified","PP, Unspecified",1.0,25.0,,,1150.0,,
TechnoFin,PP LR05 2 D 10 (87253),"Polypropylene, Unspecified","PP, Unspecified",1.02,25.0,,,1250.0,,
TechnoFin,PP T 20 2 UV M 15 (58236),"Polypropylene, Unspecified","PP, Unspecified",1.05,30.0,,,2100.0,,
TechnoFin,PP T 22 2 K 8 (50950),"Polypropylene, Unspecified","PP, Unspecified",1.05,26.0,,,2100.0,,
TechnoFin,PP T 22 2 UV K 16 (50951),"Polypropylene, Unspecified","PP, Unspecified",1.05,26.0,,,2100.0,,
TechnoFin,PP T 22 2 UV M 25 (87233),"Polypropylene, Unspecified","PP, Unspecified",1.05,32.0,,,2300.0,,
TechnoFin,PPC T 20 2 G 8 (50917),Polypropylene Copolymer,PP Copolymer,1.05,26.0,,,2100.0,,
TechnoFiber,PP LGF 20-10-01 L H E natur (56591),"Polypropylene, Unspecified","PP, Unspecified",1.03,98.0,5050.0,135.0,4850.0,,
TechnoFiber,PP LGF 20-10-01 L HI E (60748),"Polypropylene, Unspecified","PP, Unspecified",1.03,85.0,4900.0,125.0,4700.0,,
TechnoFiber,PP LGF 30-10-01 L H E (49829),"Polypropylene, Unspecified","PP, Unspecified",1.12,108.0,7400.0,150.0,7100.0,,
TechnoFiber,PP LGF 30-10-01 L H E (52332),"Polypropylene, Unspecified","PP, Unspecified",1.12,108.0,7400.0,150.0,7100.0,,
TechnoFiber,PP LGF 30-10-01 L H E UV (84361),"Polypropylene, Unspecified","PP, Unspecified",1.12,115.0,7400.0,150.0,7100.0,,
TechnoFiber,PP LGF 30-10-01 L HI (24569),"Polypropylene, Unspecified","PP, Unspecified",1.12,98.0,7200.0,140.0,7000.0,,
TechnoFiber,PP LGF 30-10-01 N HI (50995),"Polypropylene, Unspecified","PP, Unspecified",1.12,98.0,7200.0,140.0,7000.0,,
TechnoFiber,PP LGF 30-10-02 L HI (25984),"Polypropylene, Unspecified","PP, Unspecified",1.12,92.0,7050.0,118.0,6600.0,,
TechnoFiber,PP LGF 50-10-01 L H E (75128),"Polypropylene, Unspecified","PP, Unspecified",1.34,135.0,12500.0,175.0,11000.0,,
TechnoFiber,PP LGF 50-10-01 L HI (31506),"Polypropylene, Unspecified","PP, Unspecified",1.34,120.0,11000.0,160.0,10500.0,,
TechnoFiber,PP LGF 60-10-01 L H E UV (53967),"Polypropylene, Unspecified","PP, Unspecified",1.45,140.0,13500.0,180.0,12500.0,,
TECNOBOND,PP-TLA,Maleic Anhydride Grafted Polypropylene,MAH-g-PP,,,,,,,3.0
Tekucom,SC GF 30 C,"Polypropylene, Unspecified","PP, Unspecified",1.12,90.0,6000.0,140.0,,,3.0
TEKNIFLEX®,COC P5P,"Film, PP/COC/PP","Film, PP/COC/PP",0.96,,,,,,
Sinpolene,CPP1030,Polypropylene Homopolymer,PP Homopolymer,1.12,30.0,1900.0,44.0,,,10.0
Sinpolene,FRF2024,"Polypropylene, Unspecified","PP, Unspecified",0.95,27.0,800.0,24.0,,,3.0
Sinpolene,GPP1630,Polypropylene Homopolymer,PP Homopolymer,1.13,80.0,5000.0,112.0,,,5.0
Sinpolene,HFR8144,"Polypropylene, Unspecified","PP, Unspecified",1.3,,1300.0,,,,6.0
Sinpolene,HFR8224,"Polypropylene, Unspecified","PP, Unspecified",1.02,,,28.0,,,1.5
Sinpolene,HFR8294,"Polypropylene, Unspecified","PP, Unspecified",1.04,22.0,1400.0,30.0,,,8.0
Sinpolene,MFP 22KA2,"Polypropylene, Unspecified","PP, Unspecified",1.33,26.0,2700.0,38.0,,,8.0
Sinpolene,TPP1010,Polypropylene Homopolymer,PP Homopolymer,0.95,30.0,2000.0,50.0,,,12.0
Sinpolene,TPP1020,Polypropylene Homopolymer,PP Homopolymer,1.02,32.0,2300.0,45.0,,,12.0
Sinpolene,TPP2030,Polypropylene Copolymer,PP Copolymer,1.11,25.0,2300.0,35.0,,,10.0
Sinelec,CCB5834,"Polypropylene, Unspecified","PP, Unspecified",1.04,25.0,800.0,20.0,,,1.0
Sumitomo PP,AW564,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,28.0,1530.0,,,,9.0
Sumitomo PP,AZ764,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,25.0,1360.0,,,,39.0
Sumitomo PP,FY4012E,Polypropylene Homopolymer,PP Homopolymer,0.9,32.0,1300.0,,,,4.0
TES,J-1305/40 NAT,Polyphenylene Sulfide,PPS,1.67,,13800.0,221.0,,,
Plaslube®,J-1305/CF/15/TF/15 NAT,Polyphenylene Sulfide,PPS,1.45,,11000.0,186.0,,,
Plaslube®,PPS GF30 SL2,Polyphenylene Sulfide,PPS,1.58,,10700.0,159.0,,,
HiFill®,J-70/30 BK8037,Polyamide 66 + PP,Nylon 66+PP,1.26,,6890.0,331.0,,,
HiFill®,PP 0114 TC-1,"Polypropylene, Unspecified","PP, Unspecified",1.14,24.8,3790.0,29.0,,,10.0
HiFill®,PP 0159,"Polypropylene, Unspecified","PP, Unspecified",1.59,17.2,2210.0,34.5,,,
HiFill®,PP CO 2000,Polypropylene Copolymer,PP Copolymer,0.898,,1070.0,,,,
HiFill®,PP GB10,"Polypropylene, Unspecified","PP, Unspecified",0.968,,1380.0,34.5,,,
HiFill®,PP GF/M50 BK,"Polypropylene, Unspecified","PP, Unspecified",1.32,,5520.0,96.5,,,
HiFill®,PP GF20 CC LE,"Polypropylene, Unspecified","PP, Unspecified",1.04,,4310.0,114.0,,,
HiFill®,PP HO GF20 LE,"Polypropylene, Unspecified","PP, Unspecified",1.04,,2930.0,79.3,,,
HiFill®,PP LGF40 CC HS BK,"Polypropylene, Unspecified","PP, Unspecified",1.22,,7580.0,179.0,,,
HiFill®,PP LGF60 2000 12mm,"Polypropylene, Unspecified","PP, Unspecified",1.48,,10300.0,186.0,,,
HiFill®,PPS 0334 A,Polyphenylene Sulfide,PPS,3.43,,12400.0,138.0,,,
HiFill FR®,PP CO FR HS,Polypropylene Copolymer,PP Copolymer,1.33,20.7,1030.0,31.0,,,
Electrafil®,PP TM10 BK,"Polypropylene, Unspecified","PP, Unspecified",1.11,21.4,1720.0,34.5,,,
Electrafil®,PP-61/EC,Polypropylene Copolymer,PP Copolymer,0.998,,1000.0,31.0,,,
THERMEC S™,4150R30,Polyphenylene Sulfide,PPS,1.58,,,,13000.0,,
K-Prene,XL-A80,Polypropylene + EPDM Rubber,PP+EPDM,0.97,,,,,,
K PP,9071 AP,"Polypropylene, Unspecified","PP, Unspecified",0.99,32.4,2160.0,,,,24.0
NILENE®,E10 K30T,Polypropylene Copolymer,PP Copolymer,1.14,30.0,2500.0,,,,10.0
NILENE®,E10 K70BB,Polypropylene Copolymer,PP Copolymer,2.05,24.0,,,,,10.0
NILENE®,E15 K10T,Polypropylene Copolymer,PP Copolymer,0.97,28.0,1400.0,,,,15.0
NILENE®,E15 K15TE,Polypropylene Copolymer,PP Copolymer,1.01,22.0,1600.0,,1800.0,,15.0
NILENE®,E20 K25MX,Polypropylene Copolymer,PP Copolymer,1.1,26.0,2400.0,,,,20.0
NILENE®,E6 K20VA V2,Polypropylene Copolymer,PP Copolymer,1.1,,3500.0,,,,6.0
NILENE®,P K30T,Polypropylene Homopolymer,PP Homopolymer,1.14,35.0,3000.0,,3150.0,,10.0
NILENE®,P10 K40T,Polypropylene Homopolymer,PP Homopolymer,1.24,31.0,4000.0,,4100.0,,10.0
NILENE®,P20 K65B,Polypropylene Homopolymer,PP Homopolymer,1.88,25.0,,,,,20.0
HAIPLEN,EP50 C4,Polypropylene Copolymer,PP Copolymer,1.04,26.0,1700.0,,,,10.0
HAIPLEN,EP50 C8,Polypropylene Copolymer,PP Copolymer,1.23,30.0,2400.0,,,,10.0
HAIPLEN,EP50 G6 BA,Polypropylene Copolymer,PP Copolymer,1.13,,4700.0,,,,10.0
HAIPLEN,EP50 T2 X2,Polypropylene Copolymer,PP Copolymer,1.03,30.0,1700.0,,,,14.0
HAIPLEN,EP50 T4,Polypropylene Copolymer,PP Copolymer,1.04,30.0,2000.0,,,,10.0
HAIPLEN,EP50 T4 X0,Polypropylene Copolymer,PP Copolymer,1.33,25.0,1800.0,35.0,2000.0,,10.0
HAIPLEN,EP50 T6,Polypropylene Copolymer,PP Copolymer,1.14,30.0,2500.0,,,,10.0
HAIPLEN,EP70 C5,Polypropylene Copolymer,PP Copolymer,1.08,22.0,,,,,14.0
HAIPLEN,EP90 T8,Polypropylene Copolymer,PP Copolymer,1.24,35.0,2800.0,,,,18.0
HAIPLEN,H150 T8,Polypropylene Homopolymer,PP Homopolymer,1.24,30.0,3200.0,,,,30.0
HAIPLEN,H30 G10 BA,Polypropylene Homopolymer,PP Homopolymer,1.35,85.0,7500.0,,,,4.0
HAIPLEN,H30 G3 BA,Polypropylene Homopolymer,PP Homopolymer,0.96,,3500.0,,,,6.0
HAIPLEN,H30 G4,Polypropylene Homopolymer,PP Homopolymer,1.05,40.0,4000.0,,,,5.0
HAIPLEN,H30 G6,Polypropylene Homopolymer,PP Homopolymer,1.13,60.0,5200.0,,,,5.0
HAIPLEN,H30 T4 HT,Polypropylene Homopolymer,PP Homopolymer,1.05,30.0,2500.0,50.0,,,6.0
HAIPLEN,H50 C6,Polypropylene Homopolymer,PP Homopolymer,1.12,30.0,,,,,10.0
HAIPLEN,H50 T2,Polypropylene Homopolymer,PP Homopolymer,1.0,30.0,2200.0,45.0,,,12.0
HAIPLEN,H90 TX2,Polypropylene Homopolymer,PP Homopolymer,1.05,30.0,1600.0,,1800.0,,20.0
NOBLEN™,AW564,Polypropylene Copolymer,PP Copolymer,0.9,29.0,,,1400.0,,9.0
NOBLEN™,D101,Polypropylene Homopolymer,PP Homopolymer,0.9,32.0,,,1600.0,,0.5
NOBLEN™,FL6632G,Polypropylene Random Copolymer,PP Random Copolymer,0.9,26.0,,,1100.0,,6.0
NOBLEN™,FS2011DG3,Polypropylene Homopolymer,PP Homopolymer,0.9,30.0,,,1500.0,,2.5
NOBLEN™,Z101A,Polypropylene Homopolymer,PP Homopolymer,0.91,39.0,,,1900.0,,25.0
SUZHOU HECHANG,PP-GF30-TY,"Polypropylene, Unspecified","PP, Unspecified",1.14,,7690.0,,7410.0,,3.6
SUZHOU HECHANG,PP-T20-TY,"Polypropylene, Unspecified","PP, Unspecified",1.06,,2300.0,40.0,,,17.0
SUZHOU HECHANG,TPP-IPD-0309-GW1C,"Polypropylene, Unspecified","PP, Unspecified",1.02,,1500.0,24.0,,,15.0
ECP,104,"Polypropylene, Unspecified","PP, Unspecified",1.1,,2200.0,38.0,2400.0,,5.0
ECP,110,"Polypropylene, Unspecified","PP, Unspecified",1.03,,1300.0,34.0,1600.0,,1.0
Hanwha TotalEnergies PP,BF308,Polypropylene Copolymer,PP Copolymer,0.91,28.4,1320.0,,,,5.0
Hanwha TotalEnergies PP,BI300,Polypropylene Copolymer,PP Copolymer,0.91,30.4,1420.0,,,,5.0
Hanwha TotalEnergies PP,BJ100,Polypropylene Impact Copolymer,PP Impact Copolymer,0.91,28.4,1270.0,,,,1.5
Hanwha TotalEnergies PP,BJ600,Polypropylene Impact Copolymer,PP Impact Copolymer,0.91,27.5,1270.0,,,,15.0
Hanwha TotalEnergies PP,BU510,Polypropylene Impact Copolymer,PP Impact Copolymer,0.91,39.2,1810.0,,,,10.0
Hanwha TotalEnergies PP,HF429,Polypropylene Homopolymer,PP Homopolymer,0.91,40.2,1770.0,,,,8.0
Hanwha TotalEnergies PP,HU300,Polypropylene Homopolymer,PP Homopolymer,0.91,41.2,1960.0,,,,3.0
Hanwha TotalEnergies PP,HU730,Polypropylene Homopolymer,PP Homopolymer,0.91,41.2,2160.0,,,,20.0
Hanwha TotalEnergies PP,HY300,Polypropylene Homopolymer,PP Homopolymer,0.91,37.3,1570.0,,,,3.9
Hanwha TotalEnergies PP,TF402,Polypropylene Terpolymer,PP Terpolymer,0.91,21.6,637.0,,,,7.0
Hanwha TotalEnergies PP,TF430,Polypropylene Terpolymer,PP Terpolymer,0.91,27.5,883.0,,,,7.0
ECOLEN®,HT30D,Polypropylene Homopolymer,PP Homopolymer,0.9,35.0,1570.0,,,,2.0
ECOLEN®,HZ10D,Polypropylene Homopolymer,PP Homopolymer,0.9,35.0,1650.0,,,,1.8
ECOLEN®,HZ21X,Polypropylene Homopolymer,PP Homopolymer,0.9,32.0,1450.0,,,,35.0
ECOLEN®,HZ40L,Polypropylene Homopolymer,PP Homopolymer,0.9,32.0,1500.0,,,,6.0
FiberCal™,PP,"Polypropylene, Unspecified","PP, Unspecified",1.9,,,,,,5.5
Hyundai EP PPF,HT140,Polypropylene Homopolymer,PP Homopolymer,1.01,26.4,1820.0,38.0,,,107.0
Hyundai EP PPF,HT143,Polypropylene Homopolymer,PP Homopolymer,1.06,25.7,2370.0,38.8,,,23.0
Hyundai EP PPF,HT144H,Polypropylene Homopolymer,PP Homopolymer,1.05,25.5,2430.0,42.9,,,8.7
Hyundai EP PPF,HT310,Polypropylene Homopolymer,PP Homopolymer,0.94,22.2,1660.0,35.5,,,33.0
Hyundai EP PPC,HR920U,Polypropylene Homopolymer,PP Homopolymer,1.12,17.8,1730.0,,,,25.0
Hyundai EP PPC,HR921,Polypropylene Homopolymer,PP Homopolymer,1.1,,1460.0,31.8,,,17.0
Hyundai EP PP,HM980,"Polypropylene, Unspecified","PP, Unspecified",1.24,37.9,5510.0,,,,9.4
Hyundai EP PP,HT240,Polypropylene Homopolymer,PP Homopolymer,1.06,20.7,2420.0,34.2,,,31.0
Hyundai EP PP,HT980,Polypropylene Homopolymer,PP Homopolymer,1.22,27.0,3510.0,42.8,,,8.6
HIPOLEN P®,MA 4,Polypropylene Homopolymer,PP Homopolymer,,32.0,1350.0,,,,5.0
Moplen,EP120P,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,19.0,600.0,,,,18.0
Moplen,EP400L,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,25.0,1220.0,,,,5.0
Moplen,EP545L,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,31.0,1480.0,,,,6.0
Moplen,EP549T,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,26.0,1500.0,,,,60.0
Moplen,HP500L,Polypropylene Homopolymer,PP Homopolymer,0.9,34.0,1550.0,,,,6.0
Moplen,HP562T,Polypropylene Homopolymer,PP Homopolymer,0.9,34.0,1390.0,,,,60.0
Moplen,HP640U,Polypropylene Homopolymer,PP Homopolymer,0.9,37.0,1750.0,,,,75.0
Moplen,HP648U,Polypropylene Homopolymer,PP Homopolymer,0.9,37.0,1750.0,,,,75.0
Moplen,HP649T,Polypropylene Homopolymer,PP Homopolymer,0.9,37.0,1700.0,,,,60.0
Moplen,RP348S,Polypropylene Random Copolymer,PP Random Copolymer,0.9,29.0,1030.0,,,,35.0
Hostalen PP,H2483,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,32.0,1800.0,,,,0.3
Clyrell,RC6131,Polypropylene Random Copolymer,PP Random Copolymer,0.9,18.5,500.0,,,,7.0
Adstif,EA648G,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,30.0,1650.0,,,,1.2
I. Stern,2335C,Polypropylene Copolymer,PP Copolymer,0.902,28.3,1000.0,,,,35.0
Topilene®,HB240TC,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,30.4,1320.0,,,,0.5
Topilene®,HJ801RL,Polypropylene Homopolymer,PP Homopolymer,0.9,38.2,1810.0,,,,5.5
Topilene®,J346F,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,29.4,1300.0,,,,2.5
Topilene®,J351F,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,29.4,1180.0,,,,2.6
Topilene®,R200P,Polypropylene Random Copolymer,PP Random Copolymer,0.9,26.5,883.0,,,,0.25
Topilene®,R301,Polypropylene Random Copolymer,PP Random Copolymer,0.9,29.4,1080.0,,,,1.5
Topilene®,R701,Polypropylene Random Copolymer,PP Random Copolymer,0.9,29.4,1080.0,,,,20.0
Topilene®,R701G,Polypropylene Random Copolymer,PP Random Copolymer,0.9,29.4,1080.0,,,,20.0
Topilene®,R901T,Polypropylene Random Copolymer,PP Random Copolymer,0.9,29.4,1080.0,,,,45.0
RESILIENCE®,19949,"Polypropylene, Unspecified","PP, Unspecified",1.14,83.0,4300.0,,,,3.0
RESILIENCE®,EP6130 B10,Polypropylene Copolymer,PP Copolymer,1.13,29.0,2400.0,,,,0.8
RESILIENCE®,EP6140 B1,"Polypropylene, Unspecified","PP, Unspecified",1.23,27.0,2800.0,,,,1.0
RESILIENCE®,EP7000FR B1,Polypropylene Copolymer,PP Copolymer,0.938,21.0,700.0,,,,1.5
RESILIENCE®,F5134T4-1R Black,Polypropylene Homopolymer,PP Homopolymer,1.25,34.0,3930.0,,,,10.0
RESILIENCE®,PP5113 B44,Polypropylene Homopolymer,PP Homopolymer,1.0,33.0,2300.0,,,,19.0
RESILIENCE®,PP5120 B270-LO,Polypropylene Homopolymer,PP Homopolymer,1.05,33.0,2900.0,,,,12.0
RESILIENCE®,PP5210 D111,Polypropylene Homopolymer,PP Homopolymer,0.98,31.0,1500.0,,,,13.0
RESILIENCE®,PP5215 B1,Polypropylene Homopolymer,PP Homopolymer,1.02,30.0,1700.0,,,,10.0
RESILIENCE®,PP5320 A285,Polypropylene Homopolymer,PP Homopolymer,1.05,30.0,2500.0,,,,25.0
RESILIENCE®,PP5410 B1,Polypropylene Homopolymer,PP Homopolymer,0.998,52.0,2650.0,,,,8.0
RESILIENCE®,PP5410R B216512,Polypropylene Homopolymer,PP Homopolymer,0.988,48.0,,,,,12.0
RESILIENCE®,PP5430U A237,"Polypropylene, Unspecified","PP, Unspecified",1.12,84.0,5500.0,,,,2.0
RESILIENCE®,PP6113 A77-SM,"Polypropylene, Unspecified","PP, Unspecified",0.988,30.0,2000.0,,,,14.0
RESILIENCE®,PP6120 A94,"Polypropylene, Unspecified","PP, Unspecified",1.04,29.0,2000.0,,,,10.0
RESILIENCE®,PP6225 E49,"Polypropylene, Unspecified","PP, Unspecified",1.08,26.0,1200.0,,2200.0,,16.0
RESILIENCE®,PP6430 A206-UV,"Polypropylene, Unspecified","PP, Unspecified",1.14,62.0,4800.0,,,,6.0
RESILIENCE®,PP7002,"Polypropylene, Unspecified","PP, Unspecified",0.898,23.0,1150.0,,,,10.0
RESILIENCE®,PP7112 D249,"Polypropylene, Unspecified","PP, Unspecified",1.04,24.0,2450.0,,,,8.0
RESILIENCE®,PP7420,"Polypropylene, Unspecified","PP, Unspecified",1.05,64.0,2900.0,,,,4.5
RESILIENCE®,X PP6430 A000010 Natural,"Polypropylene, Unspecified","PP, Unspecified",1.13,60.2,4910.0,,5700.0,,9.0
Hangzhou Jinxin,VMCPP Film,"Film, PP","Film, PP",,,,,,,
Terratek®,CC200118,"Polypropylene, Unspecified","PP, Unspecified",1.0,,3150.0,53.9,3410.0,,2.8
Terratek®,HC200610,"Polypropylene, Unspecified","PP, Unspecified",0.908,,1680.0,46.9,2250.0,,17.0
Terratek®,NF3050,"Polypropylene, Unspecified","PP, Unspecified",1.01,,,,1930.0,,4.6
Terratek®,SC65,"Polypropylene, Unspecified","PP, Unspecified",1.2,,2760.0,54.4,2590.0,,10.0
STAR,CoPP 10900,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,24.8,1210.0,,,,10.0
STAR,CoPP 30900NB,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,18.6,862.0,,,,30.0
STAR,CoPP 45900,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,28.4,1230.0,,,,45.0
STAR,CoPP 5910,Polypropylene Impact Copolymer,PP Impact Copolymer,0.91,26.5,1230.0,,,,5.0
STAR,CoPP 7900,Polypropylene Impact Copolymer,PP Impact Copolymer,0.905,26.2,1170.0,,,,7.0
STAR,HoPP 14910,Polypropylene Homopolymer,PP Homopolymer,0.91,31.4,1420.0,,,,14.0
STAR,HoPP 30900,Polypropylene Homopolymer,PP Homopolymer,0.905,,1790.0,,1720.0,,30.0
STAR,MED RCoPP 20900,Polypropylene Random Copolymer,PP Random Copolymer,0.905,28.0,1100.0,,1150.0,,20.0
STAR,Metallocene Flake 1500,Polypropylene Homopolymer,PP Homopolymer,,,,,,,1550.0
STAR,RCoPP 35900,Polypropylene Random Copolymer,PP Random Copolymer,0.9,26.9,986.0,,,,35.0
HiPrene®,HG41T,"Polypropylene, Unspecified","PP, Unspecified",1.11,65.0,3700.0,85.0,,,5.0
HiPrene®,HG52DM,"Polypropylene, Unspecified","PP, Unspecified",1.02,93.0,4500.0,125.0,,,
HiPrene®,MM71L,"Polypropylene, Unspecified","PP, Unspecified",1.0,23.0,2550.0,37.0,,,40.0
HiPrene®,MT42,"Polypropylene, Unspecified","PP, Unspecified",1.06,30.0,2600.0,40.0,,,13.0
HiPrene®,MT43,"Polypropylene, Unspecified","PP, Unspecified",1.13,29.0,3500.0,42.0,,,13.0
HiPrene®,MU30HP,"Polypropylene, Unspecified","PP, Unspecified",1.3,24.0,2920.0,39.0,,,11.0
HiPrene®,R724,Polypropylene Random Copolymer,PP Random Copolymer,0.9,,1200.0,,,,2.0
Caltex PP,H560,Polypropylene Homopolymer,PP Homopolymer,0.9,,1600.0,,,,15.0
Caltex PP,M520G,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,,1300.0,,,,3.0
Caltex PP,M560,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,,1600.0,,,,27.0
Caltex PP,M710H,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,,1550.0,,,,0.6
HONES®,PPS HS-B7,Polyphenylene Sulfide,PPS,1.85,,9000.0,205.0,,,
HONES®,PPS HS-B7-N,Polyphenylene Sulfide,PPS,2.05,,7200.0,175.0,,,
HONES®,PPS HS-G40,Polyphenylene Sulfide,PPS,1.68,,10000.0,220.0,,,
HONES®,PPS HS-G40-I5,Polyphenylene Sulfide,PPS,1.65,,7600.0,175.0,,,
HONES®,PPS HS-R7-1,Polyphenylene Sulfide,PPS,1.5,,4500.0,135.0,,,
Sunny®,PPS 1240,Polyphenylene Sulfide,PPS,1.63,,10700.0,210.0,,,
Xingshengdi,XSD-1100 30GF,Polyphenylene Sulfide,PPS,1.57,,11500.0,240.0,,,
SILVER®,PP 423G30,"Polypropylene, Unspecified","PP, Unspecified",1.14,,5500.0,110.0,,,4.0
SILVER®,PP 423MT,"Polypropylene, Unspecified","PP, Unspecified",1.03,,1600.0,42.0,,,12.0
SILVER®,PP 430A,"Polypropylene, Unspecified","PP, Unspecified",0.978,,1300.0,40.0,,,10.0
Heartland Polypropylene,H1002NA,Polypropylene Homopolymer,PP Homopolymer,,37.0,1800.0,,,,1.8
Heartland Polypropylene,H3003,Polypropylene Homopolymer,PP Homopolymer,,33.0,1450.0,,,,3.4
Heartland Polypropylene,H3010SB,Polypropylene Homopolymer,PP Homopolymer,,36.0,1600.0,,,,10.0
Heartland Polypropylene,H5104,Polypropylene Homopolymer,PP Homopolymer,,37.0,1600.0,,,,4.0
Heartland Polypropylene,H5104A,Polypropylene Homopolymer,PP Homopolymer,,37.0,1600.0,,,,4.0
Heartland Polypropylene,H5235G,Polypropylene Homopolymer,PP Homopolymer,,32.0,1300.0,,,,35.0
Heartland Polypropylene,H7050E,Polypropylene Homopolymer,PP Homopolymer,,35.0,1800.0,,,,50.0
Heartland Polypropylene,R1302N,Polypropylene Random Copolymer,PP Random Copolymer,,30.0,1750.0,,,,2.2
Heartland Polypropylene,R7012NA2,Polypropylene Random Copolymer,PP Random Copolymer,,27.0,1100.0,,,,12.0
Heartland Polypropylene,R7020NA,Polypropylene Random Copolymer,PP Random Copolymer,,27.0,1100.0,,,,20.0
Heartland Polypropylene,R7035NA,Polypropylene Random Copolymer,PP Random Copolymer,,28.0,1100.0,,,,35.0
Heartland Polypropylene,R7045NA,Polypropylene Random Copolymer,PP Random Copolymer,,28.0,1060.0,,,,45.0
Heartland Polypropylene,R7050NS,Polypropylene Random Copolymer,PP Random Copolymer,,28.0,1070.0,,,,50.0
Heartland Polypropylene,R7070NA,Polypropylene Random Copolymer,PP Random Copolymer,,28.0,1020.0,,,,70.0
Halene P,F135,Polypropylene Homopolymer,PP Homopolymer,0.9,35.0,1350.0,,,,35.0
Halene P,M108,Polypropylene Homopolymer,PP Homopolymer,0.9,30.0,1300.0,,,,8.0
Halene P,M212S,Polypropylene Random Copolymer,PP Random Copolymer,0.9,28.0,1050.0,,,,12.0
Halene P,M307,Polypropylene Impact Copolymer,PP Impact Copolymer,0.9,23.0,950.0,,,,7.0
Halene P,T103,Polypropylene Homopolymer,PP Homopolymer,0.9,37.0,1700.0,,,,4.0
TECAPRO®,MT white,Polypropylene Alloy,PP Alloy,0.92,34.7,1870.0,47.8,1880.0,,
HYPRO-F®,PPC-CC40 NATURAL,Polypropylene Copolymer,PP Copolymer,1.24,24.1,2070.0,41.4,,,10.0
HYPRO-F®,PPC-GF15 NATURAL,Polypropylene Impact Copolymer,PP Impact Copolymer,1.13,54.5,2280.0,,,,10.0
HYPRO-F®,PPH-CC20 NATURAL,Polypropylene Homopolymer,PP Homopolymer,1.05,28.3,1860.0,37.9,,,10.0
HYPRO-F®,PPH-CC30 NATURAL,Polypropylene Homopolymer,PP Homopolymer,1.15,26.2,2070.0,41.4,,,10.0
HYPRO-F®,PPH-CC40 NATURAL,Polypropylene Homopolymer,PP Homopolymer,1.25,23.4,2210.0,44.8,,,10.0
HYPRO-F®,PPH-GF30 NATURAL,Polypropylene Homopolymer,PP Homopolymer,1.13,93.1,5450.0,116.0,,,10.0
HYPRO-F®,PPH-T20,Polypropylene Homopolymer,PP Homopolymer,1.05,33.8,2070.0,44.8,,,10.0
