Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
GEON® Rigid,87548 AS,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,53.4,,2840.0,88.5,2790.0,,
GEON® Rigid,87554,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,53.4,,2840.0,88.5,2790.0,,
GEON® Rigid,87555HS,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,53.4,,2840.0,88.5,2790.0,,
GEON® Rigid,87624,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,48.3,,3450.0,89.6,2760.0,,
GEON® Rigid,87768,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,56.1,,3330.0,99.9,2650.0,,
GEON® Rigid,87771,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.0,,2740.0,80.6,2720.0,,
GEON® Rigid,E0101,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
GEON® Rigid,E1354,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,48.6,,3230.0,95.1,2820.0,,
GEON® Rigid,E1357,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,50.2,,2960.0,93.8,2960.0,,
GEON® Rigid,E1501,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,41.6,,2900.0,79.3,2950.0,,
GEON® Rigid,E6950,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,46.9,,3100.0,95.1,2760.0,,
GEON® Rigid,E7370,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,44.8,,2760.0,83.4,3090.0,,
GEON® Rigid,E7853,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,45.9,,3080.0,82.3,3860.0,,
GEON® Rigid,E7857,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,42.7,,2830.0,77.9,2450.0,,
GEON® Rigid,HC 8220,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,48.3,,2760.0,75.8,2690.0,,
GEON® Rigid,HC 8230,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,45.5,,2710.0,71.7,2590.0,,
GEON® Rigid,L0148,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.1,,2800.0,78.0,2840.0,,
GEON® Rigid,L0248 Opaque,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,45.5,,2700.0,78.9,2580.0,,
GEON® Rigid,L0659,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,42.3,,3210.0,80.6,3270.0,,
GEON® Rigid,L0676,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,37.6,,2190.0,64.6,2150.0,,
GEON® Rigid,L4794,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.9,,2490.0,76.6,2260.0,,
GEON® Rigid,L4857,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,42.7,,2830.0,77.9,2450.0,,
GEON® Rigid,L6701,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.9,,3010.0,81.8,2670.0,,
GEON® Rigid,L7007,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.2,,2960.0,84.8,2850.0,,
GEON® Rigid,L7703,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.6,,3350.0,89.6,3280.0,,
GEON® Rigid,L7858 LHB Brown 3511 (Provisional)*,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,42.7,,2830.0,77.9,2450.0,,
GEON® Rigid,L8801,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,50.5,,3210.0,91.5,3040.0,,
GEON® Rigid,L9630H,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.0,,2910.0,74.5,3110.0,,
GEON® Rigid,LS11040M,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.7,,2410.0,65.5,2480.0,,
GEON® Rigid,LS11150E,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,54.8,,4540.0,95.1,4720.0,,
GEON® Rigid,LS13020E DIFFUSE Provisional,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,50.7,,2760.0,79.7,2700.0,,
GEON® Rigid,LS21000E Provisional,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.8,,3150.0,80.4,2820.0,,
GEON® Rigid,LS21040M,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,40.0,,1920.0,57.2,1910.0,,
GEON® Rigid,LS21400E,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.5,,2670.0,77.3,2330.0,,
GEON® Rigid,M1021 (Provisional),"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,52.1,,2960.0,85.5,2960.0,,
GEON® Rigid,M2110,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,53.1,,2980.0,86.2,2820.0,,
GEON® Rigid,M2715,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,48.9,,2830.0,86.2,2540.0,,
GEON® Rigid,M3400,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,47.4,,2890.0,78.6,2620.0,,
GEON® Rigid,M3690,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,40.7,,1900.0,57.9,2500.0,,
GEON® Rigid,M3800,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,41.4,,2340.0,66.9,2280.0,,
GEON® Rigid,M3890,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,43.4,,2420.0,68.9,2410.0,,
GEON® Rigid,M4810,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,44.8,,2410.0,70.3,2410.0,,
GEON® Plus,L6121,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.4,,5250.0,90.0,5680.0,,
GEON® Fiberloc™,80510,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-GF10,62.1,,3790.0,103.0,4140.0,,
GEON® Fiberloc™,81530,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-GF30,103.0,,9310.0,159.0,9650.0,,
GEON® Fiberloc™,82510,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-GF10,62.1,,4480.0,103.0,4830.0,,
GEON® Fiberloc™,LS21110M,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-GF10,55.2,,4140.0,82.7,4830.0,,
Guang Sung PVC,GPMD80,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2550.0,69.6,,,
Etinox®,EA-4130,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,EA-4160,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,EF-0131,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,EF-0200,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,ER-0000,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,ER-0110,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,ER-1735,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Etinox®,ER-A221,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Fainplast PVC,MRK 267,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Fainplast PVC,RK 127,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.0,,,,,,
Fainplast PVC,RK 324/4-UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,39.0,,,,,,
Fainplast PVC,RK 735,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,35.0,,,,,,
Fainplast PVC,RK 742,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,38.0,,,,,,
Fainplast PVC,RKS 310/K1,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,38.0,,,,,,
Fainplast PVC,RKS 814/W,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.0,,,,,,
Fainplast PVC,RKS 913/W,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.0,,,,,,
Fainplast PVC,RKS 915/B,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.0,,,,,,
Fainplast PVC,RST 708/UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,45.0,,,,,,
Formolon®,622,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Formolon®,622E,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
AuroraTec™,RB5056UV Clear,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,,,,76.0,2610.0,,
AuroraGuard™,AP2454B,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,3470.0,89.6,3170.0,,
Unichem,3478-NAT000,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.4,,2620.0,75.8,2480.0,,
Colorite Rigid PVC,1127A-012,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Colorite Rigid PVC,2018,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Colorite Rigid PVC,2102,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Colorite Rigid PVC,2401,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Colorite Rigid PVC,2600OCRCLR,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Colorite Rigid PVC,2602F CLR,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Sumikon® VM,3615G,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
VINIKA®,D2151A,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
VINIKA®,D6337,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Small Boss,RPVC001,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Small Boss,RPVC04,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Westlake PVC,1230P,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Westlake PVC,2512,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,3280.0,,
Westlake PVC,3021,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.4,199.0,,,2760.0,,
Westlake PVC,3240,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.8,,2760.0,83.4,2620.0,,
Westlake PVC,3310,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,3310.0,,
Westlake PVC,3401,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2580.0,77.9,2780.0,,
Westlake PVC,3533,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2760.0,68.9,2690.0,,
Westlake PVC,3803,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,1030.0,24.5,1810.0,,
Westlake PVC,5006 Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,49.0,,3450.0,84.1,3100.0,,
Westlake PVC,5006 White,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,49.0,,3450.0,84.1,3100.0,,
Westlake PVC,5055,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.4,182.0,2790.0,75.8,2970.0,,
Westlake PVC,6325 GRAY 312,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.1,,3520.0,79.3,3590.0,,
Westlake PVC,6511,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2590.0,75.8,2760.0,,
Westlake PVC,6680 White 476,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2140.0,65.5,2410.0,,
Westlake PVC,7045,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.8,182.0,2760.0,86.2,2760.0,,
Westlake PVC,7407,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.7,,2450.0,77.9,3090.0,,
Westlake PVC,7465CF,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.0,,2720.0,76.0,2690.0,,
Westlake PVC,7533,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2760.0,68.9,2690.0,,
Westlake PVC,7555 Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.4,,2790.0,75.8,2970.0,,
Westlake PVC,7765,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.7,,3020.0,73.1,3340.0,,
Westlake PVC,7801 White,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,36.7,,1960.0,60.1,2000.0,,
Westlake PVC,8150 White 209,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2650.0,79.3,3580.0,,
Westlake PVC,8240,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,3340.0,82.7,2760.0,,
Westlake PVC,8266 Natural 04,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2620.0,74.5,2830.0,,
Westlake PVC,8491,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
Westlake PVC,8607,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.3,,1920.0,63.4,2590.0,,
Westlake PVC,9017 J Clear 06,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.8,,,81.4,2550.0,,
Westlake PVC,9109J,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.2,,2410.0,82.7,2480.0,,
Westlake PVC,9209,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,79.3,2690.0,,
Westlake PVC,9246,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.7,,2170.0,65.5,2390.0,,
Westlake PVC,9275 J Amber 05,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,47.6,,,89.6,2760.0,,
Westlake PVC,CL-6400,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.8,,2410.0,75.8,2760.0,,
Westlake PVC,DL-5009,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,49.0,199.0,2960.0,89.6,3100.0,,
Westlake PVC,FG-9275J,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,48.0,,2140.0,90.0,2760.0,,
Westlake PVC,GP-9113,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.0,,,76.0,2520.0,,
Westlake PVC,GP-9190,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,73.4,2990.0,,
Westlake PVC,HF-6597,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.2,,2410.0,75.8,2410.0,,
Westlake PVC,HH-2000,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2410.0,75.8,2620.0,,
Westlake PVC,HHP-190 (6190),"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2410.0,76.5,2410.0,,
Westlake PVC,SP-7008,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2340.0,68.9,2480.0,,
Westlake PVC,UV-6670,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2340.0,68.9,2550.0,,
Suprel® SVA,9420,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,27.6,,1520.0,40.0,1570.0,,
ProTherm®,4300E CPVC,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,2620.0,,
polyvic®,IM-1208-GL 06,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
EVICOM™,RG7/561,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,2.8,,
EVICOM™,RI5/011,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,2.8,,
EVICOM™,RI5/020,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,2.8,,
K-Bin Rigid PVC,KB-5013,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.8,,2590.0,66.2,3450.0,,
K-Bin Rigid PVC,KBD-3008,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,51.7,,2630.0,81.4,2620.0,,
K-Bin Rigid PVC,KBD-4030,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,49.0,,,96.5,2960.0,,
Trovidur®,EC Clad LS,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,50.0,,,,2700.0,,
Rimtec PVC,3257 UV NATURAL,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
Rimtec PVC,3257-1,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC-P,,,,,,,
Rimtec PVC,4110A N CLEAR,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,37.2,,2340.0,,2210.0,,
Rimtec PVC,4314-1N NAT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,41.4,,3100.0,,2480.0,,
Prime,2070,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,52.4,,2620.0,,2550.0,,
Prime,2150,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.1,,2760.0,,3000.0,,
Prime,2150 NT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.1,,2760.0,,3000.0,,
Prime,3590 WH,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,42.7,,2620.0,,2830.0,,
Prime,4200 NL,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,45.5,,3280.0,,2830.0,,
Prime,4601,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.9,,2690.0,,2930.0,,
Prime,6010 WHT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.8,,2930.0,,2620.0,,
Prime,6600 NAT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,45.9,,2620.0,,2760.0,,
ALPHAMED,2212/7-118,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Auroralite™,RR 7303 FJ9,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,2000.0,,
Auroralite™,RR 7303 NJ1 NATURAL,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,1590.0,,
AuroraTec™,RB 5051 B CLEAR,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,,,2620.0,76.0,2690.0,,
AuroraTec™,RR 7803 U2,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2620.0,69.0,2550.0,,
Boltaron,4355 Clear,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,59.0,,3330.0,102.0,3080.0,,
GEON® Rigid,6100 Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,41.4,,,,,,
Trovidur®,EC N green,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,55.0,,,80.0,3000.0,,
Trovidur®,EC N orange,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,55.0,,,80.0,3000.0,,
Trovidur®,ESA-D white,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,45.0,,,60.0,2500.0,,
Trovidur®,PN grey,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,56.0,,,80.0,3000.0,,
Sinvicomp,SRF9713LT3,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,38.0,,,,,,3.0
Vital-Line,SHM0307G3,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-P,,,,,,,
Sylvin,5200-83C Natural,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,177.0,,,,,
Sylvin,83047-95 Natural,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,174.0,,,,,
Sylvin,8330-65D Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8358-88C Natural,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,182.0,,,,,
Sylvin,8361-95 Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,174.0,,,,,
Sylvin,8363-88C Natural,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,182.0,,,,,
Sylvin,8368-70DUV Black,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,177.0,,,,,
Sylvin,8384-60DUV Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8773-60D Brown 7361,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8773-60D Brown 7377,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8773-60D Grey 9504,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8773-60D Natural,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8773-60D Red 6240,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8773-60D White 1406,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Sylvin,8857-60D Green 3176,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,177.0,,,,,
Vital-Line,SHM0407G1,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Sinvicomp,DBS3613,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.1,,,,,,
Sinvicomp,SBB3616,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.1,,,,,,
Sinvicomp,SBB3710,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.1,,,,,,
Sinvicomp,SBB3713,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.6,,,,,,
Sinvicomp,SBB3715,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.2,,,,,,
Sinvicomp,SBF3758,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.1,,,,,,
Sinvicomp,SIC3702,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,34.3,,,,,,
Sinvicomp,SIC3704,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,45.1,,,,,,
Sinvicomp,SIC3711,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.1,,,,,,
Sinvicomp,SRF2703,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,40.0,,,,,,
Sinvicomp,SRF2704,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,45.1,,,,,,
Sinvicomp,SRF3604,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,44.1,,,,,,
Sinvicomp,SRF3705P,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
Sinvicomp,SRF3705B,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,50.0,,,,,,
Sinvicomp,SRF3705E,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,50.0,,,,,,
Sinvicomp,SRF3707L,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,49.0,,,,,,
Sinvicomp,SRF3834,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,48.0,,,,,,10.0
Sinvicomp,SRF9702,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,57.9,,,,,,13.0
Sinvicomp,SRP 2002,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,42.0,,,,,,
Sinvicomp,SRT3707UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.0,,,,,,
Sinvicomp,SRT3737UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,47.0,,,,,,
APEX®,01-A0144H-101,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
APEX®,80862,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
APEX®,80862-F,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
APEX®,89-P144G3,"Polyvinyl Chloride, Semi-Rigid","PVC, Semi-Rigid",PVC,,,,,,,
APEX®,RE 8103 NT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2420.0,,2500.0,,
APEX®,RE 8117A UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2520.0,,2650.0,,
APEX®,RE 8211,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,3240.0,,3060.0,,
APEX®,RE 9002,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2830.0,,3910.0,,
APEX®,RE 9018,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2620.0,,2600.0,,
APEX®,RE 9218A UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,,,,,
APEX®,RE 9218B NT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2760.0,,2760.0,,
APEX®,RM 8004,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2890.0,,2810.0,,
APEX®,RM 8114 UV,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2450.0,,2480.0,,
APEX®,RM 8118C NT,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,,,2620.0,,2410.0,,
GEON® Rigid,1699,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,42.1,,2460.0,65.8,2240.0,,
GEON® Rigid,210A White 271(HS),"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,48.6,,3020.0,82.0,2810.0,,
GEON® Rigid,2199,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,42.7,,2390.0,75.2,2210.0,,
GEON® Rigid,2710,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,48.5,,2800.0,82.7,2530.0,,
GEON® Rigid,6603 (f1),"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,,,2900.0,81.4,2760.0,,
GEON® Rigid,84110,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,51.2,,2830.0,86.2,2770.0,,
GEON® Rigid,87402,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,47.6,,2480.0,75.8,2620.0,,
GEON® Rigid,87554E,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,44.7,,2720.0,80.7,2600.0,,
GEON® Rigid,87570,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,42.2,,3190.0,77.2,3360.0,,
GEON® Rigid,87727,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,56.9,,2920.0,93.5,2870.0,,
GEON® Rigid,E7000,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,45.0,,2780.0,82.0,2650.0,,
GEON® Rigid,E7506,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,43.4,,3150.0,84.3,2920.0,,
GEON® Rigid,L0313,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,46.7,,2960.0,89.7,2600.0,,
GEON® Rigid,L0660,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,38.5,,3040.0,73.1,3100.0,,
GEON® Rigid,L6180,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,52.7,,2740.0,92.5,2680.0,,
GEON® Rigid,L7005,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC,43.2,,2960.0,84.8,2850.0,,
GEON® Rigid,L7100,"Polyvinyl Chloride, Rigid","PVC, Rigid",PVC-I,44.6,,3170.0,81.3,2780.0,,
