Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Tensile Strength at Yield,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
CABELEC®,CC6296,"Polystyrene, General Purpose",PS (GPPS),1.24,,,,,,4.0
CABELEC®,XS6495B,"Polystyrene, General Purpose",PS (GPPS),1.2,,1960.0,,,,4.5
CERTENE™,1320,"Polystyrene, High Impact",PS (HIPS),1.04,20.7,2000.0,,2280.0,,14.0
CERTENE™,1400,"Polystyrene, General Purpose",PS (GPPS),1.04,,3030.0,,2380.0,,14.0
Cheng Yu,IPS610BK,"Polystyrene, High Impact",PS (HIPS),1.05,,,60.0,,,
POLYREX®,PH-88S,"Polystyrene, High Impact",PS (HIPS),1.05,28.0,1400.0,34.0,,,
Neopor®,2200,"Polystyrene, Expanded",PS (EPS),,,,,,,
Stat-Tech™,ST7400-8009 ESD BK001,"Polystyrene, High Impact",PS (HIPS),1.09,,,,,,0.5
Bapolene®,6050,"Polystyrene, General Purpose",PS (GPPS),,,2950.0,,,,8.0
Bapolene®,6055,"Polystyrene, General Purpose",PS (GPPS),,41.4,3000.0,,,,15.0
King Pearl®,C Series,"Polystyrene, Expanded",PS (EPS),1.02,,,,,,
King Pearl®,G-P,"Polystyrene, Expanded",PS (EPS),,,,,,,
King Pearl®,N Series,"Polystyrene, Expanded",PS (EPS),1.02,,,,,,
Starex,NH-1904,"Polystyrene, High Impact",PS (HIPS),1.11,41.2,2700.0,68.0,2300.0,,44.0
MTEGRITY™ PS General Purpose,GS230,"Polystyrene, General Purpose",PS (GPPS),,,3100.0,,2410.0,,3.0
MTEGRITY™ PS General Purpose,GS520,"Polystyrene, General Purpose",PS (GPPS),,37.9,2960.0,,,,20.0
TEKAPPO™,J910,Polyphenylene Ether + PS,PPE+PS,1.14,,3430.0,98.1,,,
MBA PS,3123,"Polystyrene, High Impact",PS (HIPS),1.04,24.0,,,,,5.5
MBA PS,3132,"Polystyrene, High Impact",PS (HIPS),1.05,25.0,2000.0,,,,7.0
MARPOL®,F-S,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
MARPOL®,PSC 6020,"Polystyrene, General Purpose",PS (GPPS),,,3000.0,99.0,,,1.5
MARPOL®,PSC 6200,"Polystyrene, General Purpose",PS (GPPS),,,3000.0,73.0,,,20.0
McCann PS,HMS-10,Polystyrene Alloy,PS Alloy,1.09,,1520.0,46.2,,,2.0
Megalloy®,PPO-GF30,Polyphenylene Ether + PS,PPE+PS,1.29,,6890.0,173.0,,,10.0
Ming Dih EPS,LS2,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
Ming Dih EPS,S-211,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
Ming Dih EPS,S3,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
Ming Dih EPS,SB,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
NOVADURAN™,5810GN6-30,Polybutylene Terephthalate + PS,PBT+PS,1.58,,9700.0,172.0,10300.0,,
NOVADURAN™,5817GN2-15L,Polybutylene Terephthalate + PS,PBT+PS,1.39,,5300.0,141.0,5780.0,,
ICORENE®,N6408,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,,,
ICORENE®,N6504,"Polystyrene, High Impact",PS (HIPS),1.04,27.0,,41.0,,,14.0
TKC,PS,"Polystyrene, General Purpose",PS (GPPS),1.14,,,,,,8.0
OPTICITE™,620,"Polystyrene, General Purpose",PS (GPPS),,,,,,,
TotalEnergies Polystyrene,529W,"Polystyrene, General Purpose",PS (GPPS),1.04,,2960.0,96.5,2960.0,,3.5
TotalEnergies Polystyrene,595T,"Polystyrene, General Purpose",PS (GPPS),1.04,,3380.0,104.0,3030.0,,1.6
TotalEnergies Polystyrene,595W,"Polystyrene, General Purpose",PS (GPPS),1.04,,3380.0,104.0,3030.0,,1.6
TotalEnergies Polystyrene,844E,"Polystyrene, High Impact",PS (HIPS),1.04,,1930.0,42.7,1930.0,,3.0
TotalEnergies Polystyrene,9217,Polystyrene + PE,PS+PE,1.02,,1450.0,,,,2.5
TotalEnergies Polystyrene,940E,"Polystyrene, High Impact",PS (HIPS),1.04,,2070.0,47.6,2070.0,,2.8
TotalEnergies Polystyrene,Compound 828H,"Polystyrene, Ignition Resistant",PS (IRPS),1.13,,2200.0,,,,15.0
TotalEnergies Polystyrene,Crystal 1960N,"Polystyrene, General Purpose",PS (GPPS),1.05,,2900.0,,3100.0,,30.0
TotalEnergies Polystyrene,Impact 3450,"Polystyrene, High Impact",PS (HIPS),1.04,32.5,2250.0,,2250.0,,7.0
TotalEnergies Polystyrene,Impact 3630,"Polystyrene, Medium Impact",PS (MIPS),1.04,32.0,2400.0,,2300.0,,15.0
Excell-R®,EPS XLR 5550,"Polystyrene, Expanded",PS (EPS),,,,,,,
TPSC Asia,2551,"Polystyrene, High Impact",PS (HIPS),1.04,33.0,2500.0,,,,6.0
Trademark PS,GP1800,"Polystyrene, General Purpose",PS (GPPS),1.03,,3140.0,57.2,3140.0,,18.0
STYRON™,2678 MED,"Polystyrene, General Purpose",PS (GPPS),1.04,43.0,3000.0,80.0,,,11.0
STYRON™,486M,"Polystyrene, High Impact",PS (HIPS),1.04,27.0,2160.0,50.0,,,3.0
STYRON™,636 BT,"Polystyrene, General Purpose",PS (GPPS),1.04,55.0,3300.0,80.0,,,3.1
STYRON™,641,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,,,35.0
STYRON X-TECH™,2175,"Polystyrene, High Impact",PS (HIPS),1.04,16.0,1800.0,37.0,1700.0,,2.6
Witcom PS,2011/267,"Polystyrene, General Purpose",PS (GPPS),1.06,30.0,2600.0,42.0,,,
Witcom PS,6L5,"Polystyrene, General Purpose",PS (GPPS),1.22,37.0,6800.0,63.0,,,
Yuyao PPO,LED,Polyphenylene Ether + PS,PPE+PS,1.2,,4200.0,120.0,,,
Yuyao PPO,N100B,Polyphenylene Ether + PS,PPE+PS,1.1,,3200.0,100.0,,,
Yuyao PPO,SE1GFN3-780,Polyphenylene Ether + PS,PPE+PS,1.3,,6000.0,150.0,,,
WDF® PPO/PS,700F-GN BK,Polyphenylene Ether + PS,PPE+PS,1.11,,2700.0,105.0,,,15.0
Extir®,AM 3000 AE,"Polystyrene, Expanded",PS (EPS),0.016,,,,,,
Extir®,LN 2000,"Polystyrene, Expanded",PS (EPS),0.017,,,,,,
Extir®,Leonardo LN 3000,"Polystyrene, Expanded",PS (EPS),0.016,,,,,,
Extir®,VERDI PD VM A3000 AE,"Polystyrene, Expanded",PS (EPS),0.016,,,,,,
Edistir®,N 3380,"Polystyrene, General Purpose",PS (GPPS),1.05,,,91.0,3300.0,,2.0
Edistir®,N 3560,"Polystyrene, General Purpose",PS (GPPS),1.05,,,75.0,3250.0,,3.8
Edistir®,RK 421Q,"Polystyrene, High Impact",PS (HIPS),1.07,26.0,,,2400.0,,17.0
Edistir®,RK 451G,"Polystyrene, High Impact",PS (HIPS),1.15,23.0,,31.0,1950.0,,5.0
Edistir®,RT 441M,"Polystyrene, High Impact",PS (HIPS),1.04,22.0,,45.0,2000.0,,7.5
Styron®,CL,"Polystyrene, General Purpose",PS (GPPS),1.04,52.0,3240.0,90.0,3170.0,,
Innova,GPPS 535,"Polystyrene, General Purpose",PS (GPPS),1.05,,,94.0,3250.0,,5.0
Innova,HIPS 825E,"Polystyrene, High Impact",PS (HIPS),1.04,,,53.0,2400.0,,3.0
Unigel PS,U266,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3100.0,,15.0
Unigel PS,U285G,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3250.0,,1.5
Unigel PS,U8815,"Polystyrene, High Impact",PS (HIPS),1.04,21.0,,,1800.0,,3.0
Unigel PS,U8854,"Polystyrene, High Impact",PS (HIPS),1.04,20.0,,,2000.0,,8.5
Laril,13 G/30,Polyphenylene Ether + PS,PPE+PS,1.29,40.0,,,7790.0,,
Laril,13-V1KC,Polyphenylene Ether + PS,PPE+PS,1.37,20.0,,,4960.0,,
Lumid®,TX5000B,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.08,58.0,2100.0,85.0,,,
LG PS,15NF(I),"Polystyrene, General Purpose",PS (GPPS),1.04,46.6,3280.0,78.0,2850.0,,110.0
LG PS,20HR(E),"Polystyrene, High Impact",PS (HIPS),1.05,49.0,3290.0,,2860.0,,67.0
LG PS,50ISI,"Polystyrene, High Impact",PS (HIPS),1.03,25.0,2240.0,,,,88.0
LG PS,MI750L,"Polystyrene, Medium Impact",PS (MIPS),1.05,40.2,2790.0,71.1,2370.0,,55.0
ALPHALAC,SG950NSU,"Polystyrene, High Impact",PS (HIPS),1.04,34.3,2450.0,52.0,,,66.0
Starex,VE-1801,"Polystyrene, High Impact",PS (HIPS),1.15,22.0,1800.0,32.0,2000.0,,15.0
Starex,VE-1870 U,"Polystyrene, High Impact",PS (HIPS),1.17,20.0,1600.0,30.0,,,9.5
Starex,VE-1897,"Polystyrene, High Impact",PS (HIPS),1.15,23.0,1600.0,37.0,2090.0,,16.0
Kumho PS,GP 125E,"Polystyrene, General Purpose",PS (GPPS),1.04,47.1,2940.0,,,,7.0
Kumho PS,GP 125EB,"Polystyrene, General Purpose",PS (GPPS),1.04,47.1,2940.0,,,,5.3
Kumho PS,HI 425EP,"Polystyrene, High Impact",PS (HIPS),1.03,23.0,1520.0,,,,3.2
Kumho PS,HI 425TVL,"Polystyrene, High Impact",PS (HIPS),1.03,23.5,1620.0,,,,13.0
Kumho PS,HI 450PG,"Polystyrene, High Impact",PS (HIPS),1.03,35.3,2060.0,,,,4.5
Kumho PS,MIB-IT,"Polystyrene, High Impact",PS (HIPS),1.03,24.5,1660.0,,,,9.0
Kumho EPS,EPOR 20 I,"Polystyrene, Expanded",PS (EPS),0.02,,,,,,
Kumho EPS,GN20 HC,"Polystyrene, Expanded",PS (EPS),0.02,,,,,,
VYSTYRENE,PS ASH BLACK,"Polystyrene, High Impact",PS (HIPS),1.04,22.0,1900.0,40.0,,,5.0
Idemitsu PS,HT57M,"Polystyrene, General Purpose",PS (GPPS),1.04,36.0,2250.0,59.0,,,3.2
INNOPOL® PS,CS 8-7000 RC B,"Polystyrene, General Purpose",PS (GPPS),1.07,32.0,,20.0,2600.0,,10.0
Styrolution PS,147F,"Polystyrene, General Purpose",PS (GPPS),1.05,50.0,2280.0,98.0,3300.0,,
Styrolution PS,156F,"Polystyrene, General Purpose",PS (GPPS),1.04,40.0,2000.0,50.0,3200.0,,
Styrolution PS,1621,"Polystyrene, General Purpose",PS (GPPS),1.04,46.9,3310.0,96.5,3170.0,,6.0
Styrolution PS,168N/L,"Polystyrene, General Purpose",PS (GPPS),1.04,59.0,2280.0,106.0,3300.0,,
Styrolution PS,454N,"Polystyrene, High Impact",PS (HIPS),1.04,27.0,2300.0,41.0,2200.0,,
Styrolution PS,486N,"Polystyrene, High Impact",PS (HIPS),1.04,24.0,,,1800.0,,
Styrolution PS,6230/6231,"Polystyrene, High Impact",PS (HIPS),1.04,25.9,2070.0,45.9,2210.0,,3.5
Styrolution PS,ESCRimo,"Polystyrene, High Impact",PS (HIPS),1.04,22.0,,,1550.0,,
Kingfa,FRHIPS-960,"Polystyrene, General Purpose",PS (GPPS),1.15,,2000.0,39.0,,,8.0
Jamplast,JPHIPSE,"Polystyrene, High Impact",PS (HIPS),1.04,19.3,1910.0,42.7,1650.0,,2.8
Jamplast,JPPPO,Polyphenylene Ether + PS,PPE+PS,,,,,,,
Stirol,UPM-0703 E (1s.),"Polystyrene, High Impact",PS (HIPS),,,,,,,2.5
Stirol,UPM-0703 L,"Polystyrene, High Impact",PS (HIPS),,,,,,,3.0
Stirol,UPM-424 (1s.),"Polystyrene, High Impact",PS (HIPS),,,,,,,3.0
Stirol,UPM-424 (extra),"Polystyrene, High Impact",PS (HIPS),,,,,,,3.0
POLIMAXX,277E,"Polystyrene, Expanded",PS (EPS),,,,,,,
POLIMAXX,377E,"Polystyrene, Expanded",PS (EPS),,,,,,,
POLIMAXX,GP110,"Polystyrene, General Purpose",PS (GPPS),1.05,53.4,3240.0,103.0,3140.0,,2.0
Maywotron®,PS/PE,Polystyrene + PE,PS+PE,1.06,15.0,,,780.0,,
Luranyl®,KR 2454-3 G2,Polyphenylene Ether + PS,PPE+PS,1.16,,,140.0,4500.0,,
Luranyl®,KR 2456-3,Polyphenylene Ether + PS,PPE+PS,1.08,,,125.0,2700.0,,
RTP,1701 FR,Polyphenylene Ether + PS,PPE+PS,1.15,,4140.0,103.0,4480.0,,
RTP,1705 FR,Polyphenylene Ether + PS,PPE+PS,1.33,,7580.0,117.0,8620.0,,
RTP,400 HI UV,"Polystyrene, High Impact",PS (HIPS),1.03,,2210.0,48.3,2070.0,,
RTP,400 SH90025513,"Polystyrene, General Purpose",PS (GPPS),1.15,,,,,,2.0
RTP,403,"Polystyrene, General Purpose",PS (GPPS),1.18,,6890.0,114.0,7240.0,,
RTP,405,"Polystyrene, General Purpose",PS (GPPS),1.27,,8960.0,110.0,9650.0,,
RTP,499 X 133060 A,"Polystyrene, General Purpose",PS (GPPS),1.1,,,,,,
RTP,499 X 138784 B EG,"Polystyrene, General Purpose",PS (GPPS),1.11,,1590.0,37.9,1380.0,,2.0
RTP,499 X 146733,"Polystyrene, General Purpose",PS (GPPS),1.18,,2210.0,44.8,2210.0,,
RTP,499 X 150114 EG,"Polystyrene, General Purpose",PS (GPPS),1.09,,1720.0,37.9,1720.0,,1.0
Sicostirolo®,CR H 3441,"Polystyrene, High Impact",PS (HIPS),1.05,20.0,2000.0,,,,7.0
Resirene®,2210,"Polystyrene, High Impact",PS (HIPS),1.04,,,,2000.0,,16.0
Resirene®,4220,"Polystyrene, High Impact",PS (HIPS),1.04,,,,2000.0,,8.0
Resirene®,HF 555,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3620.0,,16.0
Resirene®,HH 108,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3450.0,,2.6
Biorene®,HA-40,Polystyrene Alloy,PS Alloy,1.2,,,,1930.0,,8.0
PONACOM PS,5360,"Polystyrene, Medium Impact",PS (MIPS),1.05,,,,,,5.0
PONACOM PS,5470,"Polystyrene, High Impact",PS (HIPS),1.05,,,,,,5.0
PONACOM PS,5560,"Polystyrene, Medium Impact",PS (MIPS),1.05,,,,,,5.0
HYRENE®,PSCRY 18,"Polystyrene, General Purpose",PS (GPPS),1.04,,3310.0,51.0,,,18.0
HYRENE®,PSCRY 6,"Polystyrene, General Purpose",PS (GPPS),1.04,,3480.0,65.5,,,6.0
POLIMAXX,SC210BKC,"Polystyrene, High Impact",PS (HIPS),1.11,23.5,1770.0,35.3,1860.0,,1.3
LG Chem,16HF-NP (GPPS),"Polystyrene, General Purpose",PS (GPPS),1.02,39.2,3140.0,78.5,,,16.0
LG Chem,19FR-0Z011,"Polystyrene, High Impact",PS (HIPS),1.16,21.6,2350.0,39.2,,,6.0
LG Chem,23NFS-NP (GPPS),"Polystyrene, General Purpose",PS (GPPS),1.04,40.7,3530.0,88.3,,,5.5
LG Chem,301HG-NP (HIPS),"Polystyrene, High Impact",PS (HIPS),1.03,29.4,2450.0,44.1,,,5.5
LG Chem,302NF-NP (HIPS),"Polystyrene, High Impact",PS (HIPS),1.03,29.4,2450.0,44.1,,,5.5
LG Chem,309ES-NP (HIPS),"Polystyrene, High Impact",PS (HIPS),1.03,22.6,1770.0,33.3,,,3.0
LG Chem,314HF-NP (HIPS),"Polystyrene, High Impact",PS (HIPS),1.03,18.6,2160.0,34.3,,,11.0
LG Chem,B624NN,"Polystyrene, Expanded",PS (EPS),0.045,,,,,,
LG Chem,R355NF,"Polystyrene, Expanded",PS (EPS),0.017,,,,,,
NexKemia,M Series,"Polystyrene, Expanded",PS (EPS),,,,,,,
Diamond,GP-550 P(N),"Polystyrene, General Purpose",PS (GPPS),1.05,42.2,,90.2,,,3.0
Maywotron®,PS L,"Polystyrene, General Purpose",PS (GPPS),1.15,20.0,,,1740.0,,
Maywotron®,PS M,"Polystyrene, General Purpose",PS (GPPS),1.15,19.0,,,1610.0,,
PermaStat®,400 EG,"Polystyrene, General Purpose",PS (GPPS),1.05,,1720.0,37.9,1650.0,,
RTP,1705 FR (ISO),Polyphenylene Ether + PS,PPE+PS,1.33,,7500.0,110.0,8500.0,,
RTP,499 X 161772 A (ISO),"Polystyrene, General Purpose",PS (GPPS),1.11,,2200.0,30.0,2000.0,,
NORYL GTX™ Resin,GTX910C,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,50.0,1540.0,63.0,1960.0,,50.0
NORYL™ Resin,NH5120BIO1,Polyphenylene Ether + PS,PPE+PS,1.1,65.0,2610.0,,2650.0,,12.0
NORYL™ Resin,NH5120RC3,Polyphenylene Ether + PS,PPE+PS,1.08,58.0,2400.0,,2500.0,,13.0
NORYL™ Resin,NHP7020T3,Polyphenylene Ether + PS,PPE+PS,1.09,64.0,2340.0,98.0,2250.0,,26.0
NORYL™ Resin,PX9406V,Polyphenylene Ether + PS,PPE+PS,1.09,69.0,2510.0,111.0,2450.0,,11.0
NORYL™ Resin,SE100X - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,57.0,2300.0,,,,
PolyGen®,200 PS,"Polystyrene, General Purpose",PS (GPPS),1.0,,,,,,1.5
PolyGen®,400 PS,"Polystyrene, General Purpose",PS (GPPS),1.0,48.3,,,,,3.5
STYRON™,CO2RE™ 688DI30,"Polystyrene, General Purpose",PS (GPPS),1.04,47.0,3250.0,94.0,,,3.5
REVIVE®,EPS EUROPA 3 AE,"Polystyrene, Expanded",PS (EPS),0.017,,,,,,
REVIVE®,EPS EUROPA 5 AE,"Polystyrene, Expanded",PS (EPS),0.013,,,,,,
REVIVE®,PS Air - HE(B),"Polystyrene, General Purpose",PS (GPPS),1.05,,,,,,15.0
Innova,EPS-FR 200N,"Polystyrene, Expanded",PS (EPS),,,,,,,
Innova,EPS-ST 300N,"Polystyrene, Expanded",PS (EPS),,,,,,,
Innova,HIPS PS-3D Matte,"Polystyrene, High Impact",PS (HIPS),1.04,,,,880.0,,3.5
Innova,PS - SPSNG,"Polystyrene, General Purpose",PS (GPPS),,,,,,,
VERDANT™,RRPS0402 Series,"Polystyrene, High Impact",PS (HIPS),,,,,,,4.0
VINPOL™,PS0303,"Polystyrene, High Impact",PS (HIPS),1.04,,1930.0,42.7,1930.0,,3.0
VINPOL™,PS100,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3530.0,,10.0
VINPOL™,PS140,"Polystyrene, General Purpose",PS (GPPS),1.04,,3170.0,84.1,3100.0,,14.0
VINPOL™,PS230,"Polystyrene, General Purpose",PS (GPPS),1.05,41.4,3070.0,55.2,3000.0,,23.0
VINPOL™,PS320,"Polystyrene, General Purpose",PS (GPPS),1.05,34.5,,,3000.0,,32.0
VINPOL™,SC8020,Polystyrene Alloy,PS Alloy,1.04,25.0,1350.0,31.0,,,7.0
Sinpolene,MBB1245,"Polystyrene, Specialty",PS (Specialty),1.21,,,,,,20.0
Sinelec,CCB6285,"Polystyrene, Specialty",PS (Specialty),1.1,23.0,1600.0,45.0,,,2.0
Sinelec,CCB6965/A,"Polystyrene, Specialty",PS (Specialty),1.11,30.0,1700.0,45.0,,,2.0
Styropek®,BF 395,"Polystyrene, Expanded",PS (EPS),,,,,,,
Styropek®,BFL 395,"Polystyrene, Expanded",PS (EPS),,,,,,,
SUPREME™,SE 160 BL,"Polystyrene, Expanded",PS (EPS),0.008,,,,,,
SUPREME™,SE 230 BL / FC,"Polystyrene, Expanded",PS (EPS),0.012,,,,,,
SUPREME™,SE 250 FR,"Polystyrene, Expanded",PS (EPS),0.016,,,,,,
SUPREME™,SE 330 FR,"Polystyrene, Expanded",PS (EPS),0.02,,,,,,
SUPREME HIPS,SH 400 M,"Polystyrene, High Impact",PS (HIPS),1.03,,2500.0,49.5,,,4.0
SUPREME GPPS,SC 202 EF,"Polystyrene, General Purpose",PS (GPPS),1.04,,3400.0,89.7,,,4.0
SUPREME GPPS,SC 206,"Polystyrene, General Purpose",PS (GPPS),1.04,,3100.0,76.0,,,12.0
Plaslube®,HIPS E SL5,"Polystyrene, High Impact",PS (HIPS),1.05,26.2,1450.0,34.5,,,33.0
HiFill®,HIPS GF20 BK,"Polystyrene, High Impact",PS (HIPS),1.19,,7240.0,96.5,,,
HiFill®,HIPS TM40 WT,"Polystyrene, High Impact",PS (HIPS),1.22,,2000.0,35.9,,,6.0
HiFill FR®,HIPS FR,"Polystyrene, High Impact",PS (HIPS),1.15,20.0,1930.0,26.2,,,
Electrafil®,HIPS C BK,"Polystyrene, High Impact",PS (HIPS),1.11,31.0,2690.0,62.7,,,3.0
Electrafil®,TPX-PPO/HIPS-03015,Polyphenylene Ether + PS,PPE+PS,1.2,,8270.0,112.0,,,
ECP,172,"Polystyrene, General Purpose",PS (GPPS),1.07,,1410.0,30.6,1560.0,,0.8
Taitacell,EPS 301Ss,"Polystyrene, Expanded",PS (EPS),0.015,,,0.245,,,
Taitacell,EPS 321MM,"Polystyrene, Expanded",PS (EPS),0.012,,,0.196,,,
Taitacell,EPS 321T,"Polystyrene, Expanded",PS (EPS),0.015,,,0.245,,,
Taitacell,EPS 361S,"Polystyrene, Expanded",PS (EPS),0.015,,,0.245,,,
Taitacell,EPS 391S,"Polystyrene, Expanded",PS (EPS),0.015,,,0.245,,,
Synthos PS,GP 152,"Polystyrene, General Purpose",PS (GPPS),,,,,,,2.5
Synthos PS,HI 552M,"Polystyrene, High Impact",PS (HIPS),,,,,,,9.0
InVento®,Optima 500FRN/PL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,1600F/PL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,1600FR/CZ,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,2000FR/CZ,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,500F/CZ,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,500FR/CZ,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,500FR/NL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,800FR/F1,"Polystyrene, Expanded",PS (EPS),,,,,,,
InPacto®,800S/F1,"Polystyrene, Expanded",PS (EPS),,,,,,,
Solarene®,G-116,"Polystyrene, General Purpose",PS (GPPS),1.04,57.9,3670.0,110.0,,,2.6
HK GPPS,N1841,"Polystyrene, General Purpose",PS (GPPS),1.04,,3200.0,80.0,3250.0,,10.0
HUAYI HIPS,PT-70,"Polystyrene, High Impact",PS (HIPS),1.04,,1620.0,34.3,,,4.0
I. Stern,913,"Polystyrene, High Impact",PS (HIPS),,29.0,2140.0,,,,2.6
I. Stern,N2560,"Polystyrene, General Purpose",PS (GPPS),,40.0,3250.0,,,,3.8
I. Stern,PS 13WC,"Polystyrene, General Purpose",PS (GPPS),,42.1,3030.0,,,,13.0
GPPC,PS-302,"Polystyrene, High Impact",PS (HIPS),1.05,,1960.0,50.0,,,4.8
STAR,GPPS C13,"Polystyrene, General Purpose",PS (GPPS),1.04,,3310.0,55.2,3170.0,,13.0
STAR,GPPS C20,"Polystyrene, General Purpose",PS (GPPS),1.04,,,46.2,,,20.0
STAR,GPPS C8,"Polystyrene, General Purpose",PS (GPPS),,,2900.0,75.0,3100.0,,8.0
STAR,HIPS REPRO 3-5 Black,"Polystyrene, High Impact",PS (HIPS),1.05,,2140.0,49.6,1790.0,,3.0
Iupiace™,AH70,Polyphenylene Ether + PS,PPE+PS,1.07,58.0,2500.0,102.0,2500.0,,
Iupiace™,AH91,Polyphenylene Ether + PS,PPE+PS,1.07,70.0,2700.0,118.0,2700.0,,
Iupiace™,EHM1010A,Polyphenylene Ether + PS,PPE+PS,1.16,,3860.0,110.0,3700.0,,
Iupiace™,GN10,Polyphenylene Ether + PS,PPE+PS,1.17,,4000.0,140.0,4200.0,,
Iupiace™,GN20,Polyphenylene Ether + PS,PPE+PS,1.24,,6200.0,160.0,6700.0,,
Iupiace™,GN30,Polyphenylene Ether + PS,PPE+PS,1.33,,8500.0,180.0,9000.0,,
Grupo IDESA GPPS,K-3-L-02,"Polystyrene, General Purpose",PS (GPPS),,,,,,,11.0
Grupo IDESA GPPS,K-8-AL-03,"Polystyrene, General Purpose",PS (GPPS),,,,,,,3.0
Xingshengdi,XD-0700C,Polyphenylene Ether + PS,PPE+PS,1.1,,2500.0,110.0,,,10.0
Xingshengdi,XD-0700U,Polyphenylene Ether + PS,PPE+PS,1.09,,2600.0,115.0,,,10.0
Hangzhou Plastic,PS/PVDC/PE,"Film, PS/PVDC/PE","Film, PS/PVDC/PE",,,,,,,
PrimeCast®,101,"Polystyrene, Specialty",PS (Specialty),0.77,,,,1600.0,105.0,
HYRENE®,PS-HI 3/4,"Polystyrene, High Impact",PS (HIPS),1.04,22.1,2020.0,39.3,,,2.7
Eporex®,HIPS 855FR,"Polystyrene, High Impact",PS (HIPS),1.15,22.6,2470.0,,,,10.0
TAIRIREX®,GP5000,"Polystyrene, General Purpose",PS (GPPS),1.04,,3040.0,81.0,3230.0,,10.0
TAIRIREX®,GP535N,"Polystyrene, General Purpose",PS (GPPS),1.04,,3600.0,80.0,3350.0,,3.5
SAXAPLAST™,PS06 - SWS005,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,2800.0,,
SABIC® PS,125,"Polystyrene, General Purpose",PS (GPPS),1.05,,3530.0,82.0,2600.0,,9.0
SABIC® PS,325,"Polystyrene, High Impact",PS (HIPS),1.04,,2350.0,35.0,2160.0,,8.0
SABIC® EPS,760FF,"Polystyrene, Expanded",PS (EPS),,,,,,,
NORYL™ Resin,731S - Europe,Polyphenylene Ether + PS,PPE+PS,1.06,55.0,2200.0,,2300.0,,
NORYL™ Resin,BN31 - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,48.0,2410.0,,,,
NORYL™ Resin,BN9003G - Americas,Polyphenylene Ether + PS,PPE+PS,1.06,47.0,2190.0,,2170.0,,10.0
NORYL™ Resin,CN5260 - Asia,Polyphenylene Ether + PS,PPE+PS,1.53,129.0,12400.0,161.0,,,13.0
NORYL™ Resin,EM7301F - Americas,Polyphenylene Ether + PS,PPE+PS,1.12,,3640.0,,3975.79317,,
NORYL™ Resin,EM7304F - Europe,Polyphenylene Ether + PS,PPE+PS,1.15,,4550.0,,,,
NORYL™ Resin,ENG265F - Americas,Polyphenylene Ether + PS,PPE+PS,1.06,55.0,2500.0,95.0,2550.0,,8.5
NORYL™ Resin,FE1410PW - Europe,Polyphenylene Ether + PS,PPE+PS,1.13,,4880.0,,4930.0,,
NORYL™ Resin,FE1520PW - Europe,Polyphenylene Ether + PS,PPE+PS,1.24,,6040.0,,7170.0,,
NORYL™ Resin,FE1630PW - Asia,Polyphenylene Ether + PS,PPE+PS,1.3,,8120.0,,9600.0,,9.0
NORYL™ Resin,FE1630PW - Europe,Polyphenylene Ether + PS,PPE+PS,1.3,,8120.0,,9600.0,,9.0
NORYL™ Resin,FE1740PW - Europe,Polyphenylene Ether + PS,PPE+PS,1.4,,9500.0,,11300.0,,10.0
NORYL™ Resin,FNH2160 - Europe,Polyphenylene Ether + PS,PPE+PS,1.12,55.0,2250.0,,2680.0,,
NORYL™ Resin,FP5140 - Americas,Polyphenylene Ether + PS,PPE+PS,1.11,58.0,2300.0,,2450.0,,
NORYL™ Resin,GFN20 - Europe,Polyphenylene Ether + PS,PPE+PS,1.25,80.0,4500.0,,6000.0,,
NORYL™ Resin,GFN20F - Asia,Polyphenylene Ether + PS,PPE+PS,1.23,90.0,5400.0,,6000.0,,12.0
NORYL™ Resin,GFN2F - Asia,Polyphenylene Ether + PS,PPE+PS,1.23,90.0,5400.0,,6000.0,,12.0
