Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Tensile Strength at Yield,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
RTP,499 X 143542 B EG,"Polystyrene, General Purpose",PS (GPPS),1.05,,1720.0,42.7,1380.0,,
RTP,499 X 146733 C,"Polystyrene, High Impact",PS (HIPS),1.18,,2410.0,45.5,2210.0,,
ESD,482 HI,"Polystyrene, General Purpose",PS (GPPS),1.12,,8960.0,75.8,8960.0,,
Sicostirolo®,CR H 3444,"Polystyrene, High Impact",PS (HIPS),1.05,15.0,2200.0,,,,7.0
Resirene®,6420,"Polystyrene, High Impact",PS (HIPS),1.04,,,,2000.0,,3.0
Resirene®,HF 777,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3530.0,,8.0
ResMart Ultra,GPPS 8,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3170.0,,8.0
PONACOM PS,5370,"Polystyrene, High Impact",PS (HIPS),1.05,,,,,,5.0
PONACOM PS,5570,"Polystyrene, High Impact",PS (HIPS),1.05,,,,,,5.0
PPR,PS01,"Polystyrene, General Purpose",PS (GPPS),1.04,37.9,3030.0,55.2,,,11.0
PRE-ELEC®,PS 18014,"Polystyrene, General Purpose",PS (GPPS),1.09,,1500.0,,,,6.0
RAMLLOY,PNS300PWG6BK10,Polyphenylene Ether + PS,PPE+PS,,,,,9800.0,,
DIAREX®,H310,"Polystyrene, High Impact",PS (HIPS),,22.8,1520.0,30.3,,,6.8
DIAREX®,THF77,"Polystyrene, General Purpose",PS (GPPS),,46.2,,,,,8.4
DIAREX®,THH102,"Polystyrene, General Purpose",PS (GPPS),,51.7,,,,,2.6
AuroraGuard™,FFD0050,"Polystyrene, Specialty",PS (Specialty),,,,,,,
Axpoly®,PS52 1044,"Polystyrene, General Purpose",PS (GPPS),1.06,,2600.0,,,,9.0
CP PRYME® Polystyrene,PS100-18M,"Polystyrene, General Purpose",PS (GPPS),1.04,,2960.0,,2760.0,,18.0
LG Chem,19FR-9Z004,"Polystyrene, High Impact",PS (HIPS),1.16,21.6,2350.0,39.2,,,6.0
LG Chem,23NFA-NP (GPPS),"Polystyrene, General Purpose",PS (GPPS),1.04,40.7,3530.0,88.3,,,5.5
LG Chem,312HGH-NP (HIPS),"Polystyrene, High Impact",PS (HIPS),1.03,29.4,2450.0,44.1,,,5.5
LG Chem,B325NN,"Polystyrene, Expanded",PS (EPS),0.016,,,,,,
Osterlene®,HIPS0802RE,"Polystyrene, High Impact",PS (HIPS),1.05,,,,,,6.0
Diamond,GP-550 P(LM),"Polystyrene, General Purpose",PS (GPPS),1.05,42.2,,90.2,,,2.0
Diamond,HI-826 (H.G),"Polystyrene, High Impact",PS (HIPS),1.05,27.5,,49.0,,,3.5
Idemitsu PS,ET65,"Polystyrene, High Impact",PS (HIPS),1.04,20.0,1700.0,45.0,,,2.1
PRE-ELEC®,PS 19660,"Polystyrene, General Purpose",PS (GPPS),1.1,34.0,1600.0,,900.0,,0.2
Ravapura®,PS 5012,"Polystyrene, High Impact",PS (HIPS),1.07,18.5,,,2000.0,,12.0
Maywotron®,PS H,"Polystyrene, General Purpose",PS (GPPS),1.15,18.0,,,1600.0,,
Maywotron®,PS L pure,"Polystyrene, General Purpose",PS (GPPS),1.08,15.6,,,1570.0,,
Maywotron®,PS M pure,"Polystyrene, General Purpose",PS (GPPS),1.08,15.6,,,1540.0,,
RTP,499 X 154309 A,"Polystyrene, General Purpose",PS (GPPS),1.04,,3310.0,75.8,3170.0,,15.0
NORYL GTX™ Resin,GTX902BIO3,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.08,58.0,2230.0,91.0,2150.0,,3.4
NORYL™ Resin,NH5120BIO4,Polyphenylene Ether + PS,PPE+PS,1.1,65.0,2610.0,,2650.0,,12.0
NORYL™ Resin,SE100X - Americas,Polyphenylene Ether + PS,PPE+PS,1.1,57.0,2300.0,,2422.236596,,
NORYL™ Resin,WM300G,Polyphenylene Ether + PS,PPE+PS,1.06,65.0,2500.0,100.0,2500.0,,
PolyGen®,320 PS,"Polystyrene, High Impact",PS (HIPS),1.0,24.1,,,,,3.0
STYRON™,CO2RE™ 1175BIO85,"Polystyrene, High Impact",PS (HIPS),1.04,16.0,1650.0,38.0,1650.0,,2.8
STYRON™,CO2RE™ 666HBIO95,"Polystyrene, General Purpose",PS (GPPS),1.04,48.0,3240.0,90.0,,,8.0
STYRON™,CO2RE™ 676DI30,"Polystyrene, General Purpose",PS (GPPS),1.04,43.0,3000.0,,,,11.0
REVIVE®,PS Air F – Series Forever,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,,,4.5
REVIVE®,PS Air-H,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,,,6.5
Innova,ECO-PS,"Polystyrene, General Purpose",PS (GPPS),1.04,,,45.0,2200.0,,5.5
Innova,GPPS 525,"Polystyrene, General Purpose",PS (GPPS),1.05,,,95.0,3250.0,,10.0
Innova,PS - SPSW,"Polystyrene, General Purpose",PS (GPPS),,,,,,,
VERDANT™,RRPS020,"Polystyrene, General Purpose",PS (GPPS),,,,,,,1.5
VINPOL™,PS016H,"Polystyrene, General Purpose",PS (GPPS),1.04,,3380.0,104.0,3030.0,,1.6
VINPOL™,PS090,"Polystyrene, General Purpose",PS (GPPS),1.04,,3100.0,93.1,3030.0,,9.0
VINPOL™,PS090LR,"Polystyrene, General Purpose",PS (GPPS),1.04,,3100.0,93.1,3030.0,,9.0
VINPOL™,PS110,"Polystyrene, General Purpose",PS (GPPS),1.05,42.1,3030.0,,3000.0,,11.0
VINPOL™,PS200,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3620.0,,20.0
